path,label
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/r_235_100.jpg,Apple Crimson Snow
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 2/r_134_100.jpg,Apple Golden 2
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 3/131_100.jpg,Apple Golden 3
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 3/r_155_100.jpg,Apple Golden 3
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/63_100.jpg,Apple Red Yellow 2
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 3/r_154_100.jpg,Apple Golden 3
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/91_100.jpg,Apple Red Yellow 2
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/97_100.jpg,Apple Red Yellow 2
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/207_100.jpg,Apple Red Delicious
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/r_138_100.jpg,Apple Red Delicious
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/143_100.jpg,Apple Red Yellow 2
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/187_100.jpg,Apple Red Yellow 2
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/r2_51_100.jpg,Apple Red Yellow 2
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 3/r_13_100.jpg,Apple Golden 3
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/r_299_100.jpg,Apple Red Delicious
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/84_100.jpg,Apple Red Yellow 2
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/r_228_100.jpg,Apple Crimson Snow
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/72_100.jpg,Apple Red Yellow 2
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/r_230_100.jpg,Apple Crimson Snow
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/270_100.jpg,Apple Crimson Snow
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/r_229_100.jpg,Apple Crimson Snow
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/272_100.jpg,Apple Red Yellow 2
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/r2_85_100.jpg,Apple Red Yellow 2
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 3/r_317_100.jpg,Apple Golden 3
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 3/r_1_100.jpg,Apple Golden 3
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/95_100.jpg,Apple Red Yellow 2
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Granny Smith/r_189_100.jpg,Apple Granny Smith
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/196_100.jpg,Apple Crimson Snow
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/265_100.jpg,Apple Crimson Snow
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/276_100.jpg,Apple Crimson Snow
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/r_234_100.jpg,Apple Crimson Snow
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 2/r_139_100.jpg,Apple Golden 2
