path,label
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/146_100.jpg,Apple Red Delicious
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/239_100.jpg,Apple Crimson Snow
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/269_100.jpg,Apple Crimson Snow
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 3/r_143_100.jpg,Apple Golden 3
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 3/r_266_100.jpg,Apple Golden 3
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/259_100.jpg,Apple Red Yellow 2
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Granny Smith/r_20_100.jpg,Apple Granny Smith
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/102_100.jpg,Apple Red Delicious
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/r_327_100.jpg,Apple Red Delicious
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/224_100.jpg,Apple Crimson Snow
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 3/r_254_100.jpg,Apple Golden 3
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/195_100.jpg,Apple Red Delicious
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/r2_234_100.jpg,Apple Red Yellow 2
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/205_100.jpg,Apple Crimson Snow
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Granny Smith/r_180_100.jpg,Apple Granny Smith
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Granny Smith/r_216_100.jpg,Apple Granny Smith
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/105_100.jpg,Apple Red Delicious
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/110_100.jpg,Apple Red Delicious
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/292_100.jpg,Apple Red Yellow 2
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/298_100.jpg,Apple Red Yellow 2
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/r2_24_100.jpg,Apple Red Yellow 2
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/245_100.jpg,Apple Crimson Snow
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/256_100.jpg,Apple Red Delicious
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/r_306_100.jpg,Apple Red Delicious
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/r2_41_100.jpg,Apple Red Yellow 2
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/236_100.jpg,Apple Crimson Snow
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 2/r_151_100.jpg,Apple Golden 2
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/101_100.jpg,Apple Red Delicious
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/291_100.jpg,Apple Red Yellow 2
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/297_100.jpg,Apple Red Yellow 2
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/154_100.jpg,Apple Red Delicious
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/263_100.jpg,Apple Red Yellow 2
