path,label
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 1/250_100.jpg,Apple Red Yellow 1
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/r_192_100.jpg,Apple Braeburn
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/r_241_100.jpg,Apple Braeburn
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/82_100.jpg,Apple Crimson Snow
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Pink Lady/r_289_100.jpg,Apple Pink Lady
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 1/r_109_100.jpg,Apple Red 1
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 3/r_182_100.jpg,Apple Red 3
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 1/136_100.jpg,Apple Red Yellow 1
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/r_86_100.jpg,Apple Crimson Snow
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 1/r_104_100.jpg,Apple Red 1
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 1/r_116_100.jpg,Apple Red 1
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 1/119_100.jpg,Apple Red Yellow 1
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 1/244_100.jpg,Apple Red Yellow 1
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/r_243_100.jpg,Apple Braeburn
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 1/r_136_100.jpg,Apple Red 1
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 1/r_106_100.jpg,Apple Red Yellow 1
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/159_100.jpg,Apple Crimson Snow
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 1/129_100.jpg,Apple Red 1
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/181_100.jpg,Apple Braeburn
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/r_239_100.jpg,Apple Braeburn
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/274_100.jpg,Apple Braeburn
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 2/r_215_100.jpg,Apple Red 2
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 1/111_100.jpg,Apple Red Yellow 1
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/r_251_100.jpg,Apple Braeburn
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 1/r_110_100.jpg,Apple Red 1
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 2/r_132_100.jpg,Apple Red 2
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/r2_125_100.jpg,Apple Red Yellow 2
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 1/r_111_100.jpg,Apple Red 1
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/26_100.jpg,Apple Crimson Snow
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/78_100.jpg,Apple Crimson Snow
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/r_145_100.jpg,Apple Crimson Snow
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/284_100.jpg,Apple Golden 1
