path,label,pca_features_string
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/r_245_100.jpg,Apple Red Delicious,"-8.072982724722086,-2.3160953924704892,7.384664841057119,-5.466237472911451,-1.6413043006660595,11.305166734195428,6.9968148139639235,2.324729533033437,0.36277947511148645,1.543681292681442,-7.334501172365054,-2.104876864588568,-0.10802382675452973,-2.0473124041573763,-2.1600261694508363,-3.607764978168684,4.219849336987225,1.4539868047125635,5.517126433784572,-3.39846200923485,-3.4610017719353117,1.790554366210063,-2.5686963396750992,-3.9864034202235583,-0.9160846014089683,2.966578784954033,-2.867614708198089,0.11744811892550079,-4.272129578973313,0.31661490855665275,-2.258812623963825,-1.8601312428612382,-0.4428302424955261,-1.7024552440704357,0.9627406533647387,-1.9372516412611462,1.5235494796228082,0.8606627839318479,1.200946735324729,0.8461464509204439,3.3021195351178885,0.6404378664251321,1.7871553893770706,-2.110009669024042,1.167945845920394,-1.66841145932444,-1.5578645829145994,-1.9621971552208046,-0.7873378590994446,1.2002697358899614"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/r_44_100.jpg,Apple Red Yellow 2,"0.5993737136965499,-1.9355928627909866,5.141485139894661,0.6990166329567784,3.1879336461494656,3.911943960955417,9.588326746482482,2.994210435396979,5.238351007038153,4.00362338842188,-2.28433175005791,0.8481730381783807,-2.6587044004479603,2.3672972388938742,-1.0243112521921385,-2.7169969898359816,7.612282282376573,-0.12007758947594466,2.2105009969719687,-1.9644675270527645,-3.7942126616795315,1.2487903212443618,-1.5962838913967599,-2.34838968714234,2.236835851746678,1.818441499945678,-1.697748890706889,0.5413281736544108,-1.0746752218078712,0.016185901600890062,1.7021642278376654,0.012025474121482601,3.020874094616551,-1.82417883105721,-1.837496106136734,-1.421450949463849,-0.8742125736361184,0.8678402719201156,0.996037240173462,0.3024810885292627,2.4746387233766742,0.2433547440292156,-1.0003078265156042,-0.7393554263338236,0.3415067781961741,-0.12228725557009809,-1.221926839054765,-1.0115822999446604,-1.379104566893237,-0.44621309173279067"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/267_100.jpg,Apple Golden 1,"6.520811321985836,1.4228012114825674,-3.449348595918726,-5.273265400731307,2.421446048935309,2.1092970538910847,6.171237262959037,2.2962230975991984,2.2413592779030167,6.472937643056555,-5.4974543771774,2.311331925475339,-1.0906584279842428,-0.5833161740584215,-3.352722934308257,-3.360181814975671,3.8658928859362747,0.4320786944230154,1.4601624799647357,-2.306415580056121,-6.057715688623393,2.322910992207961,-5.032079694601369,0.33051515941765963,-1.389716015561301,2.0556586257660165,-1.1284154474856138,0.7697555812540953,-2.190462377718941,-1.1040637016722379,-0.06196967170399666,-1.5534486660283755,0.8888035994689524,-0.7819097755179013,-0.5573872103996287,-0.6864961934517789,0.40772774679235674,0.8956119533041388,-0.2985039092667474,1.2366378909877682,-0.8106669815446689,-0.2683340590519872,-1.1040729325179872,-0.24696811777711553,0.18169484403158637,1.7471403999832054,-2.573447188642927,-0.46910855207787217,-0.8830229537891446,1.3597576706832204"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Pink Lady/r_296_100.jpg,Apple Pink Lady,"-2.0025157719460744,5.530093895303004,-3.7688699687641147,8.560946414337062,6.743211986026781,4.3712519214886845,5.834553738851382,-0.8540279211470795,0.8102536287255642,4.224103803575714,-4.662831029579704,5.228430468336884,-1.8148464221073441,3.3512906172681207,-1.354559637184342,-2.2912979861907043,2.1843157755569305,1.6846133589997514,-0.7793190754194137,-1.2247778171848132,-2.310943159000529,3.3057316726525405,-5.715985412828045,-0.09360098854232875,0.8178734403615339,3.9115105893017286,-2.4982794980553535,-2.0077725855887563,-0.5595790436728576,-1.6211756986913441,0.5058727103517447,-2.2179111693605202,-0.43495784146756516,-2.9270816835606084,-0.41316206886261836,-1.2719099175852049,0.30376985776463494,1.4264982107605193,0.7242498003971269,-0.29246546596459383,2.482062705174604,0.36608740452691435,0.6910083440064138,-1.928932076301781,0.03959311401470093,-1.3212525921516238,-2.139025768919227,-2.1282508611089606,-1.0702039223796802,1.104676131623913"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 1/109_100.jpg,Apple Red 1,"-12.849349631641335,-2.512808324232185,-3.2536974922126944,0.2750274993346102,4.3618239947689865,6.480942906689644,4.110175596218321,4.994747624709836,3.676416970019292,4.0584384076600575,-4.370441393059411,3.678613067513501,-0.8887325207594944,1.1327968654088019,-2.7059212285824263,-2.6615726045577786,2.3573746052589857,0.10234399781771468,-0.20512529141478056,-2.646983332548843,-4.835651478390517,0.3015477062932567,-4.422694612987279,1.0805608784747958,-1.1370984967939028,2.9801035030626384,-1.6704088898078915,2.4563755722971705,-1.700065657521847,-0.3825168441140409,-0.638801974547928,-1.2531806571511175,2.124006746094705,-1.4013034197358127,-2.3574905941331803,-2.5225012884574163,1.6881156896347675,0.30757061995016044,-0.17328302991921016,0.47889338436528556,2.175323012447637,0.7373942748869813,0.33853219592782435,-1.1149415626736372,0.39958650240748417,-0.604945768161297,-0.7351760456508603,-1.7713877825753435,-0.9226971804113996,-0.33702624703056133"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 3/r_199_100.jpg,Apple Red 3,"1.4556066428373469,6.809320340855852,-1.2614348464949694,4.889264532201055,8.362634224823433,11.455782358585054,4.7681920254781875,-0.8429905671932396,-2.859008664549878,3.546819132511825,-4.655718642407769,7.227913556561921,-1.435750623733568,0.24738956858976974,-5.859519918932007,-4.7335391298214855,2.802901127081454,1.495785016983797,2.1972738473471978,0.15283756178373073,-5.904249331696862,1.517506790698115,-4.6279884633989825,0.12901742463298313,-4.057136480456902,3.1435719725293945,-2.7764712032169174,1.9247421631733093,-1.5574157272336073,-1.573419760390909,1.8287504141119237,-0.6601544511191907,0.9520154296348781,-3.052320903265451,0.33508342030965377,-2.1604377837686215,1.4022763702491263,0.8137513867457353,0.71319636588759,0.5457868577291671,2.3306314278074507,0.8807907633149233,0.2964826242336557,-0.05249413075140985,-0.3691090270748854,-1.2006495034201632,-2.1793520362378294,-2.0906453260765216,-1.316378371352857,1.6375558693488177"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 3/r_213_100.jpg,Apple Red 3,"0.28334375171938464,4.4950500591446065,-2.3878714696594767,1.124514829450927,6.708863057143305,11.252100184389315,7.8144867466387815,-0.1365490279108715,-1.126197655463444,3.508270652081311,-4.4827731822373185,6.152712694281076,0.056199284512178496,-0.9368918538458565,-5.916238682125993,-6.353068342079671,1.7595574750967256,0.1616578550894406,2.1521148853061427,-0.9571522203378834,-4.529195235770418,-0.3859885288485224,-4.251856364144258,0.3339946114808685,-3.0837017029031286,1.5641696066764201,-4.817624521971183,1.729213704401339,-1.0976032276056935,-0.2022854622031436,1.7080698371834546,-0.9641034471106193,0.5402713970881124,-2.6179576721410305,0.440805867042369,-2.9511085424708727,0.9386173329031223,0.43231344348257844,-0.3892201526000093,-0.4455666711170703,1.909423586135236,0.47507840528866385,1.1198497131357137,0.5186920957996847,0.01659995482879088,-0.8932656054243929,-3.40414325106598,-1.700096128586043,-0.6290011527689219,0.95524988520129"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 3/r_251_100.jpg,Apple Red 3,"-2.4322589989059527,-0.3206108900347064,-6.035737456435744,-6.6152669287390395,8.999252224711997,8.513763968313281,6.3823740084410066,-1.9530014007296344,0.7645418309317469,3.45623438308674,-6.597148916929493,1.7323902117167016,-1.1314734657993863,0.8193965167114258,-2.4227663065903062,-0.6572235459768518,2.5630619458638897,-0.4404620542980758,0.7243371068838272,-2.507171783887254,-2.253236459796463,0.2581223375662826,-4.022758011817064,-1.2483507767950217,-0.6029458075392189,-0.552043778659253,-1.8697712066631065,1.3949765054183771,-1.0693153121189356,-1.5148182496670703,0.6896785149128214,-1.455030813854395,1.343851933191623,-2.2938846017507277,-2.054365142894943,-1.3876139015943647,-0.9937488832445657,0.12831753706815904,0.2580201168106729,-0.7864530336709378,0.030260049642714375,0.9999482353847611,0.3684178286388001,-1.4857626299388365,-0.6870670375034729,1.2424984231003995,-2.126338176170216,-2.1936793623633215,-1.4926024608127484,1.4400592081096253"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 1/316_100.jpg,Apple Red Yellow 1,"-13.776280207227243,-1.1701191362667003,-6.195268671513392,-0.8070539804530239,-0.1559759355883534,2.172511956004241,8.984003692982652,5.034917272466839,3.797308187800607,-0.7915136616554298,-7.009620026036003,1.8546196288611314,-1.3148753351446143,4.23293917025012,-4.968282730735627,-2.970519050060161,4.7296402686753485,-0.14170857759509722,1.7003663388777042,-1.7776424853762425,-3.9451717287016512,0.8493997728446068,-6.078294344011888,1.7064359669379408,-2.6946334966321612,4.109551297486421,-1.4535852996020735,3.271022579821762,1.880650038457663,-1.083685366891033,1.472510544689249,-1.409531166231607,0.20777923554644773,-2.4050419648821566,-2.4695155923626078,-2.5169754656602277,0.3742829241263693,0.6370398106016034,2.2110637614696182,-0.03011842186260251,1.4633538118068028,0.6833559046910812,-0.3916572617952367,1.076373281050432,0.9676350126980605,-1.0472957706435273,-1.237728901444943,-0.6187008525802995,-0.8624553678849063,0.4439957074266224"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/r_32_100.jpg,Apple Red Yellow 2,"1.8972203151424567,-0.4966426890754091,4.322881509497789,-1.7759467580822323,4.074287322026324,2.729247652939799,8.575559416050353,3.0960323650780643,3.3310223125079994,2.2685146216335865,-0.8752256994182566,0.564356678925639,-3.0955740184628735,1.3170714507643337,-1.2933893148288889,-0.8879462256487191,8.018123210392483,-0.3031117327146763,1.0023904624051418,-1.5552519171234451,-5.568278582545337,0.8054816922335034,-2.8523821562162732,-1.6329423147996047,0.0015468087755278028,2.18672288120847,-2.0117053940709595,-0.3586747767467702,-0.8976891811636606,-0.8657233999298513,1.3180069764267914,0.8558103624412667,1.576018225055487,-1.7469323257592801,-2.0984080710128024,-1.4588008798869987,-0.11059391463234178,0.15120216167397169,-0.2852589456837941,1.9241703366661236,2.5324598274807895,0.8349206654917052,-1.5868740557076237,-1.3092263161227033,-1.134472893928592,-1.4033106660033485,-0.21934382965457547,-1.3709598178823763,-2.597464138896456,1.5816697243818874"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/r_187_100.jpg,Apple Braeburn,"-11.88719257131707,1.1447224190237064,1.1567868201983036,3.549710204619316,0.6246824754636421,6.336195191704009,7.651627453987707,4.516568379325423,-1.6403729349223892,4.825011731924473,-7.9995466487654845,0.9328145772565178,3.41335182962461,2.8914903409615937,-1.2865488704045973,-2.0559924262493956,3.2543056547746003,2.2729754597226237,-0.21816143537151153,-1.6220369595247357,-6.71750964615274,0.4803585319424068,-5.922352849123156,-0.8031447398403024,2.069357694377804,-0.05306135742813716,-0.2996619135033893,0.1830058643420972,1.597438192187527,-1.3083656291136758,0.6629965433931003,-1.7140526393720696,1.2593159468119837,-0.2804330614431418,1.6038962457698354,-2.3479643514622532,1.4609539360856443,0.7115564391691898,1.6752120025981578,1.0175721836195868,1.2395705871988139,0.747848531456957,0.5034993235947147,-1.7268079272830752,-0.9921132605943027,0.32587318871012805,-1.0130130266164028,-1.4082903952567842,-1.4032468723244818,0.11913632270563966"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/r_188_100.jpg,Apple Crimson Snow,"-6.661500394024201,5.460359428848034,-0.6369711976602471,7.368151830078023,1.4810806464439168,5.185519438160951,8.938871124496867,1.7561041211735022,2.329152153386686,1.3658851976997648,-3.376328455000937,-0.16599894538342172,-0.5701735540770203,1.3027579848633903,-1.5598451942723635,-5.739113245288067,0.048987484257919614,-0.7872861986197908,1.055773840716724,-2.487721213032422,-5.1018717670498965,0.7290078043130744,-6.015508654093253,-2.032896092976259,-1.317328314040967,1.4408709180645578,-2.3203580063522993,1.4440709517867563,-1.011873523656345,0.425537350454353,0.6930675278518891,-2.3943103251959266,0.8744434480185552,-0.8724278680216937,-2.3311630895196958,-1.9985871537345685,2.2799505011613337,1.8225289093696624,0.147319570075743,-0.5495267144375466,0.9756794719049598,0.7258733813001474,0.417847183742208,-0.3899375800217898,0.4199949847580262,-0.4893610123756897,-1.135204354609848,-1.6341280258396533,-1.2590975767764803,1.8605638484306102"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/272_100.jpg,Apple Golden 1,"6.80319860608969,1.5147220110922397,-4.513629218557785,-5.395106274174889,2.10847274773801,3.3598105581866284,5.977118815175603,2.833601644782093,2.8460780765137264,6.6022584844153,-6.237021791125662,2.7880267072416838,-0.9034988692692024,-1.263657216804532,-2.9966328140087963,-3.4703502520728304,4.1516783090518565,0.11664886060172712,1.3865071704129472,-2.5061419776554215,-6.479631123414298,2.193391244250863,-5.901477847628417,-0.03689425590456419,-2.0232906649411055,2.964157705120822,-1.1313644367957338,0.42900821859817384,-2.2179621768667634,-1.0283435902247988,-0.6552839583777434,-1.7388307390897941,0.6096425006211861,-0.9480561163537943,-0.6979623558420311,-0.30346475884592056,0.5988712751892853,0.718523856636891,-0.010194986801844972,0.9976927708839778,-0.3165149178889696,-0.3707760958966551,-1.4260337191633232,0.04485050459842553,0.21633690186077145,1.804877329053117,-2.5907847077455646,-0.6703506688602506,-0.9379574168711348,1.3074005025199629"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Pink Lady/r_295_100.jpg,Apple Pink Lady,"-2.3217594383238347,5.1070066477754406,-4.20500623403637,9.159367558800273,6.466833799590254,4.346358881762635,6.986606119909312,-1.0026688263141623,0.7729403615134958,4.415453348737655,-5.033988022275568,4.599575453303517,-2.2732727864307996,3.850659754050395,-1.4854071976221488,-2.233407939141029,1.4248689079724808,2.0523822561289835,-0.14075612417284689,-1.304757869708873,-2.1724042848392418,3.886091245536293,-6.766783513797251,0.24749211523608045,1.5711546409967605,4.1293878856090505,-2.5507543632770275,-1.530186080460056,-0.047709849525714866,-1.4759707920463185,0.48227770957985083,-2.110501075290165,-0.33197653399605687,-2.880706241857931,-0.9488109702019005,-1.1268496443473468,0.5572004906721986,1.3105622323905048,0.28730415799160375,-0.2994186422923246,2.1006115645866346,0.14414755509881885,1.1102541546759404,-1.8989416394776057,0.04620737195495755,-1.5195280659096677,-2.156167333812074,-2.0180927524302863,-1.1755478480426427,1.3061415562597989"
