path,label,pca_features_string
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 1/294_100.jpg,Apple Red 1,"-8.196387877695884,-0.4020368812028203,-7.236705747022407,-4.573656589070998,5.404757418570068,6.415174378856477,4.797747685250372,6.77386814868327,3.657348101085198,2.3544813066620978,-4.123961963826942,3.160850794359394,-1.420474267888198,2.8042098447726267,-1.8749712724621774,-4.174987289819329,1.6798648542585186,-0.10149322415090864,3.4153664041892062,-1.472379982587065,-3.084006375553851,0.4532028589089237,-5.056764009660107,0.07566309774883392,0.2056992525075442,2.887925705600151,-1.8920246907482028,3.2353216586548927,-1.1476367223883723,-1.9538574979477925,-0.09575647169070424,-1.8152655280446786,0.6545266419463518,-0.8347461506937643,-2.488036422220739,-1.7995891082584916,2.23967878685286,1.9457889686918544,0.3315272229577799,0.4778643648646645,1.432221036404732,-0.008263459636031135,-0.7947393883055508,-0.3531236231035919,-0.012054787346879425,-0.3154744848931179,-2.0985555658018393,-2.242464556056202,-1.0798116018242188,1.2353784325878558"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 2/r_256_100.jpg,Apple Red 2,"-1.7732637171281573,6.916290456253359,-1.5431451003565695,8.017096837144214,4.473677661957827,6.2397245179125465,5.4974947753417345,2.258995733473291,0.66491546977531,2.445376673162558,-2.9521063467873936,5.282915653185333,-1.0255731182431482,0.5346633016332997,-0.9798042675742489,-0.18905985305970432,1.547038343228258,-0.4878523789864332,1.1282877199554917,-2.8215372347233947,-3.4256930447205134,3.2418181589125106,-4.89812492037442,0.7523617882512273,0.30388397920911064,2.0418388248204744,-1.2654884460015356,-0.40280133072501256,-1.38030892733413,-1.01725739836704,0.9920620870984179,-1.6764357357020527,1.1955717907059382,-1.8401261736195236,-1.6686738555727023,-1.423524762306404,0.4957450758142793,1.3588311976568626,1.8928945864629318,0.6688063431640225,2.341152685434159,1.3180348237808865,0.7666490090096987,-1.348646655527395,0.0006594443140379977,-0.2119273535670966,-2.1731048781787323,-0.8607375437216365,-1.5931555470761898,0.464673333309138"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 3/r_304_100.jpg,Apple Red 3,"-0.24389137555095372,2.308741091596311,-4.017628768197788,-2.6346759013284213,4.678542878141023,14.025708288500025,10.955846436781473,0.18614194771765077,2.127449541580274,3.9996809401921265,-6.236405135377086,3.934719094448359,0.20325943370518018,-1.589260431728004,-6.131767659234864,-4.791892328301709,4.141009612008625,-3.072960762354509,1.403025850433331,-1.8877461179435013,-3.80223674810259,1.8094544238762347,-5.087370955080462,-0.32787565064440244,-2.2396705993137545,1.7070881746992494,-4.076173316445808,-0.6652649471001798,-0.6051254889596667,1.3950662267817833,0.1651607272346934,-1.2598591075964074,0.3957532572414252,-0.43408650638354185,-1.903672664199933,-3.6851448894452155,0.5667272449072771,1.1426089063376725,-0.686779281795814,-0.39463431785116454,0.6475340551266972,-1.0430738847707093,-0.8533978654157356,0.3748080549292277,0.0074571441857207935,-0.18184089567128559,-1.3231372161265775,-1.465834560516303,0.2551479266720641,1.4101827101890123"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 1/291_100.jpg,Apple Red 1,"-9.002612633476005,0.550703975620055,-7.476311447265914,-6.14957850297485,6.799684125326706,7.833260745095459,5.140543817584492,7.019412569860494,4.341723090374382,2.891416043331259,-5.583197622804653,2.668714764968449,-0.8224709330847173,2.437880778319673,-1.566568536737773,-4.497894694391268,2.5377516408868024,-0.7341248299930693,3.5199222908806553,-2.14608331788673,-3.5032247135439882,0.36416269909225296,-5.690138748031169,-0.765447286735436,0.8175435898546025,3.1263291269951163,-1.5250929813046084,3.5915253041145334,-0.9177072106538022,-1.9395222754390045,-0.4546189240222191,-1.2210678508878947,0.4833517836181387,-1.7213219518859255,-1.7234732169196303,-1.9853692565163525,2.2356638202383485,2.2661067146531457,1.4583397276083951,0.6392848956202639,1.919635787698704,-0.09563224466509354,-1.0795823628425971,-0.09063521703826155,-0.8407836425882432,-0.4398246072044813,-2.091134518947418,-1.201180638880027,-0.5872054994438038,1.4622235162864574"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 1/304_100.jpg,Apple Red 1,"-7.385614943206349,0.15703350040898176,-8.151339584717583,-4.543318345010848,6.0571890985067816,6.802614775421143,4.654956357151463,4.754384414286105,4.529524967941959,2.5562995764084877,-5.710233797338146,3.5629804784754153,-1.3379096385254767,1.8567098321795144,-1.7978037592888607,-3.445864503646375,1.317843426207025,0.4117305933781416,3.1025606534665124,-3.3066677195688743,-3.682788086275802,0.27435260574516046,-4.891705020627537,-0.8107600878765463,1.9055297280258947,3.6127205613845867,-2.841653824240076,3.2215963435928217,-0.8005476984401916,-1.655865833693849,0.9986806634741656,-1.0859534101447483,1.4783985134185065,-1.8415650749494352,-1.5925432383296054,-0.8812849982024065,2.049363732524144,2.4625261944438397,0.8957717123791473,-0.1819908189065134,2.013447647798779,0.29288420658125625,0.066375622795338,0.9272978113799768,-0.697052559410717,-0.5001904284627826,-2.356440512641857,-2.047282957825464,-1.074711141930731,1.119503807285096"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 3/18_100.jpg,Apple Red 3,"-7.634299083666699,-2.922876929347662,-7.842059141902377,-1.8851206806793859,9.549369045199327,7.243279091764593,3.1785775397482725,3.826537589996495,1.6267311993844427,3.0449486327263378,-4.850569556661558,2.288788857188784,0.9279047170656538,2.1510330334380727,-0.9642491151142364,-4.051213555235864,4.170256650946065,0.8929420119149345,-0.41185909575145463,-2.035046333939649,-2.942005772308856,0.15126335004928745,-5.067599979375149,-2.2606327155480224,0.21073450427808413,1.1456625355445897,-0.999384173912891,3.3933429480787183,-1.3026804654734396,-1.1739550776757974,1.0992426540028202,-2.172771888445733,1.5508956298839371,-1.6112973913117918,-0.37377044840118484,-2.355498877786825,0.41253705141150965,0.9402336037138889,1.0859971027151558,0.4425522899291364,2.4585761531220136,0.3493104461299702,-1.4732545021083925,-1.4474157949331192,0.37872508146844325,-0.9108367072634505,-0.672282961504021,-1.894785647763724,-0.45790121174048554,2.1907871415894324"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 3/r_181_100.jpg,Apple Red 3,"3.4725801927720994,5.031114142498244,-0.950079066878809,4.739725345869479,7.668390218535035,9.607127329839459,3.3856299478589404,0.48294426732995316,-2.109141037651779,0.8361209876185651,-2.8242205918607923,2.4601594695238145,-2.4986613949632726,-1.3360533668149772,-5.879749989952124,-1.46348868677194,2.1303104729098123,2.3872669825858286,2.5188672872473123,0.7081938818298612,-4.955241441061053,2.5882873725256004,-3.4191185667318273,1.4776903562354418,-2.6160781400890896,1.6281243116433954,-1.4134173231930518,2.793125986718311,-2.7622054628703268,-1.5334711250485376,0.764993174381698,-1.7008201798203257,0.9386391889807496,-1.4878791621002099,-2.5301947250594967,-1.111642812692666,0.3496050867490302,1.4264210060775524,1.1649022843828667,1.2323610805974679,0.757907456224776,-0.5215880308625304,0.2472761022504765,-0.5931989527437234,-0.9992482181584413,-0.5926800255828799,-0.9170268072155928,-1.7292279248369429,-1.2785604858005717,0.5741406129206584"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 3/r_257_100.jpg,Apple Red 3,"-1.8430478354044493,-0.8821102753323133,-6.908041819663629,-6.792368304394024,8.343254046800684,8.87419833040483,7.391997743480161,-1.7616191621959616,2.6619023389681216,4.199245938750808,-8.139584820812757,2.08221752313029,0.19883881256244917,0.6575228908567736,-3.380948744479055,-0.2645158176013893,3.5629489011138498,-1.8337800525137848,0.4700480250517714,-1.6200683685360966,-1.8688050976662283,0.8971611611061725,-3.4653456944660594,-0.5016537549493645,-0.18764391028264435,0.2788515876237081,-1.9586145622392455,0.8995386317076619,-0.7898468372688219,-0.45352978040421327,0.8327132721837824,-2.2519848723798304,0.8867605437988707,-1.9812006377610516,-1.6141008017408007,-0.42395455087858647,-0.7085482681540407,1.3325047585094785,1.2011082257834853,0.1811949933399561,0.23826032929054863,0.8435627992292949,-0.10512451770460561,-2.1898120096990703,-0.9302104942343201,1.1051877862864512,-1.3823711909556182,-2.061219858535961,-1.056408656061028,1.3080711887461782"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/r_287_100.jpg,Apple Braeburn,"-12.270638656112308,0.5589325159651632,-1.6185419817269637,6.081364450148757,-0.7175025922311344,6.423707508192946,5.171228234069924,3.1825480502673096,1.2736926270765736,4.747202209747042,-5.939492025623121,-0.6264359633769765,-0.16230063458355057,-0.26103081534263994,-2.107385482722373,-4.098506363022336,1.5106609844647423,-1.37081346616125,-1.0701430458782537,-1.549404032056891,-4.767703895778927,0.5809090533938257,-2.9603360049796605,0.5855529308511545,0.1672693268288806,0.5661154683097871,-1.0165703040606355,2.3265190391717616,-3.1121368895818047,-0.28668633366018903,0.5110272669011499,-2.1436491139441958,1.8162148887509095,-1.7110442302122104,-3.6612721201242264,-3.2198313969834977,0.1886434261550934,1.6841267217261318,1.384354906657629,0.7631518891338175,1.168888053028982,0.35095680890778574,-0.12062070816696778,-0.27467817279216894,0.8952747614070292,-0.6774198913603677,-2.542302085050608,-2.007469916263797,-1.168166318711117,1.5225870271697715"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 1/306_100.jpg,Apple Red 1,"-6.006649381912471,0.1279241159153457,-6.906401740300967,-5.356996290105429,6.9493646702061636,5.627664523855599,4.152605761004598,4.583877490942652,4.819986710598602,1.9107778143042726,-4.570083817350586,3.028845730313126,-1.1104929704418984,2.023647711487533,-1.5117752502506834,-2.7677309788228883,1.6528997064551456,0.962665568032803,2.4323299585154436,-2.334684704563701,-3.012693114924557,0.7431897061295292,-4.732662487763887,-0.5987465588882688,1.1546148577864903,3.2113814808720043,-2.151155837679278,2.7538244735818784,-0.4226958934786134,-1.0515255058750825,0.2391752402950001,-1.382281171114435,2.0564338366809523,-1.2225688083143915,-2.379452422149898,-0.9891245146890463,1.5844462995374853,2.577757629973436,0.5288574398599836,0.1293360073456531,1.2553067750583151,0.1557530688103454,-0.23860177101031693,0.4595357955561434,-0.2775232480839091,-0.7418583284298486,-1.9289674663094358,-2.215864872798572,-1.3094783010692361,1.1217992999900985"
