path,label,pca_features_string
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 2/r_303_100.jpg,Apple Red 2,"-5.01944810069144,1.2638305768064344,-1.7837756340555568,5.156585181461397,2.407281179375537,6.927156909001934,12.184459623728443,6.045368252339938,0.5060759186983698,6.980437469169975,-3.4149010168890865,3.784747680862398,-1.3179834875636598,0.7567510477299696,-3.0899106466937125,-0.6768909453225523,-0.2670535158358186,-2.433566556789827,1.4126973356723072,-2.03737403389919,-3.890944038994139,1.8032432437137247,-6.38031203210361,-2.9883437968876225,-0.48522765238842525,1.1737854900606914,-2.7481259946878276,1.139533408221315,-0.38901358387416973,0.6221701991753711,0.7447217441296837,-1.3242531665210664,1.3526503390596742,-1.1600589230105103,-1.231736450007073,-1.386461931709568,-0.5886594245796235,2.1765039518209837,1.048993153677428,-0.8239992874050412,1.8859201933570127,0.4635552891167369,-0.8771393581046337,-1.3769619069907275,0.866060504889467,-1.6080084633656924,-1.32352759414381,-1.735639068935936,-1.3627175032376782,1.852724591782457"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 3/r_152_100.jpg,Apple Red 3,"0.1556223868451912,4.213297956287986,-1.1602637302298613,3.588266568593419,9.3413857145925,10.84242339790234,5.045700116938418,0.7198318920250425,-2.8799850898145145,4.970170765465835,-6.5127895161231795,5.2466230092637405,0.3657520871653457,1.9652512832972506,-3.5041546344440873,-2.3284266760831924,1.1199435683948864,2.4208166718713438,0.758921634641143,0.2972991799465422,-4.792583379350628,1.3998266392337524,-3.6649015709468467,-2.2487584354836296,-2.270173063853061,2.347111341989739,-1.3929532268340803,2.1742461663735675,-2.206852652718381,-1.4082080863828226,1.3892445828273146,-2.569803268413469,1.8091585944405637,-2.361996070986246,-2.122207085327392,0.46299948369710475,1.7897133236326397,1.9595592946382072,0.5052148365497757,0.08024213710435775,1.078466891982402,-1.3199966222901554,-0.25757761586712163,-0.30295303597996043,0.23701839783271347,-2.052677543185492,-0.48604879070555657,-0.9209605646107376,-1.76350683201777,0.9190763223170828"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 3/r_168_100.jpg,Apple Red 3,"2.8610799567061553,5.17131792218745,-0.8323285656208412,4.19716677965888,7.3892395484139115,10.06543787333288,2.8391909299700253,-0.9944807852536796,-2.8216043558394968,2.324411035407353,-4.278186094474798,5.372525854210543,-0.22234582851842963,0.09223706977995225,-4.646433134632573,-1.3196868123902636,1.865681385680653,2.833315492726125,1.7650590885274118,0.851021675780157,-5.956207248573124,1.1639762849597417,-2.8838854332921167,0.6745481454148449,-2.4117231609760585,2.4125238004845366,-2.777210790598416,3.045118096282505,-1.91165667471933,-0.6366840472722006,1.3980013359822616,-1.8941031905945385,2.176836362014559,-1.7877961334933559,-1.6126866799763762,-0.6555562548852045,0.713323907845108,1.6397439060201335,1.132669614993365,0.38160654111072106,0.8417371030654996,-0.3943613825864496,0.19405568135383008,0.40982543966626966,-0.32036166944808586,-1.42313768429914,-0.7956564614369046,-1.2038207293925771,-2.4409151320886164,0.2480754551771692"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/r2_119_100.jpg,Apple Red Yellow 2,"0.7325589325079142,-0.9563714343971003,6.433466220634776,0.5942368197344693,8.845650146517741,5.416111507279952,8.171476123499351,5.265333071724703,4.758166402621214,5.031028435398605,-2.986367599964496,-0.6054131755870878,-0.39938590998070483,-0.5813668441558486,-4.357763583463884,-4.118526171997394,6.354643691763857,-1.0593731445843235,0.3788245182322505,0.3639341977410864,-2.7694162221893084,1.1129434936572593,-5.8754103487649765,-0.9848980421612462,-0.8268554138662197,0.07045010109417477,-2.1782065345395547,2.3093145266145476,-1.260667492157797,0.2255232273462404,2.743963347548915,-3.233610559112392,2.387219182728379,-2.735403694704143,-2.405777082642986,-0.449848103091044,2.794029454922221,2.6538806208123447,-1.253609435471682,1.350402704952698,1.2452833307522482,1.2651672093860158,-0.44050231728426326,-1.2754177590020839,-0.20184671953303024,-1.3476148953917912,-1.1580650402782475,-0.45252380433222184,-2.325559215585255,0.07735009150827145"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/r_249_100.jpg,Apple Braeburn,"-14.092218571397554,-7.479781016991435,-2.9946650758373123,3.8594255397703274,-0.332906093511546,5.753813335926545,5.584949236278772,4.030209976000577,-2.9477717796915135,7.367888751813414,-5.89631279437828,1.2769440295507957,-0.728611306132113,0.35126636708419906,-5.345300970692448,-1.6829954128292293,3.9066640042087655,-0.7792661286143531,1.5440520905979176,-0.3325622264795033,-4.492085947710173,1.1717575651980667,-3.26804832174296,-0.8759232949193194,-0.3439185427087533,1.4222127394324013,0.15207123637057748,1.655228251443559,-0.674170949678295,0.24988865267513574,0.8385270831949193,-1.0239834722539203,1.9467886694647514,-2.3664168929520066,-1.9057085205003783,-2.157946936362986,-0.5792897167803878,0.7829537233371875,1.2936720767052308,0.659830316898993,2.177560315899087,0.3260380621580402,1.0560981615582115,-0.08053042465668263,-0.8809303233408193,-0.31579878812329604,-1.3360251770714686,-1.8487844452229403,-1.1087513478654052,1.6670925213144325"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/r_246_100.jpg,Apple Braeburn,"-14.232723507522605,-7.707374662477906,-3.2392215642473294,4.302784834403327,0.12397306125016475,5.495544176050468,5.043905259137004,4.431547479928118,-2.6459835393731237,7.534706745930709,-6.292132433845222,1.6131890516140976,-0.13226004126856292,0.16280896102104955,-5.655320022024477,-1.9616112978367064,4.0890308184711355,-0.7859170971950653,1.506965998100199,0.06560768238681544,-4.0722356868505765,0.9857168322467215,-3.6440411773514545,-0.8247709544825773,-0.6959516885889406,1.6624823382704217,0.10023179346609432,1.3007403200234948,-0.27397728814906486,0.18997025365941406,0.5053832525368874,-1.1355036918138983,2.1650717146937533,-1.83573435904552,-1.9533670769155604,-2.313835567017876,-0.26863900948604796,1.300428761732516,1.2929496822256052,0.5488897504679691,1.9682426763460046,0.04235515596717067,1.0327426546093175,-0.1046990680945479,-0.2548129700947821,-0.20088981504603412,-1.2333425984472255,-1.8160028458550401,-1.0803241457208117,1.2519284152992247"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/r_133_100.jpg,Apple Crimson Snow,"-10.610857919750389,-4.324335084678554,-5.2914186673586565,2.3847799304608843,1.7209346194398951,3.512643639040118,5.325778141360042,0.8268588750236475,1.5514349521097335,2.2435061045990845,-6.645545404803539,2.0921984531860653,-1.0115492229173295,1.2067393743715853,-4.3626013524304,-1.525455551205893,3.4874368740098185,-0.6466792198154174,0.15720663577268615,-2.081434099968562,-3.0046110889627986,-0.12177225204600456,-2.745741122107051,0.15005751225841077,0.8230475177888426,1.0518533152046485,-2.0577104128493415,-0.4101973635094184,-1.802710142725649,-0.4067518198634146,0.9064345304681789,-1.9231357049623825,1.9650621299792155,-2.6993776775435805,-2.697597975583334,-1.524969377829327,0.8585336234010956,0.29011469519037797,0.4991359514185945,0.26639003610109485,1.9282658882660966,0.32514878773042777,-0.14010254964842112,-0.12259844386973877,1.1329716669308545,-1.574274582074331,-1.522424556924556,-1.1936994785562105,-0.7295938707466865,1.1597887954206594"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/r_206_100.jpg,Apple Crimson Snow,"-5.2418482965718525,4.972205469186586,0.5687954864407958,7.293327653116527,1.5168484545892587,5.969294794968734,8.866258547756598,0.5955312128045898,1.8314344298547498,0.8303851733974866,-2.9516506984218838,-1.7376715023104028,1.4285180517401246,-0.02306238359085049,-3.2477341378325217,-6.239232037992132,1.0635244982928411,-0.2715838702158623,2.293659552458019,-3.35754416355498,-5.012898756439239,0.7811921422249302,-5.561419259085701,-0.9275581105473165,-2.333693177651882,2.6047586979666524,-1.29473305268732,2.4667413635937443,-2.0709445666798376,-0.15519534741996405,-0.06378834959650725,-2.371512925422076,1.223611220901641,-1.4312879562347582,-3.4185327661008182,-1.219684520184572,1.5558306320233144,0.8786760520644904,0.5104979340083343,-0.7016734862678028,0.9241663080573493,0.25430041928236563,0.44003228572310554,-0.4256671165828731,1.0852256817084347,-1.0996487188492425,-0.4646515788219799,-1.227930650775671,-0.19268012528551562,1.3945679166444327"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 2/r_301_100.jpg,Apple Red 2,"-5.71979961864754,1.3997906542060936,-1.5391450538013565,5.553331291506555,2.764250937413646,6.7107331899139115,11.37512738323338,5.108270235999549,0.26035146929943653,6.393224045144513,-3.715899466144553,3.8669506037320422,-0.8279957431446467,1.3018916978642807,-3.6553305314670776,-1.0070304466379654,-0.5139739187768646,-2.0077129000098033,1.8775878151810208,-2.3718532545769713,-3.7484336496975907,1.962263268604636,-6.122635495937194,-3.3420199197042235,-0.881382338089038,1.394195216326769,-2.371353614159664,0.8065348959310198,-0.039909493549909414,0.1187202210722267,0.7186189534517452,-1.4579010551535116,1.6954101403601651,-1.2249241290174373,-1.1836268064836135,-1.2057802677696043,-0.32120998640621456,1.9446380966875467,1.2988728877372442,-0.8906413908437913,2.1519219158053797,-0.29902016467112674,-0.8633210649881973,-1.2019027607840782,0.9857955902210856,-1.7070731299160093,-1.0405722718308394,-2.0689814147035768,-1.6586066341562535,2.1714659701045873"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/r_124_100.jpg,Apple Red Delicious,"-10.046490003557556,-2.8143110167948375,3.3849773102070744,-0.8165353353073698,-1.6468574451666054,5.620517229241488,5.790141664299824,3.6490671466946423,-1.9270382973971127,4.82370680301672,-4.614183565438493,-0.0264803358810453,1.450799539058622,-0.8820695718219542,-0.6217025611422952,-0.35164296690511376,2.898048982379699,0.30765259538983686,-0.8594194493559417,-1.1563350909661538,-2.262653046873308,1.3206462645231305,-4.633602479791608,-2.143858051647866,-2.2057089955933025,1.6359360641334502,-2.0272165592742146,2.458162066040025,-1.0854060665069074,-0.23586761834469783,-0.5587490944462106,-0.7660933624553807,-0.2745547879132296,-3.392652438838903,-0.6209392237030653,-1.0153564372362416,1.6756289960155675,0.690304357060795,0.8227466573099085,-0.7972329572085314,1.49816016317906,-0.011214958064002448,0.34329561572279294,-0.5760513937838665,0.41777726606776444,-0.007950020941501407,-0.982269036106135,-0.4765420507414235,-1.384315248446337,1.22062518270727"
