path,label,pca_features_string
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/r_189_100.jpg,Apple Golden 1,"3.6441632556779697,3.8585455776580195,-3.1975137009290044,-5.923736151968783,0.9247237868212472,1.7371353375097267,4.787793565805605,1.9984545002824214,-1.9526249132477063,4.860176900510839,-6.022570986261725,1.9377773496998714,-2.6788956195636575,1.9734749390038444,-3.121449236530745,-2.421964758248217,3.051102528668264,-0.9281224690196018,2.480358630738961,-4.10190328023568,-0.8447057904631475,1.0701430712111917,-5.3383623835592795,-0.5307447573450105,1.2455971042567147,1.7307942811141015,-2.261755283755379,0.9043708123456781,-2.6585233773667416,0.10002231942975942,0.6407130637728923,0.05970827002030443,0.25689103470431107,0.25092484500830503,-4.404026008653016,-1.2415528944321117,0.31810382575437796,1.2209165240934778,2.1833484435126187,-0.8835892486992857,1.3198553343105597,-0.5539727261771192,0.45722964730604976,-1.0162142812703294,0.07607161075975204,0.10921344626742958,1.4853667952600136,-0.7846699218209453,0.17222255970699313,1.4683553627104997"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/r_191_100.jpg,Apple Golden 1,"2.9947945902944872,3.2187164319734474,-3.865807626865615,-5.908195230118645,1.1327291413741696,1.0347050374310411,3.8445258976698895,2.737229134628333,-1.7404485164600445,5.641531786763465,-6.1016050174614405,1.376289402126316,-1.571411320031461,1.7560671249649455,-2.3072482536374816,-2.4212489244230992,2.8376324153960706,-0.805519088445766,2.6359917939110376,-4.067059404231486,-1.4812343819063891,0.5902373626112472,-5.208515984980076,-1.218592090085705,1.6603184597509753,1.835531191755417,-2.900820152633424,0.5906714723590545,-2.5888795305743764,0.06970795947617914,0.45588045806366867,-0.17554807678195483,0.2743856957858447,0.33597014684980436,-4.437941515646887,-1.0447205011824299,0.6560558474919025,1.7159531650778703,2.095989823930492,-1.5660225750834558,1.9298861038883086,-1.123930967747809,0.6771910969931129,-0.2819604814465607,-0.42628522258635265,-0.2693846992979491,1.214429716193467,-0.9183547510299866,-1.0516425420571436,0.9517779993980782"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/r_177_100.jpg,Apple Golden 1,"4.064670969416699,7.224825255382644,-0.2959694173590826,-2.4150648682475464,1.0745811264267715,2.6925436154314077,4.215647671932977,1.8832157872039992,-2.3139601439827158,5.1073464478869495,-7.511240666498318,4.641412512545901,-1.4757714712214631,2.5249157138299756,-3.3068858863606834,-1.458236714009889,4.217212975929794,-0.4064519923126376,3.650667095297726,-3.965277343077464,-1.144586791086209,0.8626821909718206,-5.815924771033868,-1.0938729274562775,-1.0003393651836243,0.7904595805123789,-1.421888621878051,0.8899745705402031,-3.118512837891061,-1.2053217016482645,0.7476680894446865,-0.5142208437362278,0.7412993932479571,0.21545168631568598,-3.652885269916197,-1.7122419956850914,0.6612506949223611,0.7864299730445943,2.9989890650461195,0.12792757140469335,1.6073714827660812,-0.11869362320409034,-0.3237390863601554,-0.9188876590890604,0.8154909915517939,-0.7206789978110631,0.49583377875604506,-1.9360047253362311,-0.35348866978194643,1.5064363421419633"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/r_127_100.jpg,Apple Golden 1,"4.597292783546903,4.813601863518201,-2.0487256664648785,-1.1216323270922268,1.9166361964486638,0.3032665191537395,2.429165957553333,2.271322715209261,-1.0665183057969876,4.757976209625492,-4.273906448253494,2.9201240587387747,-1.2578599922911513,0.6603988805045212,-2.7282571183895,-1.0766940124954163,3.638693047505968,-0.5540257337709615,2.2997571390644467,-3.0310395579083353,-3.164773196178084,-0.17885581604553,-5.68768305586625,-0.22022571054151233,-2.0782087680151724,1.8762412887677848,-0.9432091561721967,1.120004428583153,-1.4843149908502218,-0.24008821541299877,0.12004351366129949,-1.808872785576068,0.8080714973098782,-0.7941600458834314,-1.797949625451638,-2.6922236163031408,0.6965449679834572,2.051302378106909,1.4925062166707934,1.0700792303079063,2.9253169488926973,0.2989904188628635,-0.49784562723413706,-1.455746278688406,0.15825133532160174,-0.5549591896174063,-0.7626961167224353,-1.3613147219466748,0.1248393855141439,1.035789850682101"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/r_179_100.jpg,Apple Golden 1,"3.750717605792817,5.731673985066667,-1.7504064774323567,-2.9993693662452863,1.5217893668600329,2.1145607990745945,3.468699119656682,1.7009890443628883,-1.1735461948029842,5.038114341141645,-7.36958551687726,3.432953964840895,-1.2622796160648275,2.487269695153996,-3.046850648231757,-1.3415465670324127,3.5579782169355387,-0.5879320217839742,2.7897118962731224,-3.9985496786077817,-1.2238646155458552,1.1461787775388035,-5.832358766595716,-1.225179359541432,-0.25005494151028484,1.4583227580366225,-2.4687296877619307,0.8557359669248868,-2.8922996230909006,-0.4930211788309098,0.08823544373527281,-0.6416950498042837,0.4099550467654413,0.5756094273225406,-3.94155549095167,-1.617290731584824,0.27457922820572456,0.8545480863551544,2.5972581253351987,-0.29997824115954413,2.034222075527992,-0.43111892373950456,-0.0014776621666977821,-0.5521717409376358,0.3624283732403638,-0.7446781015958118,0.5787771211296756,-2.1026562286516493,-1.0198150797261907,1.3833746417351882"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/r_201_100.jpg,Apple Golden 1,"2.515435892892531,3.4819157328915384,-3.98980232531717,-7.187809937528228,1.1405940726089234,0.14834597591082635,2.7579551301162804,2.7381006107541177,-1.6335604489803899,4.703155871536514,-5.652767508770309,1.588449945504725,0.13927185680933202,0.6469366563512008,-2.325897642450029,-2.551378239352788,2.102817156403314,-1.2692921786141156,1.3529701361325794,-3.7759159142297465,-1.4795313829669754,0.3440615459056281,-4.369615516086616,-1.1588146016251493,1.5907223740127963,1.1741709042507391,-3.5187189215748864,0.43559791209396653,-2.0088308294238653,0.43490102123697666,0.393900199065049,-0.316947638937429,0.01988747551261069,0.6099101847799924,-4.11630329167761,-0.784231929845615,0.9835734971904158,2.5322169383304356,1.7370067181672757,-1.480559114695498,2.228953890405323,-0.9090708158327906,1.22974459625817,-0.1345391603109087,-1.0443606432435566,-0.3094130608147005,0.7971473020876043,-0.5738431416236823,-1.5782136840879837,0.24977897984947114"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/r_167_100.jpg,Apple Golden 1,"3.337545872094961,7.404205249145031,0.33056642052130947,0.7422566909956495,2.013957713293894,3.2381611398207215,1.5508391156275305,0.817227739478434,-2.4043093416701264,1.8603722968238048,-5.717937189907573,6.223940591746583,0.6270080800094276,0.8895761849412782,-2.8242721242456397,-0.32987294085131075,4.659400999385787,-0.579978425488839,3.1350438488340484,-2.389422113955291,-1.7224389817008714,0.44497793482943504,-4.023099148694613,-0.1420375911694927,-1.6953445718997842,1.0038695643805495,-0.8628265961300557,1.8956424981254378,-2.76441116842488,-1.8457254056003205,1.7204647989018986,0.22095764114083152,1.5487086507356203,-0.4303673739490469,-2.120477224481592,-2.9401096930154016,0.24477089960770793,-0.2779108686323875,2.6143043604495744,0.796899320406289,2.45425820392766,0.9374146252343776,0.6270795286086536,-1.3307602177022972,0.05034080747262573,-0.8591485843421048,-1.8518438128665602,-0.8237222618890008,-1.2419419833730452,1.2101206204449546"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/r_165_100.jpg,Apple Golden 1,"2.7657052379895584,7.9644816557649,-0.41132053134416524,1.0352841134211,1.5289007468057574,3.2121860654587535,1.3648436250897757,1.3678164047755357,-3.0061134381771457,1.9778747458794521,-5.165222507987716,6.486411541930724,0.1232540175712244,1.170893564875773,-2.7733432299189684,-0.5480673330030047,5.16738721053614,-0.44709500870533375,3.1482288651963737,-2.3645578861561973,-1.8052771365573999,0.7325642316076304,-3.9389712325578228,1.3562616499787024,-1.7675242644996796,0.7903508533077854,-0.3331476210045882,0.9266219399989089,-3.1067979652480213,-2.2089921513655857,1.73143810454529,0.4436349508678969,1.0348354825385717,-0.7132259068026036,-1.5920958252205004,-2.1538729944875823,0.43220919257528945,-0.6854986737758795,2.7428230758185417,0.9505714404389926,2.660664071938573,1.0142373827462698,0.7013746823632317,-1.1065319753161913,0.0989900117678624,-0.4835036441128467,-1.4888463769342808,-0.8098556042542355,-1.4676583305557076,1.2073775056065355"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/r_193_100.jpg,Apple Golden 1,"3.8115915378642637,3.608461763917401,-4.410885641792676,-7.30139881271042,0.823697694641114,1.5063583573224961,4.320914635790667,2.2707730739550445,-1.722296709962291,6.242624603281474,-6.974337518993353,2.2669099398097257,-1.6880758055294849,1.3950024475806493,-2.411726350309721,-2.8930354401192733,3.2970971869930366,-0.6156730790628141,1.6458640312495294,-4.041765959320753,-1.48553069653214,0.6452710015936863,-5.284429932319877,-1.09193851740182,1.3227432450984262,1.8062113865483704,-2.7531886436598265,0.39362994397927786,-2.497574608945915,0.436308908764156,0.34956947140357764,-0.12425008114791791,0.73926559721886,0.0010728393169942422,-4.3754478323327595,-0.7726865923839283,0.533575537038167,1.6013413409882042,2.0695204498480506,-1.5513407034019335,1.802824763287987,-1.5224397320443255,0.32906027499660967,-0.1763023117345672,-0.24294253900839088,-0.3913281867129423,0.6705223774795569,-0.8394793861102022,-1.3156616105374566,0.708014906884435"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/r_155_100.jpg,Apple Golden 1,"3.3626394544386105,7.8258666397654295,0.013432172048996957,1.4438084032377643,1.412957585433886,2.547585868899891,1.4035979365329914,1.4472409119603904,-1.4394304876584618,1.6518482578202107,-5.05831592641448,5.237879720022398,0.0672984269883802,1.3918637756670078,-2.538647100558208,0.43570440111983916,4.930577994943909,-0.4852493221706152,3.067852037589156,-3.290767064221413,-2.9847707612873497,0.347530517818299,-4.642543544061598,1.0265371373979748,-2.327287598069559,0.405343764150127,-0.2454965495644861,1.7242864393631117,-2.796314616791435,-2.5988391995868656,2.07630257584071,-0.39126766546413694,1.604707275415867,-0.46474543024709497,-1.214659872906027,-2.0480903723643773,0.8524535516081827,0.5448099106881458,2.2694481664836257,1.5328607447244136,2.514413303084435,0.9517110685588996,1.115612061151998,-1.2990828028013774,-0.010622565880105078,-0.36182180507706996,-1.3522937617476622,-1.226442671170145,-0.7243891824169526,1.3250015912035484"
