path,label,pca_features_string
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 3/31_100.jpg,Apple Red 3,"-7.2739000468623916,-3.926421298769444,-7.902587887743957,-3.1024239211131683,10.530090935633254,9.151923605770799,4.4105498949960396,3.862689570080559,0.9392336817521023,3.667270072104185,-4.50262380534879,2.063212933459714,0.9173873993789701,1.5585010126966445,-1.6710198586048064,-4.203727539581428,4.3500851971891725,0.9543203963950736,0.4651861918053657,-2.3522679051585076,-3.9512113327491116,0.48242560560766423,-5.491667610409434,-2.1524699693608356,0.12209419316184413,0.9793785817124991,-0.4437977161515755,2.8063295868128644,-1.1480909778584165,-1.2182032393631153,1.2524462617155472,-2.3299706147656254,1.1575790551633025,-2.0655790705691786,-1.6953249871161646,-2.299497983386551,1.386507779373928,1.405620758056467,1.7189673734630313,1.0382794653773497,1.9954236113484225,0.05303442228747294,-0.9006982090855882,-0.3782131984899731,0.16675011089506492,-0.2851361327843194,-0.3909061328980496,-1.7841981908029385,-0.9202905600572233,1.947815282614837"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/r_320_100.jpg,Apple Braeburn,"-11.921131748331963,2.363896957407813,0.13774089654970526,5.919012848428402,-0.2797405589239095,8.580094883849656,8.77935610531143,5.668091066374568,1.0384958740259236,3.557852007835715,-5.589629764695311,-0.9651883392042386,0.2935710640031556,1.9383206979763103,-2.9309559398644645,-6.451484009080745,1.4293012688559847,-0.23609297128745613,0.9579618809269461,-3.2896548505419734,-7.416037334613512,0.7857714696122189,-4.061614591789893,-2.042635686261786,0.3174631353262115,0.3897374153646284,-0.8474702967816418,0.4930571881630571,0.294774114832688,-0.3655806703400212,1.9888718396808953,-0.8111721518377154,1.8787355090180833,-0.5097528409403898,-2.7228806131623204,-2.772555818545115,0.4874275902622001,1.1600961368380989,0.7463969095834545,-0.22752341971646783,0.6863613621619508,0.6198016004652687,-0.3747348741287299,-0.24520101109053036,1.142801785854445,-0.5910486394776483,-2.38110296606682,-2.656628539229285,-1.80303722143188,2.686348980567686"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/246_100.jpg,Apple Golden 1,"5.494624158151602,1.7098876275372528,-2.368706213164114,-2.9377106783124174,0.7213402836088675,0.3798520956176623,6.385214844045336,3.7952563498849967,-1.8238465307394833,5.848365909637058,-3.82393029473793,1.3825881312874575,-2.425150900917527,-0.46010532839431834,-2.194500571121995,-2.997058069970821,0.6572616831941122,0.07427218190880794,1.2961028645810762,-1.1331404499611082,-5.09127893440061,1.9774471192814724,-4.471977575731171,0.6116969560842885,-0.4708561904420813,2.272146042552428,-1.2073667239929153,1.108999604730148,-2.579455772343746,-1.3574915135893193,1.258649491694404,-0.5039402278334749,1.8938125783020798,-2.664829086920849,-0.760076642564218,-0.6779306902875618,2.5002673432919997,-0.08628945798222012,0.20574153539941767,0.7434805741998158,-0.12368344211477236,0.8190316395764126,-0.23956872564363643,-0.6522407008736643,0.4381804488935181,-0.9202771500425924,-1.5531664151496678,-1.9212060690947939,-0.07957403913146602,0.21474737165667937"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/r_170_100.jpg,Apple Braeburn,"-7.760467868241751,5.256201944738085,2.9289058524755895,3.528838307325395,0.42180592932405847,5.920134132042031,6.691851943339857,4.552113099206357,-2.4469559829392384,3.9735951433431342,-7.772259114221853,2.5523407138928715,3.87026763506927,2.835541043433703,-0.8087556180421017,-2.022020798702136,3.5165287086711574,3.574341515992983,0.05428488846629884,-1.3659813471797289,-7.296727684888074,-0.53750742480964,-4.736440912745429,-1.4789869421129886,2.554519144443115,0.20772176125669722,-2.5726265851426158,-0.14414074781627503,0.9167647220044202,-1.9513998564488713,2.1708736528063604,-1.9097318336622329,0.9610361210330542,-0.8523669830718456,0.5402000076916589,-1.780006442973466,1.145431722622301,0.218210778968536,0.8866769351611437,1.0824524050748343,0.9828161741059933,1.6615895778751786,-0.13984237657552304,-1.0480144013378563,-1.132766252894415,0.04189777662667794,-0.6493076463052863,-0.7124979073160919,-1.1507917591100758,0.4348064671640878"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/34_100.jpg,Apple Golden 1,"5.015739787584671,2.0415018474297177,-4.733527437953376,-3.169317016762371,2.7873040549410133,0.7105371260305458,4.601582398062604,-0.10865410251648626,-0.9865125523397059,6.387518863275298,-4.450712145948912,1.171292481867925,-0.161546612428717,2.511449629642827,-2.0692714820473523,-2.3396749144337736,2.124869333235734,0.7257358856282119,3.2319232717501034,-4.597189905406748,-5.608299087691839,1.1746685157975896,-4.814228107948627,-0.7825856238835661,-1.5709233896273438,1.8958110116415219,-2.2143746245395413,0.8622172389387665,-1.1302054946387927,1.793745524022975,2.1022735036577713,-2.0992456357498623,1.9659557987241616,-3.09474451704311,-1.7411808194471534,-2.82450193603836,-0.8317848369305983,1.6925060335379578,0.2681125589783303,0.012267820045062348,1.0554663273520388,0.16281691500667259,-0.22028623112662538,-2.559652849435336,0.6958231900092031,-2.6124298832862607,-1.8297919169525845,0.3632401798340912,-1.2304726076958536,0.17478698922647679"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 1/31_100.jpg,Apple Red Yellow 1,"-8.586259288430863,1.8540104268280202,-4.572508476746253,-4.285288261815881,0.9434380731693369,4.918818876988139,12.080882807415879,6.1203127705506235,2.0641886668337617,-0.21919817654824253,-5.169013884791689,2.361114906134527,-3.7151300750397516,3.127681864855837,-2.263752183409132,-2.774183141997418,1.8533123941890606,-0.5355539318689124,2.3284243483216085,-1.5554424151825599,-4.483818275772037,0.8020327647149466,-7.0928482367472485,1.628205074740558,0.048443578691208466,3.2293418845871495,-1.6640057591866646,5.159411642515719,-0.6525436598967631,-1.145859047841543,2.978246943226646,-1.2988512354467154,0.3442865839070622,-2.4704675310674356,-2.168337397011816,-3.2292804458381137,-0.0024882017415489856,-0.9163115913387785,1.4991716319096846,-0.7894697658362716,2.3539396150575183,1.6695176525644015,-1.0772415984895407,-1.2548262166837039,-0.016265572489033906,0.2938559762978905,-2.0420684168313508,-1.9796373263509275,-2.0383091762962553,1.2446698184514864"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/r_28_100.jpg,Apple Braeburn,"-12.394654931691424,-0.2608222485907404,-2.982719997016429,4.873055392941093,1.555184106998743,8.140967886418498,7.272486099771537,4.908640906646281,1.3523442753885297,5.9406147825293765,-6.589389788574172,1.3463386052939865,-1.1401499089229796,-0.01322961817836624,-1.6289492584660135,-4.279918389562181,1.6087933818588247,0.5652560085585325,-1.3610223235883454,-2.1826002395722317,-4.470747813367058,0.003287578477446206,-5.168955833680811,-0.8819864265191084,0.38678084615552444,0.4801279801042836,-1.0875917631402885,0.3770788129461572,-2.1362051056746783,0.8408075255763038,1.1817731711388393,-1.2804856972548342,1.7335853735401932,-0.770652817537991,-1.3562200122441406,-2.747479969610845,0.19678701682608735,1.522718014673129,1.8368682461848662,0.4265343301674907,0.8183286397188563,0.5144006886535479,-0.3708598862424769,-0.010151169137824068,-0.4264352963406151,-0.9315127115934717,-1.2877760129178195,-2.729928110273969,-0.377221909944478,2.7269008026289185"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/r_257_100.jpg,Apple Golden 1,"5.376192966548999,2.7655980060198164,-1.7340479465232028,-3.795170752778109,-0.1945938055512364,2.643488143093315,8.137603218806165,4.7245803181000525,1.1323878909557747,9.568254040983216,-7.038378022570901,3.373552705228306,-1.1500096670634847,1.7961979171531857,-3.6243113088047827,-5.0306462183250495,3.8618642537305496,1.6083781273028241,1.6537058990754419,-3.8753146544152446,-2.920583027944979,-1.3502275638296661,-4.929728729851037,-2.617144302960115,-0.4655476048049577,1.3552277938973163,-3.083987250767564,2.769679086197651,-2.774161543048973,2.0002587288604263,1.9853545290564143,-2.078878616557332,2.7563061387006167,-2.1988767041915622,-2.284491810810721,-0.22803676466078626,0.41238234366133614,0.5143300841922742,2.0160855046859205,-0.5188581091259398,4.002713361192856,0.6262075696862784,0.681802639284187,-1.161699526749917,-1.0686789921346287,-1.5973549543221028,-1.453391215654874,-1.4183737990559613,0.07614030949025695,-1.1758958097458363"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/r_261_100.jpg,Apple Golden 1,"5.90841999778071,3.279487501227025,-2.145108043717127,-1.9560277786983682,0.3925618891622689,2.421770862711053,7.237956825041212,4.748926194889941,2.381258983214409,8.688072197306346,-7.480882441943198,2.9910583845319567,-1.7632211438102954,0.4225849486474187,-2.9405614107394125,-3.848992756579708,3.1688092630382587,1.7834530531431925,1.0129095340291934,-2.6012356580509626,-3.1475703659740044,-0.29838771010783854,-6.19241889994382,-2.4837032920009086,-0.9164746288613022,0.30553855424675774,-2.3434804225800616,2.1362179197723274,-1.7475277269055438,2.1322793923641683,1.7538898130947083,-3.2798235033629584,2.591615587644946,-2.5272128539185896,-2.4616293323857774,-0.29824339280703827,2.040998051437276,1.3983378305555636,1.9381870903900207,-0.45148717045972414,3.6805937112229192,0.6368960258634231,0.38765156181843347,-0.7661665503075187,-0.8485598184080326,-1.0434669904384786,-1.5103784333275634,-1.6227987637564096,-0.05744220316417441,-0.4342533777499434"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 1/r_15_100.jpg,Apple Red 1,"-4.452309941054701,5.003599718564781,-3.917920037531709,-2.6381519990070292,3.1044593516463244,6.567256592393135,7.7732734660552385,1.6838291766365816,2.34940036835709,2.0772663199283197,-5.048523195622723,4.285332355069753,-0.71984556222471,1.124984022021491,-0.6925239610855244,-2.982120788355575,2.3736471019733343,-1.5290578160123702,2.1023554467945873,-2.083036122009955,-1.7024095684510514,0.08781232937203301,-4.588240529259115,0.27810693699056604,-0.525167506120048,2.400814693188953,-1.0911280731257624,-1.3893036158234544,-0.7984528534846953,1.1840081174136614,0.5654597366017828,-0.724820434584925,0.7121002376707186,-2.216394977662453,1.331283449351725,-2.6723770945593657,1.107617463404995,1.7666048524588662,2.079576407043048,1.2578586322555079,0.613152438106337,-0.5701634805790756,-0.11810895292634367,0.5201680009078895,-0.3759370603851378,0.09274272538357234,-1.35589584314701,-2.0967530651572717,0.1568786341713625,0.015412639603869576"
