path,label,pca_features_string
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 1/r_119_100.jpg,Apple Red Yellow 1,"-0.3279713048468129,2.676715148022322,-2.6994134539202976,-6.6240581604405,1.6867295542969685,3.750896377016038,10.277718698646238,5.963854904494862,-2.184102666399591,2.3491287577289883,-1.7504373743063233,2.6643052028903584,-0.6320432418453826,-0.11080891336540974,-3.7234228917489682,-3.4172467004731097,1.2015023378812903,1.8272948057043927,1.21854936056541,1.4004740536634555,-1.8722296421915143,-0.4663664958809171,-2.99374625711917,-0.3938888811831321,1.3143866508525903,3.024789812240794,-0.46663713042750493,1.67553197224814,-2.3764106095989996,-1.995421403152928,1.9454240776674803,-2.209380887139095,1.499021716576,-1.5405264711248696,-2.082830630120404,-2.137334668711498,-1.237325976325922,0.6689210417152832,1.5839845940077828,-0.9071437566621744,0.9594707537002569,-0.07672945730530356,-0.35944539303720724,-1.9293669271831615,1.6928143485967782,-1.3280739334391938,-0.3624099076694731,-4.418648461816916,0.14262848341445764,1.316966116596512"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/255_100.jpg,Apple Golden 1,"6.018910881928054,1.2530587629732037,-2.854997031974172,-3.6003209281066546,0.11526918069634381,0.49867111610293974,6.312497929095261,4.23730812289367,-1.3320386864774674,6.8031442696431546,-3.6370727910184497,1.7895703916531462,-2.929337119442701,-0.12087946285958194,-2.5370819525627817,-4.2447195030873095,2.0487509926242464,-0.14831263028444183,1.3927587305794702,-2.086400611228917,-4.977208243082101,2.727333890051627,-4.513734540239931,0.3889756747032961,-0.7719541094915386,2.962848130337994,-0.6780876549822923,1.2017818230071942,-2.5900360706416627,-1.8035223223821073,0.8995455729484677,-0.25462151038755565,1.6750467925018808,-1.9270408042717289,-0.05168341818232303,-0.9564098404721008,1.5828580744100382,-0.8236738840485486,0.051964324146202064,0.5503616242255847,-0.18349317641477392,0.38072291288912097,-0.860344959584538,-0.035612985747220015,0.9174905960352754,0.23172437805386586,-1.3822859120573772,-1.7810225460127707,0.11562602302010501,0.31019386264265203"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/r_28_100.jpg,Apple Golden 1,"5.9996614090059985,1.5541654078952578,-3.783047738352134,1.2441886089431573,1.1280155768643423,3.6681161750710953,7.795330061164406,5.091594290947674,4.551133911805724,8.06357984880334,-6.904383352873181,1.4222069943714024,-4.248157386180066,1.672356316804263,-3.1652534077272265,-4.831632498254414,4.8590352451118015,1.887923818197631,-1.3157044905289557,-3.716417176488821,-3.462999519951191,-0.8532071392914334,-6.872805406675624,-2.2603846108330274,-0.8807308788958235,1.7694309196489009,-0.6073673556409894,1.2226195664950963,-0.5625416914527249,1.4582487866031724,0.8941602393276439,-4.269980528492059,1.639336450827625,-2.84899625596326,0.19166581687190404,-1.1982514067754784,0.3869805554814771,0.7067827244643936,1.3348276414541522,0.17388833400205111,2.0063691892197593,-0.09894502538339221,0.4246806677318326,-0.4053573529808793,1.2561057945344933,-1.1876659023718457,-1.0798713175529389,-2.585622411093791,0.2587440225105648,0.4757755601958706"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 3/130_100.jpg,Apple Red 3,"-3.7342392693894073,-2.9854654344505183,-4.24245568503856,-3.401588978647209,11.853113090516368,8.989988795696219,4.524150176104932,-0.4583509582806942,2.121668100557991,3.8710477271473396,-7.445260190111808,4.351377292625698,0.11168022460441382,2.079982572645034,-2.407019879836359,-2.94955106947215,2.9100048956142532,1.0475187087305096,0.5258466364270383,-0.3364184492725578,-3.670285748859964,1.4337118323342226,-6.147900738991983,-2.762689143095965,-0.23324897615750403,1.289085517772196,-2.0659201850747357,0.9068884463378768,-1.0373706896634651,-1.2743562268133113,1.0674595189674123,-1.7898754346402663,1.6994304230421569,-3.5323774010396676,-1.823854672051164,-1.7646023624529532,-0.5394007415183057,0.6243543476894939,0.9580720676555208,1.7848627673289796,1.206002731601878,-0.044570272771469674,0.4153819334612619,-1.9427477378989912,0.8194761331492939,-2.4076031642915616,-0.9398224303239334,-1.9539247055488644,-1.2863637332751936,0.9523064505516706"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 3/r_208_100.jpg,Apple Red 3,"0.7076265157838374,5.7382499749582,-3.696829647770852,2.232421432202649,6.896096526442368,9.573705681934404,5.428823036446935,-1.2111642953949067,-1.713858462564157,3.0731106565780504,-3.8053269381383052,6.338503556053463,-0.5434601433646487,0.3277801534279856,-4.408168633308776,-4.003287664547251,1.6490932708153023,0.19276661688858163,1.0995269979151872,-1.2399549726973902,-4.6740847195666,1.0136545740100604,-3.7105900742185267,0.458483259608953,-2.9035776469616135,2.2099500193985455,-4.148667537027962,0.9830990880805927,-0.30732977252907495,-0.7784424802005384,2.6448455124952743,-0.9106649562801952,0.7478025371675237,-3.030045878304104,0.5945878539032865,-2.598654999219075,1.7054051802245418,1.3410330509812969,-0.23138792468891586,0.05250068722269408,1.7900610033386297,0.26215538761292295,0.7820785412235842,-0.24319362074188697,0.05625083148817791,-0.7653754020386875,-2.004721425238468,-1.6084759640773625,-1.0663153250023962,1.2068555617795425"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Pink Lady/r_13_100.jpg,Apple Pink Lady,"-3.3864115703569135,5.138227900712848,-1.7056599518183888,6.6416564136680725,4.591387491267916,6.1102542242460105,7.5107837991416755,-1.473131941814071,0.3229779671884972,4.748696120525487,-3.1883720840826455,4.9857317605149385,1.1767271705082496,1.9300094719563254,-1.3309555374204742,-1.793025891371724,2.4624165051425653,1.5756115358623128,1.1581314198390138,-1.0313979566916007,-3.580877533859454,2.741141972614886,-4.50474512417315,0.5828544814131694,1.191530399488096,4.740460819545309,-1.4908583716007768,-0.32627097986014575,-0.61380085191785,0.285787038853555,-0.44499149946867317,-1.5224129997911522,1.2041005288832372,-2.7084578804541466,-1.8112300056364412,-0.678294641875412,-0.07395643809155986,0.31664639832404234,0.000967191892563193,0.1463740696901279,2.042323980761937,-0.6157580796740842,0.1904722669812628,-0.36977104372588004,0.20868852531211615,-1.8739961001630032,-0.4480635514849971,-0.6646390003469168,-1.1617569746773806,1.0944573824695032"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 3/210_100.jpg,Apple Red 3,"-3.859563446723035,-2.950384320563149,-7.258638362716839,-5.067252506158518,9.20804603113578,8.281941820416833,5.344319600301004,0.7371706561566306,2.1266089243744455,3.3030068646623163,-3.023050041034757,2.3163116709571696,1.577864117786808,1.2874773425011792,-1.5459048333509156,-2.543775597218042,3.3645333947658034,-0.2951801451119799,2.1831802528309754,-2.5890077071550737,-3.869896425350884,0.3786291472008732,-4.451523443261017,-1.4161168763604752,0.6368586928843979,2.968255785775684,-0.751145242188215,1.943667875372131,-0.5264448392389586,-0.41358867837950997,1.1017148316665522,-2.845503953563505,1.2096584513720792,-2.6437260664388202,-1.4337145197971906,-1.5197349761884331,0.8484023380211932,1.916374201545698,0.778767422463283,1.0666780505578564,-0.1616113109085842,0.6739520804796445,0.7877731119873718,0.2421487590288853,0.3968895433004728,-1.285785621241576,-1.5848582148837187,-1.2096873921817703,0.14675260745297458,1.3432847593448742"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 3/r_115_100.jpg,Apple Red 3,"-3.1064395797950985,-1.2546519482524356,-6.987019054170496,-5.954232167060207,11.09437387518982,7.467450885054902,5.341368393378297,-0.22049984543473844,-0.10464830333879742,2.5632219124451594,-5.883300204354912,0.9337370036225577,0.04351418414632223,2.5448889749868253,-2.0531706206694103,-2.504524438610623,2.9959950294842477,-1.1258393651399685,-1.5521964208467267,-3.91112145865265,-2.432660042698591,1.4416448221152751,-4.22694976512769,-3.9213828100582306,-1.3401756187826215,0.6633453848721961,-0.684588917997327,4.307497541407447,-0.7811197777601595,-1.3069732443141893,1.8788541994460968,-1.6768922956187013,2.6261237048900234,-1.3386735795159665,0.3131934354255244,-2.0574551752735633,-0.15598742317029587,0.8984188884342543,0.06908460585877578,0.9952493420449203,1.385883862345174,-0.3014680163153752,0.36820813898972987,-0.9691101895398915,0.17270657813038073,1.1177071928690052,-0.3392976679290576,-2.8820952562971915,-2.8594809453662573,2.2462488913933116"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/r_108_100.jpg,Apple Braeburn,"-10.440440863943472,-0.9872321982251884,-0.5680101337116417,4.010340020309396,4.281588953537069,8.446332274632404,8.723667966951433,4.201357284495087,0.3042945970513906,8.153751027803406,-4.687091564150431,4.742289335687091,1.2094466249513545,0.5721861092545864,-1.1268658893700016,-2.19459193572536,1.7413321317506134,-0.1926234338287767,0.666392738647131,-1.9069877225433207,-2.8131691419322107,3.2732579953384793,-6.084442403350756,-0.5904931047508731,-0.292554020754711,3.382528300878107,-1.175116362522283,1.0038415605175923,-2.6231026037563767,1.4638325545984168,0.6106586417085208,-1.7040769422631226,0.3680807658572323,-2.4027623497508426,-1.006161580764916,-1.4682542811173107,2.074654620975588,-0.030267062875529823,0.9689178140033589,1.2875223838395748,1.6242836653782837,-0.3899188568851523,0.09976614900981737,-0.8643303693881828,-0.6583370013115194,-0.8053705804043944,-2.692760793293257,-1.9502381351839322,-0.15772239072754224,0.924585063674269"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/r_298_100.jpg,Apple Braeburn,"-11.685280613663867,1.1833334471573123,-0.7847958298056571,6.756725972153821,-0.2450496897105018,6.660084926946158,6.578255923270251,3.082907675139448,0.4361767585720797,4.21445576721231,-6.467702618016395,-1.7995790272729373,0.7241312486019128,0.19648643618635736,-2.8752834621506493,-4.641605260008388,0.9843888466070879,-0.6071400712745343,-1.0418233544562983,-2.7397700295414125,-5.193143374414166,0.5713322837842807,-4.017865513424131,-0.37678586253136404,0.9813377933306695,0.6289152896342942,-0.5849501524296554,1.6663191716127599,-1.6480931576591464,-0.44378574087513156,1.0093385964809738,-2.1362780583476324,1.4468239081523848,-1.3995132853917134,-3.4345755115760803,-2.879031669297967,0.8141475227138422,1.7000324735905203,1.2387652524048958,0.10580975053861462,1.1816888714522393,0.14394636748497217,-0.8907533674775493,-0.2996738305071612,0.6145560036636347,-1.3138330236508566,-2.172903186347512,-2.3175243844329643,-1.1363623010805168,2.0206348707278985"
