path,label,pca_features_string
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 1/r_206_100.jpg,Apple Red Yellow 1,"-0.8664205542829518,8.647177195798793,1.1024419293905139,-1.1113677161772664,-0.6641015495472711,6.6704422454201175,7.482606670333655,6.022405921662863,-1.2125177151769415,0.01100317523357527,-8.232269584489988,7.627935348878463,0.66685983540663,-1.7928686741742137,-3.729163425899095,0.3216345754177616,3.9592031738201428,-5.009241830796544,0.8051603733172799,-4.1711762638195475,-2.947502791630353,-1.2161177296685286,-6.863392867148936,-3.8445455948726006,0.36115578117475783,-0.06225636459568379,-0.034711369216325554,0.11437967772171875,-1.28804847109978,-0.1743173515931205,1.5960022878806301,0.16698026794975018,2.4687726923264073,-2.468449148787952,-0.9815346768513512,-2.468510028861019,0.09590551947710424,-0.45100780733507284,-0.43865963058753127,-0.852756205667234,-0.5753137883203586,0.694219836071702,-0.9175739668109336,-0.3313792838914926,-0.9257323909979656,-3.7928048001812122,-2.114768641344934,0.2578585378032245,-0.7961719545478579,1.0745417077420925"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/r_97_100.jpg,Apple Red Delicious,"-7.8526638853987505,3.6083387946653676,5.209414863266022,1.891609410746076,-1.2943696757369454,8.095675019515271,3.141911349626321,3.273299749034293,0.729068361099656,0.6728411312216861,-4.9421521638323265,0.43210738369794394,4.133513099031985,1.452458846362278,-0.4068160341033039,-2.354688538839725,3.4142034182405148,-0.12463169589969665,2.2362344643813095,-5.16655399702798,-5.691928602532002,0.908697858682774,-4.745528875135173,-2.7140278230385824,-0.06992304734568437,1.8247520194410927,-3.2965149876932953,1.893320792940527,-1.7717861833776913,-0.841226146971549,2.0585620022240083,-1.6828702450338118,1.51489031521284,-3.0713818568841242,-1.556089391482343,0.22408317506844286,-0.430144112977846,-0.4284268177761302,1.6850397347422374,-0.5461278062498434,0.5337160513047768,-0.7420836771031004,-1.4082021910434441,0.3541341861382497,0.6661023907723662,-1.3547034973932746,-0.5732483028932961,-2.920039607748222,-0.7282473558404923,0.4849832410759811"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/r_112_100.jpg,Apple Golden 1,"3.283630033792805,4.793390065707049,-2.3751264568087245,-3.826667606443437,2.4202940566203686,0.6937176309807396,3.6456688705844114,1.6365035981298175,-1.8150765792618329,4.93179240330948,-4.483661761661004,2.7066213097768697,0.45042654554904304,1.318780806940565,-2.573271968638339,-2.5660230203864565,3.3812700056592693,-1.0068327626738232,2.621121328557468,-2.911379990424946,-2.8362072024336844,-0.3356356746898558,-5.347165253407487,-1.1439438705121185,-1.88145547545593,1.427964559447592,-1.045465889671732,0.29150859125412126,-1.9284102031424617,0.5805119666082834,0.16034291030568287,-0.7313953455209445,0.3705719959520127,-0.4286482971335881,-1.023462570646958,-2.5776025097841777,0.8887119720993352,2.693631846813081,2.0964735116672157,0.3760472695291432,1.7646726908877264,-0.5273407436039239,-0.6167509766359104,-1.7809213840252112,0.8072851300106515,-0.6420386116555389,-0.5447504324956884,-0.9901402560942235,0.19492618978161233,1.5077816159449067"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/236_100.jpg,Apple Golden 1,"4.6004417492479925,1.5059479779618528,-3.0988372099895387,-4.182832614093187,0.3751789211501426,0.08884041470658524,5.093198113895388,3.2471193504223406,-2.719111423691895,5.531882583037534,-3.318487566370074,1.0093449660177456,-1.86093974964874,-0.3788369907243845,-2.3550066482017815,-4.047756505550265,0.6253947890082122,0.04234792094172881,0.9989093754359893,-1.092619138142574,-4.03145404757588,2.318745349016236,-4.086229977851564,0.8368933466464005,-0.07862692587104506,1.5436314015334154,-0.9841458007425593,0.9976556475417346,-2.3260860259498184,-1.1228699321991618,1.6137575234425485,-0.7691361657117884,1.7769968867992043,-2.361788583220399,-0.8518203693727472,-0.79701427906986,2.127197801562453,0.09596589312603573,0.9191572446701606,0.30222339847325486,0.31854281590117745,0.700003593664846,-0.7880445100760027,-1.2493783757634698,1.0225883784805327,-0.8223589558605024,-1.0002361208148605,-1.7172828104197857,-0.3813065041004932,0.1962835496179154"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/176_100.jpg,Apple Golden 1,"5.162901159268966,1.9359991771119807,-5.967532450191038,-7.052609575904595,2.1858965850533982,1.384811958651053,6.3490847743107315,3.575970352586455,-1.4127009790418437,6.580217881236483,-6.425532374691787,1.4881012143470687,-0.010575726312005165,0.5935181457228755,-4.424885552363016,-6.53536038345399,1.479597036653332,0.3735393297402085,0.4459639080305052,-3.5358899011321663,-4.174377664115992,2.776089640977027,-4.790862305391791,-0.1512615055243205,0.9895185069007261,2.173324866448894,-2.7404071718838385,0.6328079323114337,-2.0451070719660267,-1.238576674759677,1.7726280805605423,-3.185536532252984,0.8246158698918474,-0.9763520029505142,-2.22246570286437,-2.0601653629718055,-0.17937912147631724,3.2771224846504143,0.13469333628535818,0.26836677512971696,1.2523805708726994,0.6116401945792828,-0.4811563477917675,-0.6010697741886636,0.46830646137664306,-0.4772085079240472,-1.7660745608667905,-0.4713723121144619,-1.3682100243409996,0.5604310950959057"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/r_111_100.jpg,Apple Golden 1,"3.1520105517646804,4.188302295639367,-2.775971767432305,-4.087272031695909,2.361443501009715,0.6072088960406635,3.9040253309557404,1.5655306773021624,-1.4383983696792217,4.592651858356745,-4.140370063204512,2.7133105876417756,0.13588842868269277,1.5770136006253845,-2.484405970745565,-2.603788663489727,3.285537289280318,-1.2257635605393935,2.9183217121759983,-2.306609653504876,-2.382055828176836,-0.28929335101713477,-4.369690283256008,-0.7292721115898815,-1.765421972716635,1.2936244301498423,-1.2008446954362777,0.5684503715267845,-1.7880273548661334,0.4458244986447969,0.4285291205941877,-0.32304204410699333,0.6724921330174298,-0.5737737738301482,-0.9904711951775315,-2.686352145241885,1.0036370024057175,2.5417978712118674,2.220922087171625,0.19434728176311283,1.2415530868347533,-0.13219381696785257,-0.37381452885440863,-1.7530956184463005,0.6068904664771123,-0.8619245280591769,-0.8491616908842599,-1.2987926480486978,0.20618699072492552,1.532838337797428"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/195_100.jpg,Apple Golden 1,"4.785409958771294,2.136369090412614,-5.083015114846332,-6.556300545019878,0.1632189433211871,-0.012479938763441974,6.434694733801985,4.1976258721413915,-2.9425948072915102,4.982894763629897,-4.588321124487867,1.5223493217023911,-0.17793947645965313,0.9899690369444062,-3.504994793297911,-6.191754783405904,1.2097696540487402,-0.8695895633330856,-0.12583842215164645,-4.081077133366033,-3.3638539708563218,3.737851181292813,-4.3454237479850075,-0.1075341819992416,-0.0860074457978391,1.4273710370502615,-2.125932220421859,2.046169029304854,-1.5910992074682744,-0.5991398515238526,1.6157327043253986,-1.887997286934989,1.8197879225589004,-0.4846702842747421,-1.5611340086425478,-1.5135594898251308,0.22578382237726036,1.4581902985516657,0.7127526745122931,0.4518604678528619,0.6026271218573964,0.43141937478777387,0.7119403000015605,-0.8952561374465515,1.5703079406664402,-1.25126643171141,-1.1915475202728059,-1.5958937359595189,-1.7677295612541368,0.6567985261568018"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/155_100.jpg,Apple Golden 1,"5.531529121560617,0.42597696162255444,-5.565473032172074,-4.748079889074331,3.065086331506575,2.5061024909311835,5.932647278145169,4.144875007270487,-0.8224974835118901,5.816949783714669,-4.675871800642568,1.2036244254245154,-2.4906434501610595,1.3997376963378034,-2.6449351044588236,-5.1558000873848115,1.5744694036475257,0.08789110682765691,-0.04023269516023473,-2.6241956045228743,-4.586141650426628,2.7052015855561664,-4.412448116626249,-1.258161719655216,-0.08711745154956116,3.6098420678163476,-1.832720814055655,1.1038246058376462,-2.5785952606262477,-1.348549603938998,1.9959020481401328,-1.7909905086102622,2.7422740821601144,-1.1285647199128785,0.3524709258305617,-2.5486811457416274,0.3490805135290351,-0.4841778237139437,-0.4436281297271385,0.47211853374210067,0.7547576873112749,-0.15547077226406933,0.3069744500883049,1.0507399256600451,1.5032450386192457,-0.15008932488948762,-0.9511774091974374,-1.8601320939663597,-0.20006615859301194,-0.0477428249534515"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/225_100.jpg,Apple Golden 1,"4.4224569276792,0.5116469038870503,-4.458452375355385,-5.396118047012413,0.7440450258439796,-0.10107672444752387,5.013048758517605,4.200723133825477,-3.7597407317053646,4.752382610475067,-3.531790774730987,1.0327647898982315,-1.377157550758822,0.8258264107201557,-3.0470531890360357,-5.1964260373967734,0.5367306002061616,-0.3419445419435462,-0.5704063599650533,-2.0438088142527095,-3.620751102622984,3.95218959821605,-4.38705953016207,0.15582271443045548,0.8603795827330488,2.012921660703621,-1.9737168928359239,1.5807243776032023,-1.8123832792677355,-1.3246482296312547,2.5957135637589754,-1.6249254429966726,1.4076128545797013,-1.4838039381687824,-1.3757251369602863,-1.9267470310986383,1.4620614742681217,-0.3352430088880992,0.72568586463147,0.23662214185986355,1.1407192370993764,0.4180411832284692,-0.11184417044775669,-0.7799699391448821,0.9998493453735084,-0.9104636926204204,-1.5697637929988164,-1.7692253863301286,-1.30033970458222,0.7103347183445945"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/234_100.jpg,Apple Golden 1,"4.496866684247728,1.0099089702536912,-2.5499390613264916,-3.942013430252548,-0.28938034236721133,-1.4235431978564612,5.078040744816958,3.9018890558871857,-2.8991094752114845,5.448291275833548,-2.790699944615769,0.9978624248170715,-1.7046320287991075,-0.19853426666960636,-2.701862042521517,-4.084137981070286,0.28938619669000104,-0.04115871849636298,1.133470540891031,-1.1702045776278673,-4.0129968409326215,2.513715763228417,-4.238684228642197,0.5773290399565075,0.13364544150403107,1.606433000665957,-1.2928216776871482,1.4120972398503389,-2.0187855138522757,-1.1747802803825202,1.5741975100168133,-0.4516280958924021,1.5480783245659326,-2.199417737450953,-1.0206053990093276,-1.1212245746825782,2.2335776062323642,-0.18914524197150123,0.8244582525661551,-0.134234949675689,0.19884269670638818,0.9048364857410605,-0.09897532065450157,-0.9990823278913689,0.4648941146730117,-1.239056809303968,-1.4305493911734317,-2.024519235034811,-0.2408532828386928,0.23209222568236373"
