path,label,pca_features_string
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Granny Smith/192_100.jpg,Apple Granny Smith,"5.185880124467713,-7.3593394730041455,-3.036064698757208,3.130120100569398,1.673597425376429,7.542682679763047,4.6276690969333965,4.113681230228423,-2.063602953528307,1.1129440017987486,-4.8106491164680145,0.7635242563360736,-1.247690293870255,0.432202429703586,-1.7970085844845591,-1.1153564842400974,0.17477797780314097,0.5851579970481344,1.1347869582583243,-0.06770740454533579,-3.131580071662824,2.200281714373549,-7.045842285032996,-0.7296224291231775,0.7558186370055501,1.0967938233932808,-2.071248699360461,2.0489733190646855,-0.7376530091721759,1.6645904734466623,1.93250209333203,-0.47873262449175485,2.7176409433107995,-1.943364999496516,-1.1017011399615275,-1.3091940555681452,0.31928865855704447,1.5745842665984295,0.728820997863554,2.125551486519615,2.2941626010894915,-0.19396042113018122,0.8423493418053677,0.19717276232541914,-0.03133243181416339,-0.27029807714058324,-1.364500578191875,-0.6518832018239292,0.22925323692912633,0.43564110596184774"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Granny Smith/227_100.jpg,Apple Granny Smith,"5.224389844888839,-8.717028640258492,-3.4962138755198584,3.5188315601254905,2.9939405173555875,7.56960985975184,4.567490867342003,4.857026601971781,-4.0656177518065535,0.9435144887571809,-4.142714164495789,1.7730750883403328,-2.851030802382946,1.982797761839369,-2.5802659300142405,-4.379433514540813,2.521580189378702,0.02740221843946832,1.8157822397350993,-0.5781925280088964,-3.9472884924141813,0.5610517700181279,-7.07309963896891,0.23625540552313537,-0.4954864175105966,1.1967188545609035,-0.7311991031049776,0.45280094434292195,-1.9466224367444243,0.2736021153762041,-0.616793523105274,-1.379701379950991,1.9718382649617252,-2.0842831060335123,-1.6193655975098435,-1.4498320172592112,1.3177242902330384,1.312454733956227,1.1042646784389565,0.9537610909616666,-0.3343981072279911,-0.04931105618837912,-0.1827730948580418,0.2777272191071571,-0.8032426504818819,-1.1675541411976997,-0.7844973657474822,-1.1265015000341332,-0.88924179076967,1.863956279542162"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Granny Smith/r_109_100.jpg,Apple Granny Smith,"4.747217074418534,-8.505996705965591,-2.6192274843766117,2.328956840265447,3.4846764235503564,6.326847426889572,6.2482954869706,4.184189851823059,-2.2814390845807084,1.9135737079882575,-5.208239454596843,0.9287771568145253,-0.9234763857397692,4.431884346152383,-3.1561848208399272,-2.408493138258884,2.6740208770608445,-1.0047224707266267,-0.20412118446620828,-2.678380369901591,-4.74458851650049,0.40502939450128267,-5.145077632994999,-1.3988620767807767,-0.682242781040731,2.5656961936535163,-2.009265865069019,1.0489776564906619,-2.028352757217823,-1.0880464042038307,-0.27054255872675925,-3.1405437250091666,1.3559233666780286,-1.768542550111008,-2.1888235219175893,-1.2039104911328111,0.8251384450417604,1.8960024467551868,1.2293402512381597,0.6905043798981867,1.4557747754188637,0.4227118862456363,-0.9345235496679787,-0.8869191736912883,-1.2785120516129165,-1.1458765435999432,-1.9782127783636727,-1.297559663306776,-1.119147578714659,1.5495688387809587"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Granny Smith/r_157_100.jpg,Apple Granny Smith,"5.088586184459117,-7.377513203600467,-3.3324689731268076,2.421921476898489,-1.5816135580744795,7.989828387111392,6.557458472595189,2.3368951583707678,1.4274290733538255,2.40624570410656,-4.65595680955653,1.863327082233668,-1.1036787697256838,0.8556819984089661,-3.0091330608218096,-0.8200007680311181,0.002271798088466643,-0.734115954613117,1.4634860086254873,-1.4571198302627382,-3.99039418700246,0.4719276177886106,-4.989819845920411,-0.5594982834448065,1.6463358826252605,2.7817689817102225,-2.0336713824689245,1.7360885788928502,-1.0759359255791532,0.5728585378867879,2.268274669200838,-0.835224179349612,1.516282337519528,-2.849946100763227,-0.24539759887786614,-1.359452431432603,1.1417767512915595,0.8807414018329454,0.005750457737110427,0.882897701457932,2.475435252378445,0.8693084770308617,-0.31269065560914555,-1.271066795701381,0.9834063344305783,-0.9112170680816387,-1.1707021684146375,-1.4993823848125891,-0.6188178571800783,-0.7889605531307622"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 2/197_100.jpg,Apple Golden 2,"5.675179195033006,-7.047277795215599,-0.17017187401745243,0.24966275623250236,0.5569402012599652,6.2319938488858515,8.288394399287698,3.527091664378508,6.22091477011589,2.84759380164069,-8.05453164783557,5.3588119253605315,4.098644010547744,0.3630341358349961,-2.8201612114868486,-3.986843029206783,1.3471757197221665,0.7726385598219613,0.8240246972808835,-2.1208861740795983,-1.461169080893389,2.1610186154036035,-5.083811237732777,1.1023035729603736,-1.463046842692345,-1.5628564272927654,-1.6676427296654137,1.856410314371368,-0.8409030459540566,-0.8889524750302645,1.3174011749915913,-0.7594490330416045,0.3139308890916544,-1.0358528336874442,-3.217952385875893,-1.4647301127955192,0.1530247766442285,1.2729794083258186,-0.4968241901454556,0.9937711619398745,1.1961550392318305,-0.4934739990922617,0.6508984144921596,-0.4891043163285077,-0.020121827268384917,-1.1692577694492599,-0.7300360644828533,-1.7379730956085233,-1.9237476943752019,1.0320053569711245"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 2/219_100.jpg,Apple Golden 2,"6.009124585396442,-6.876511551809224,-2.5178368728781746,0.46430603238455503,-1.1298871760670437,4.259759436310742,7.167371599992246,2.7758548586413014,5.140836973033099,3.440964337529526,-4.28780222494542,3.245472821655114,2.0176878924740382,0.7618008144299236,-0.7046692077551968,-2.3005870641650485,1.3372542876071165,1.1607884336066068,2.7886019890343396,-2.0364112072214193,-3.823466803421636,0.9584722822914978,-4.718907095664038,-0.8288364157060835,-2.6124703920071735,1.2378536839431014,0.25184091559055916,1.4225864427852741,-1.4501213038033598,-0.37456095962687797,1.1545049214482714,-1.7555659600435198,0.39061524205937187,-2.7502748891454,-2.4661165666456424,-2.2406345901440643,0.464846058152233,0.708019650767098,0.10300235320973344,0.25420276106560447,1.8569323121832777,-0.5675353136441331,0.3129146514288885,-1.3777011121544527,-0.06651063485455005,-0.5279819864825775,-0.420967924747024,-1.530197763630216,-0.6467704620259083,1.5209324365276864"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 3/259_100.jpg,Apple Golden 3,"5.455270296754428,-7.970687787979584,-5.320801158942205,0.5127834535861314,0.04703272260697572,5.756118858332445,8.2167574401007,3.0211771109845604,0.700917285987883,2.1395603929705804,-3.0040750818946775,2.3946003755460383,1.4855817840531786,2.334668425589295,-2.3087330291610395,-2.1389170242655062,2.716213598654009,-1.3949531499782786,-0.3114930924358889,-3.089427027045633,-4.873365893539634,1.903816099050597,-4.713541115848838,-1.5756135190457976,-1.2383514210715654,2.6665906556609245,-1.392979251934158,0.9980988113150249,-0.7888404812344495,-0.8423924022304988,1.9761455094266216,-2.496423162404011,1.3833076253114769,-0.5319043680735845,-1.3480520572835681,-2.125130172255426,1.5382975954837055,0.7441606480312697,0.9278460345137507,0.5976916806616877,1.9445547934164538,0.847180031544723,0.2117100192310588,-0.846597743933511,0.09051452125385596,-0.7840993061104703,-1.2403993251410892,-1.086422608388345,-0.7326209659844221,0.2945480900403443"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Granny Smith/182_100.jpg,Apple Granny Smith,"5.403030873516136,-6.717141934293257,-3.3560165363530547,3.1061756349896172,1.6405017117665641,7.751964940777418,4.721790970931366,3.9496384289105255,-2.223310507941012,1.3909155761782643,-5.111832896206199,0.8529864029063641,-1.573758062721804,1.0622888269824386,-2.2829056049706917,-1.7233761993123975,-0.04157697075817907,0.24384612623879803,1.3038910721185422,0.19314730130214147,-2.951885497505408,2.6170953315896344,-7.670906789546619,-0.1500647897796266,0.8444564158499411,1.1215877231645317,-1.604341796209537,1.6409451047002674,-1.0737997252688865,1.1430745962345712,1.6694332938576344,-0.2883244503914662,2.563739188946213,-1.7617150241193082,-1.359123466635724,-0.8188217121650956,-0.391668492790788,0.6884950885703807,0.4567303121773111,2.6437517156021637,2.0556863338694265,-0.7476867632503917,0.6814016327077865,0.32495607218666667,0.23334935908535748,-0.35052162329715614,-1.0210875891276783,-0.8175901259695089,0.22144245348379202,0.45353766167176035"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Granny Smith/264_100.jpg,Apple Granny Smith,"5.585686817224969,-9.373511501532004,-2.8009837685944277,2.7378912375643143,3.2366215150808126,7.969979247517909,5.3555733994365715,6.312313810405683,-2.8744603682844985,0.6835183493701842,-4.093046359662977,2.22682214519666,-2.9708465328208877,2.171140768877363,-1.5513949686300157,-4.415265139369493,4.590112509754481,-0.5370577891370124,0.8897890884711457,-2.4108918092273854,-3.5486615387665763,1.7065799017642331,-7.025851395833136,-0.6023655553632562,-1.5803867527905189,1.9754582117145905,-1.995982320609257,0.4388210480648975,-1.820021122625192,0.5768220518094365,-0.7060354186348771,-0.48284063754556894,1.9312515541975344,-0.9516839460194952,-1.8930445428811211,-1.730720970715681,-0.13527826247390617,1.1121994327404332,1.230907956028949,0.30495713082869524,-0.1009716785366663,-0.5290223417760946,0.22682893182774422,-0.49038405425716,-0.04654456951386826,-0.14912584091780673,-1.2715928373706225,-1.9597435516550827,-2.248672633370829,1.4457615692606363"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 2/25_100.jpg,Apple Golden 2,"5.814126281632922,-6.111616785474907,-2.5183612630595884,2.575417539826424,-0.4458558607000635,3.02278332744014,5.795077876855526,2.042046349852087,4.444371661141401,3.7342984606151095,-4.082349068580727,2.111547005369375,0.10827473255930833,0.8126957021068665,-0.3044770550465243,-1.9505230375241247,1.1753917198199748,1.1066082035619729,2.7676122994559567,-0.5414011391608068,-4.0365283547953315,0.6324573811505904,-4.909960616573687,-0.8532836770662753,-1.3736506218760907,2.48393326285465,-0.8763239920405035,1.5593712138466969,-1.2418371319707242,-0.12636654439798542,0.9732936300926422,-1.8554827573377222,0.850705367007086,-2.908114962594981,-0.8572587229169236,-2.556140122378645,0.5800073708169537,0.10988463926690205,-0.2315826125955791,-0.7283773026858874,0.9264213215573781,0.011465804743359564,0.8497657657504485,-0.552016517417816,-0.7844721501935787,-1.1056878685316445,0.06695392367283301,-1.5400528143844623,-0.48589688935728687,2.1124166762380217"
