path,label,pca_features_string
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 1/r_114_100.jpg,Apple Red 1,"-5.373976906782496,0.02482457198128511,-3.034082284736592,-5.263218633611364,3.4326255212384624,4.354459902353294,9.003357471916354,-0.3624497305959322,1.053697343165255,1.029231523397074,-3.4296770075100897,2.5319465182943564,-0.8057458630034035,0.8856276121474821,-1.8660202883180022,-0.3404253078960961,0.3075935372645817,0.6002720515576012,0.9186995160654221,-2.3077399242731036,-2.0107736458842584,-0.20065606797643604,-3.6509017790145135,2.0949760595017923,-1.3880998317031752,0.3687884050380545,-2.5468759935192926,2.594044830457782,-0.7989601949966308,1.4319963938421407,-0.4386493155202559,-3.730785738891758,2.6237720356681735,-1.892956231115957,-0.7520976265216727,-2.8976956442593846,0.5343554492878863,1.9888865433191074,0.6199382570604071,0.6380208464477407,0.5619373361593099,0.28300626504251664,-1.123616766506187,-1.0489317545842838,-0.02346864325776499,-0.4390118580043458,-1.209406106893405,-1.5227289566055222,-1.8846132250790149,-0.2439038682373668"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 2/201_100.jpg,Apple Red 2,"-10.926917791569567,-3.8590335528732096,-6.148914980869436,2.0221146878583496,7.353305113772389,6.9496374181918465,6.205234391179844,5.9313764136337115,0.4927053557218789,4.141046880849618,-7.212330300028981,2.295330234851923,-3.68962745816768,-1.2624482493565587,-0.6288450604953363,-1.4886746828269857,2.636510261861685,2.8465504689655163,0.08764423478351975,-2.356160426923941,-5.670392903731964,-0.23600750526664366,-5.606634498194794,-1.3035775417075506,-1.0333952154335184,1.526662620512116,-0.7158680334389892,1.332606435384798,-3.115443489829495,-0.7403033542828026,1.4458754110163892,-0.4747941010800438,0.4561128661380294,-1.0893303809318509,-2.1234569911306487,-3.3142261458066677,1.3563912934098123,1.5983835308196386,0.066641022578117,0.12577599071080267,1.482089706045526,-0.0666209286963573,-1.1187134282550573,-0.9159930275694144,-0.04508731587499329,-1.1149278273310606,-1.3875068967887478,-0.902288985400505,-1.16771345710569,0.5535311949273973"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 2/r_136_100.jpg,Apple Red 2,"0.2610947927770008,-1.7357634083644866,-4.038199426764658,3.6217785023989513,3.5390164490657208,8.675118157867978,10.858181683805443,4.167777392943089,3.2053074035297007,3.9862069541522676,-1.2299226832261343,1.2618482240875013,-2.508226299438813,0.08589897245814146,-3.0989307018825105,-1.2421616431529507,1.2416971636047998,0.9992216413369228,1.1974595527299154,-2.039137484412926,-3.0670201544735733,2.023748377910342,-4.845661758908761,0.456194311315332,-0.5238676497317482,2.9196668201960247,-0.6215244099288885,1.851178242184339,-1.765043446436882,-0.4671875212577827,-0.13666051239306215,-1.8341018216154943,1.5506394744171033,-1.450317197406888,-2.6236391212140284,-0.9337432373625252,-0.40518440852699467,0.7095802109338712,1.6155473986775375,1.0644767285941479,0.5756227297439286,0.060054816244827426,1.24624035639811,-0.8871595092212025,-0.14429549092927735,-0.9781049752750218,-0.9480519201063742,-1.406863779882945,0.3106664630737875,0.6929111401975827"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/r_220_100.jpg,Apple Red Delicious,"-10.327933316345376,-1.2036681782684644,5.179661381470736,-4.820663843590296,-3.6643106678300725,8.987582294874928,9.093669804922294,0.7116957064867486,1.9888720433725235,3.1687304946599997,-5.5768016427716995,-1.4141002382523378,0.06990409839146369,-0.781619704642467,-0.5760124141914805,-1.8095191647262454,5.463313714345892,1.7552493837956427,3.2252810056048533,-2.6180354438346862,-0.9907691874529031,2.99295741661321,-5.30477630011518,-2.558425002584494,-1.6575447838179884,1.6283789884598994,-0.37634089787858577,1.4512030367571624,-2.4327567010649123,-0.13005184691851895,-0.2997446033264905,-2.3691110403283693,1.2027172345722787,-1.3392301741486006,-0.40478047720847254,-1.694106322107684,0.5642031550118186,2.5209099665914714,1.650306805604717,-0.24181279684099927,1.0322955399924088,0.9654259238707025,0.2647503350127709,-0.4223942862551839,1.1233819677820613,-1.617162920378642,-0.8024205175767829,-1.789773555833185,-0.2149780355707847,0.49852197786127944"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/r_250_100.jpg,Apple Red Delicious,"-8.11612378763003,-2.3976020326374576,6.662691436546768,-4.169549315513241,-1.8623081696958057,9.1508693070275,7.190029366144414,1.4027344763411809,0.9424962879497109,1.4389622117075866,-4.969453422243462,-1.567733454371535,0.38039094216998526,-0.8949460255767668,-3.1507798015756276,-3.2954536321772974,3.6811483840841563,0.13480220790316438,3.8903399390767155,-2.6152762029252843,-2.9360949543107697,2.338379033176719,-4.156024597653536,-3.0413794810759414,-1.5315716564239672,2.6446180018588157,-1.7663343974620251,0.8460055121130032,-3.4090386227994185,0.7020877514125996,-0.8288672184162877,-1.7139541669164755,-0.35461903282800306,-1.4642200377356975,1.1644361355012898,-1.0037873512705806,0.6913705874855051,0.9677104821266269,1.0371137219997824,0.7836515601415744,3.2104428815621375,-0.2352969293564816,0.49334157122188127,-2.215126365616986,0.6801526720690341,-0.632069544611121,-1.7354546884508955,-2.915038501721449,-1.8390094129939876,0.9756801401314835"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/r2_270_100.jpg,Apple Red Yellow 2,"-3.034809890081009,-5.742886851977312,6.210524161830385,3.101929868767095,6.687852410408187,3.891477310960375,6.108483075073294,4.420968811667719,0.5117900955750303,4.552895652716193,-5.50527865159075,2.9534265358934197,-0.18688530901259215,1.48103224261691,-3.9998487843763195,-2.503142305140568,2.8019450355852364,0.014533387276287802,1.0933838579285942,-3.40746116169247,-1.781805758575835,3.2325109246298585,-4.315150099330919,-1.244506409842201,1.2803198715672437,2.963561691027467,-2.1089249398807204,1.5248317405011653,-1.0050043766767203,0.7063976150201463,1.3531528958292913,-3.307118494210451,2.699569650041065,-2.98157918225547,-2.289637292708362,-2.3881812008323764,2.196995120016061,-0.0914465512215588,1.3061401239717831,-1.088005833075494,2.636956848665727,-1.676402455425049,-1.7148002996777063,-1.1021375957412136,1.256542545611521,-0.4650260600162297,-1.27670241570142,-0.9635850929890456,0.24511604895861,2.18493468684672"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/r_294_100.jpg,Apple Crimson Snow,"-9.31678648533837,-4.251424949905905,-3.576084735383126,0.7059490640617279,2.211691176931,3.1571051525248675,10.298871062161467,0.46941181695767137,0.1275619897618623,3.1836621411547776,-4.470487730463555,1.7104102008165838,-0.3902083407075574,-0.5205537689614568,-2.4729610341695123,-0.8760648386279339,1.5739252960811299,-0.4797171394839219,2.000657697578662,-0.4787640808974892,-3.3693672783024664,-0.034756227752423395,-5.2087718263228835,-1.6349839060672395,0.3974176840987927,0.12472648403848523,-0.1819924232661711,2.213475252211508,-1.5423919930373273,0.314068800949196,-0.5288598754385893,-2.150407536748164,0.6260554063876097,-2.3904876377588975,-2.183136820400805,0.05425656502501932,1.781577652601143,0.018466978576540966,0.3785930232365385,-0.40868830534297423,1.8785083844153896,-1.3893885898547453,-0.4015754440066786,-0.9227115169327661,0.24435485488476552,-1.4703446468672094,-1.1945537501109418,0.4701948868055954,-1.3056845320038422,0.09886744747586323"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 1/r_132_100.jpg,Apple Red 1,"-7.832900602002588,0.7831534440957535,-2.3178522220021613,-2.975320765629067,4.69719339350227,4.8233050626631035,8.809265845616968,2.0866655297855212,-0.3061264296941314,4.8202018981751875,-5.23009211408792,1.2101551423610704,-0.3554987401990698,1.641056572856794,-1.4334576081130253,-1.3471121447475922,-0.9605998791161385,-0.04339701529256175,1.0379465149064695,-3.5453145165757536,-1.6999516245053288,-0.5926887712190616,-6.116647479482543,-0.4041511953664087,-1.1029189626783813,1.7711712032287683,-2.919969756440948,3.828868017093077,-1.9346724739055643,0.6236903857610347,-1.1414529797288804,-2.97844195467033,1.468599510826373,-2.194194770506076,-0.09185026678475666,-2.972767347880149,0.3260408118630803,2.3282020117340534,-0.497552755882947,0.23721664296754993,1.7241388539381635,0.2566608557052497,-2.07518607942354,-0.5523968947340928,-1.4551495100272043,-1.8079915469693129,-0.30946854979334254,-0.6575237051074093,-2.3382386339193646,0.10236532061831549"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 1/138_100.jpg,Apple Red Yellow 1,"4.607968616469182,1.4454772952584478,-2.6897286200537978,-6.348875968119146,1.4723952176082993,2.4955315634289703,8.944507061137497,7.8580004429286205,-0.3133940741204228,2.182556843899343,-1.714410960604033,3.9636543507778863,1.079974962109361,-2.9856456785688903,-4.216854580638744,-2.709147012549736,0.8064733018624195,1.5835353618692465,-2.0353748305369175,-0.8392437343839624,-3.5023008919378023,5.2996127390686105,-4.222784742728136,-1.4402549561717028,-0.90477028241974,-0.004935879249704677,-2.7749407096768746,1.4177542405849293,-0.8451503634515353,-0.6837649226296205,-1.1212569786578532,-2.1963664846435558,1.0292033754015149,-1.4472221589097773,-2.034529483751803,-1.0300887136827732,0.4342449117946613,1.3530417407464679,0.8882953841224184,0.1782912582583174,2.043687381364413,0.5243856256201214,-0.49686466923042166,0.20431371887338942,0.007365458304811685,-1.2469011313178893,-0.6635982318476971,-2.8903572718611485,-0.986484287075114,1.9316753916010068"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/r2_134_100.jpg,Apple Red Yellow 2,"1.023848594949405,0.34533289172347054,5.774721363489007,1.3606703481179263,6.603724401785227,4.468531904349116,9.641950356103374,4.812836627345049,6.193246437180529,4.999205416848441,-2.7844289025450872,0.663730984250124,-0.37335856093945885,-0.04594350179008186,-1.7446633956403297,-3.5590226700970375,6.782509328774401,-0.3497729252853019,1.5341065158732463,0.8752913169858147,-3.4921254200402925,0.8979313502349681,-4.945145205843493,-0.367908012584384,-0.8480243506473536,-0.1655747649292505,-1.7652652440361085,2.0376067018721358,-1.331842840641615,0.2930416858008848,1.9867458654237697,-1.6274469139604986,1.369609601456362,-1.8803343818262188,-2.3583422789004933,-0.39348895373129694,2.305836859646732,2.7890745815202584,-0.6790014556465827,0.7972816900756704,0.21860392946157156,1.9181808806376472,-0.8690769976903691,-0.5869524188367556,1.365423811615907,-0.24679354530011224,-0.6737940337812552,-0.6995055866395344,-1.5851111897796888,0.006462265774289592"
