path,label,pca_features_string
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/153_100.jpg,Apple Golden 1,"5.935123869895123,0.4057705357290924,-5.9824930243274395,-5.239240118805438,2.623982326138321,2.4211146470323395,5.338819076892636,3.0825875719818807,-0.781613665181847,5.694716319323972,-5.069133109603312,1.3122352562574504,-1.5014823480764532,0.8891647624697957,-2.6321539510568486,-5.059752391933371,1.392374967316477,-0.3329369067975301,-0.5921955731693516,-2.8994218218779997,-4.846338758208222,2.793929872277911,-4.632146231566693,-1.1041568942317947,-0.6035402622206838,3.904470757087461,-1.2222906846893884,1.0639646137447767,-2.5053827198622063,-0.7043540544960942,2.036203213178697,-1.8842380267733427,2.278402851914186,-1.0292531049869136,0.39387255363613227,-2.464244344017037,1.139018714037965,-0.12599279033239053,-0.291511183691312,0.4440359343255858,0.4328113702014311,-0.623007629762831,0.04371219364723278,0.5648347752130064,1.3754238059234947,-0.37903428567953523,-1.1491522249596535,-1.8135619716677562,-0.8127715641913082,0.27752874354992846"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/r_216_100.jpg,Apple Golden 1,"2.952039995552405,3.1376242421290788,-3.2929462813640247,-6.350717388005898,1.6527947348456868,0.11040579623305101,2.273347794417065,2.5472889537550656,-0.48484827186620094,4.726549695907934,-5.391714030432196,1.7090357153973421,0.6076810758042396,1.1334494182751789,-2.4534395874901844,-2.747255846396783,2.978757023409974,-0.39110081223977633,1.7518429608796788,-4.040509901784788,-3.6910703281052784,-0.20321844894517574,-4.827857512831686,-0.7506863702752322,1.1506271534319519,0.753346315754165,-3.7690455782351395,0.6918326603651319,-1.8840464903961627,1.2284893325560498,0.8363433252003094,-0.8908405210750174,0.6199118237963519,-0.054279339227954415,-3.4273582327243712,-1.1611678827180327,1.502987944699726,3.038601967300143,1.1350254706887069,-1.063975684737434,1.9866262273374984,-0.6653606635150867,0.708221243240135,-0.5581378364086002,-1.0790408458794678,0.08204820494668207,0.11364203221428379,-0.5814824120725032,-1.8626487958444502,0.3121793170591824"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/175_100.jpg,Apple Golden 1,"5.224333527218939,1.5537412730438491,-6.209288117418284,-6.391555068143168,2.157764934648359,1.2968317742196391,6.867928293273644,3.4668742519478526,-2.001132901742038,6.084795826127969,-5.900142889467946,0.5375523244038339,-0.5337980153795412,1.4367695795204751,-4.505298793704654,-6.317368956021909,0.8913959992652247,0.6907624328138531,0.2093699554839471,-3.237708181735473,-3.7960647688480247,3.5942775152412554,-5.5882720744785574,-0.21501925259751242,0.9394826635170406,2.493374599560964,-3.2030509456516874,1.0082400590217628,-1.695869743559612,-0.6823359849249281,1.647956871024659,-3.3549947341177506,0.8640633490165474,-1.5034504922643346,-1.7633796324669322,-2.5578638461796483,-0.03647964798901785,1.5500733389216101,0.11004879051301274,0.6564112725737234,1.8282854250743565,1.2581262476496837,0.10051832512184466,-0.4107819873346225,0.2581170845093848,-0.9005837348856953,-1.3748201818596626,-0.854768711367994,-0.45450460066911075,-0.5748572073256896"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/r_84_100.jpg,Apple Red Delicious,"-8.145796264975095,2.2126848501848895,3.145905608608316,-0.7697585932899038,-2.193303574694936,8.686386220352949,5.0852851594828445,2.757331340085514,1.8459226151288708,1.4255963918972216,-5.904344664859984,0.09544267106762797,0.7367864108075318,-0.04733297457667118,0.565616620783298,-0.04597399426411432,4.066999869634667,0.039985061066722234,1.5495599619037073,-3.0918882860883725,-3.594731242482494,3.308312211862857,-3.5290691798891483,-1.4732352799702009,-0.24251378764883588,3.4462573068477713,-2.584406124752712,1.2972085444252157,-3.1925211772549247,-1.020776884701397,1.4778461742894538,-2.877956110622484,1.5165332272580276,-4.3356267237748,-3.639267001808886,-0.7699825608697687,-1.0746352108100368,0.26728063218223624,1.4141292380918438,0.35765900183502713,-0.24506049585008832,-0.48807320835978785,-1.1039943764392637,-0.4219931811159366,-0.2229881281442585,-0.7607647495738377,-2.0560001970428763,-3.1243029605549166,-0.601163886861302,0.03737800630518135"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/r_113_100.jpg,Apple Golden 1,"3.3478781721426625,4.525477772776198,-2.8161530563276598,-3.3216607682885715,2.11570108860654,0.3989677767641169,3.5332427583774035,1.9974795465888227,-1.782209295184784,4.78568673126045,-4.33644814087778,2.2036637709024034,0.2201446122967435,1.1324838010174358,-2.6027215267608925,-2.4700278076965447,2.775178166015217,-0.943688943998035,2.5311081104626307,-2.6881847490292916,-2.8075638504031577,-0.38040624144135465,-5.232928945434883,-0.9142140841952028,-1.5673012944769682,1.5653072066989218,-1.4498462878368212,0.5228765468246481,-1.6683812787639312,0.6062228305852556,0.5211568284388852,-1.1929949871943404,0.5648472319604111,-0.48794656235996237,-1.1390325539579365,-2.391080065299072,1.376075023840935,2.843880320640062,1.862596079440175,0.3123676676961152,1.9696004418008315,-0.03235034414341851,-0.2997417207724862,-1.539421181421783,0.8696254676090378,-0.7156548150084254,-0.5176743248578322,-1.000827161830496,0.05051907561688508,1.2542059622929826"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 1/r_204_100.jpg,Apple Red Yellow 1,"-0.6538491737329563,8.723613981255518,1.3151181138653583,-0.29547630725979784,-0.12258784304969066,6.004876019046085,6.021830340919929,6.5802560662754175,-1.9133562157981892,0.21203286630696563,-7.832909529738897,7.344709919664204,1.0903222786412412,-1.128231676385879,-3.7392250756643275,0.2658444084615725,3.8689140639644624,-4.2772225365583365,1.3352296055121478,-3.0995007213155983,-3.7416048531148562,-1.5217288753240994,-6.593734604373527,-3.2385079713903884,0.010298854715935888,0.18522997928472026,-0.5251112455402486,0.4849315149387987,-2.0938996847535174,-0.8098197360791655,1.580753729127242,-0.578459481292564,2.9942245087227555,-2.9976448472864448,-0.6543806209445693,-2.059257053036573,-0.20440829147587136,-0.28910636171961174,-0.20098680849034442,-0.425636409258928,0.35495715068990025,1.3893907599025797,-1.1234135964306151,-0.6658696160111354,-1.0087570954365308,-3.5799024621324462,-2.0350807168200027,-0.04585804791121817,-0.1695207986758033,1.1844395532861378"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/169_100.jpg,Apple Golden 1,"5.566171333489423,2.112674277750506,-5.415017858899726,-6.164789925881572,2.5480837422466074,1.870776349423085,6.507904050688268,3.6522216527552334,-2.060592115580617,6.699948602673003,-5.286702915397526,2.2088318919246417,-0.3969322808384455,0.7812823302250849,-4.135295471168836,-6.422503559484835,2.31191035995524,-0.00507582021354125,0.016332245782116804,-2.8477388463296465,-4.676409765487245,3.30515134490535,-4.763892540075097,-0.07648605079988953,0.3552223342029838,2.282505139155461,-2.744031670388424,0.8036221902529136,-2.020189346980365,-1.3345780992047527,1.8872589916196527,-2.9327149043714726,1.486958809458469,-1.1083442652934172,-1.0631674232680708,-2.260652259900254,0.37115618132759104,1.6715433758160554,-0.052836117169004396,0.18189415122033947,0.730640222472405,0.9936133122270883,-0.24115238815050702,-0.33576988663493895,1.150517867870356,-0.47707293172435655,-1.2020918547161714,-1.2786662717069581,-0.7333160071823017,0.1177364535147913"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/53_100.jpg,Apple Golden 1,"4.639772799617787,3.483306399658058,-3.6416751933771523,-3.2260775268086546,1.324455341134976,0.8509270565337359,3.510018808912073,0.6268854409685766,-1.0526507805621674,6.250746445184005,-5.02496286588582,2.2951593657197966,0.2995914580881176,1.0090127547958088,-2.2407049793841805,-1.4239270271680422,2.2012627576813557,-0.4100073143407874,2.9280019724529924,-3.150530265522276,-4.664350697066979,0.016819399566834786,-4.820213130183851,-0.07811898850734438,-1.083121317586633,1.1131080874365598,-2.6147521395947972,0.6477173695354019,-0.5775230449858854,1.3665615564270328,1.8281284836801701,-1.5268165555629556,1.4390590893613588,-1.9804436248440862,-1.7819473491660418,-1.5198241404431143,0.10248360651061425,2.3084313591745813,-0.08265886413872126,-0.07435000548614919,1.513924644256147,0.6772642385255474,-0.19015439447572752,-2.2971316117137803,0.4055992141386217,-1.1856609048263322,-1.69964323351156,-0.9616565234002523,-1.5563373316684574,1.1480437975142193"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/160_100.jpg,Apple Golden 1,"4.921049077148228,0.23278525685204898,-5.8856827729820145,-6.299747037011475,2.9099094588231105,2.129185339694017,6.531025168539986,3.8923187350595536,-2.120984496896177,5.730666250875565,-5.383633582043366,1.5269663939996927,-0.5424018052430918,1.8994112173743276,-3.2241683903713536,-7.026578607958063,1.2329708500647831,-0.08801795830610584,-0.905027475913815,-3.4668272384589014,-4.472194138363588,3.925323588271145,-4.582162883340058,-0.9603147087431585,0.36351585264354486,3.3210113039106326,-2.3212991417109605,0.9645815475333046,-2.0447811436558103,-1.9499764824514638,1.6730786238327613,-2.4591297023179184,2.058766205892575,-1.2162984359607985,-0.09799635102530894,-2.7692356383343806,0.37894369426648095,0.9076925249909166,-0.45067704149328736,0.6367177411227588,1.3131812622701535,0.4916447065025788,0.11039379014328428,0.9928088353916662,1.7183929470200974,-0.030006216139373734,-1.7655629479166912,-1.1000182464045771,-0.32922096037906395,-0.4626227702343433"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/51_100.jpg,Apple Golden 1,"4.392911188980299,3.170323661240762,-3.9788444562040817,-2.241978322713001,0.5834787845745609,-0.5806461318475011,2.4335218466040747,-0.2784617419717438,-0.31056761474831207,5.738004350945424,-4.335702554204061,1.543478351568212,-0.19438526102519574,0.9935146132242738,-1.4278151812848023,-0.9723184902372087,2.192407807263634,-0.2109764538955379,2.672469351310107,-2.5283880543330803,-5.385832439541209,0.5764725501466754,-4.667958342697497,-0.2749175239491627,-1.2437738313648574,0.6814093667218012,-2.168243667098153,0.5773994150748937,-0.6078944848094714,1.8800211050289009,2.07926134710937,-1.8207877040716025,1.2969233140249856,-2.1864148303759405,-1.815323415347534,-2.3247932580656845,0.3775157377847288,1.6406917340683085,-0.1922979355271038,-0.28889255146762094,1.5423933190758679,0.2830624614534871,0.3522294526203585,-1.5422943490418632,0.3385182825392808,-1.435667619597246,-2.048595971085504,-0.9284850889236645,-2.3574786450719154,0.9804829489343462"
