path,label,pca_features_string
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Pink Lady/34_100.jpg,Apple Pink Lady,"-7.894015933613594,-4.783725872546873,-7.114531223664666,4.482236962806897,3.750797334291265,2.1506291514400617,4.52832414053657,2.9681810780985733,2.5316101221757097,2.977292216550838,-4.710060503575734,3.206179065323054,-0.3139198789961971,0.7479084256138572,-3.126351562072447,-1.024560459453808,2.1871661276977354,0.32021338887379536,1.53558499105752,-2.5581314342831796,-2.680681355383142,1.5752112109492307,-4.629304117176611,-2.1571365162735585,0.1481070906623377,1.9394337811056446,-3.0639832722423495,0.3484191997768143,-2.0007466352473497,0.5499968806871884,2.213129519623511,-2.5664622605838283,1.0085442790310664,-0.9191533803248116,-0.5242950213858765,-1.2818663941977617,0.7213355061766802,1.007963422126082,0.1453294034013523,0.35079052531019966,0.8884621397198669,0.9306316561015366,-0.1552290166829582,-0.4388064878646339,-0.5389894100676258,-0.8662096753431343,-1.2747134582170787,-1.286748406368342,-0.28442250861290397,2.4380260209872677"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Pink Lady/r_206_100.jpg,Apple Pink Lady,"-7.772169463206955,-0.6339488694212406,-4.171919822251395,4.798251979358742,1.6350078423515093,3.892922909925749,9.224113115566118,1.8159531384334573,3.6065438523375453,3.510333615908781,-4.528250953148993,3.413351516588453,-1.7973756996207018,-0.656551285040405,-0.8834401222755283,-2.5985068413913877,0.9224934393633069,0.16136111130323394,0.940020239150714,-1.9555317849441862,-2.085086117181517,2.0260002433137143,-3.9252131904682486,-1.6854986982641074,-1.0939787534906313,1.1269514692694622,-2.1430235296195748,0.6397176429867765,-1.3706014258658707,0.18133539750439456,1.4479579326726393,-1.6788388091893396,2.212534526185388,-1.1909851859857554,-1.5463280677458153,-2.0358332255311886,-0.04072905846399984,1.4008188158536605,1.692130764768263,0.19294805945038382,2.043899898205839,1.185715434252321,-0.024078590732696473,0.16605972847007924,0.26241390014489874,-0.3512736474116684,-1.2375924276966541,-2.268485564508577,-1.1905723513743875,1.0680880535725619"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Pink Lady/r_87_100.jpg,Apple Pink Lady,"-8.194865767441092,-2.1784604465985358,-2.8951174443881724,0.4237667693575535,3.7717914110241892,1.5210714811398123,8.290719662206405,-0.4761241671019032,2.737718276168186,-0.09627023217059837,-4.817417010468349,0.8657192459353229,-2.159298298362768,0.9556476468120064,-3.349602089890265,-1.3442860547260087,2.534612416275547,1.0658906461736262,-0.21005107283789215,-4.054791868198836,-3.2803317329603754,-0.06513140158253224,-5.36984669887085,-0.3505658607227045,-1.912469884361402,0.9750595047445046,-2.039972718251708,0.3946531181505109,-0.897115547413561,-0.241891413146035,-0.23643818210645684,-2.9327524186441742,2.4869759827763094,-1.874570604646909,-2.9094236627341323,-1.786699730123232,-0.8455393035083486,0.2001696039456911,2.0026317699553973,0.8673350634492648,1.3540588378735736,1.513570049529292,-1.0527659550605506,0.34216425341395335,0.28760702557161827,-1.2077621765441393,-0.4242014647855668,-1.9485051052382958,-0.9419958490436284,0.2263293844897524"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/r_255_100.jpg,Apple Red Delicious,"-8.082115190444375,-3.1650260767035636,6.828067532325204,-4.5932101819552384,-2.798680104206653,8.740400493669775,7.469510686031091,0.02293261104277814,1.0648392144861591,1.454185404457245,-4.586405116468627,0.0150515534781033,-0.4010517927263141,-1.2194389897163962,-2.312073920824829,-2.7334964971791815,3.7146516106992826,0.6728152333611376,2.365097973495706,-3.250500699806029,-1.815708676563698,2.7214349975204377,-4.712887439267903,-2.488840711745743,-1.3869670608135023,2.6700953255698576,-1.86101419179029,-0.1796147913606143,-2.578703712987946,0.007342726309483618,-0.6079746019271784,-1.4122562673726897,-0.13247568598383327,-0.4747675614586964,0.06298804118572414,-1.2533649206045836,0.8898241298866401,0.4091802007371771,0.18646369610793884,0.1658588887655187,2.629865400798223,-0.6527753176444762,0.6280619194578451,-0.9699945483554885,0.40137293251737616,-0.8931205917538504,-1.5490832771749308,-3.090362296127077,-1.9041041481304108,1.2433275602219918"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/r_272_100.jpg,Apple Red Yellow 2,"2.8212291069002773,-6.046608975453215,5.847919710877638,-0.004695526247673166,6.834072478229479,3.008610404355686,7.566871235759277,6.779409347284893,3.2043133575949128,4.364294407904641,-3.3338871648927006,2.7467110953465737,-0.10664197291207166,2.3149235308235934,-2.764904663528296,-1.208561104040097,0.8049156521843687,-2.444379293411877,-0.5678608590514539,-3.21925472210104,-5.322751950604523,0.2842243047554023,-2.8134278340196817,-2.67346017476893,0.33844104711828893,2.261675563036813,-3.4355531195310185,-0.023920699950140702,-2.7565669824849737,-1.3838851369792486,1.464681359327021,-0.24211296441355273,-1.4001723902249044,-3.1463125651144406,-0.20805571142989973,-0.06975375987847436,0.8828164275612609,-0.04223417725641713,1.3405914065171816,1.0552913905206491,0.21719415504525627,-0.43263027750395827,1.9242675833279512,0.2547349383512024,-0.4506271390851653,-1.9218862122336522,-0.9760198763975448,-1.9142154664516722,-0.24324115978609842,1.5930187431880802"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/29_100.jpg,Apple Braeburn,"-14.587861085094445,-5.538688951211573,-5.477442466101918,3.5567068919218805,-0.21415765596996936,5.14720659182575,6.134587059782209,4.583546252567103,0.1002229584178628,6.706785411380936,-5.544962961800422,3.3125862956891248,-0.5521613519538769,0.5573981841625456,-4.5236271647703905,-0.8513496047698864,3.6939964581793396,-1.888760601674943,1.7677827053972923,-2.705320931302646,-5.034778159621213,2.05731390657485,-2.4860361321438664,-1.4043832798180818,-1.0405611910733117,2.073915405096928,-1.6804662537723463,0.45812036392750494,-0.6853419851815467,-0.34293847245092807,1.0068222939459368,-1.5682747493578624,1.2326659108102644,-1.4350985874858508,-1.3483629554747776,-1.8166033319881583,-0.3207708245549304,1.5385465983821847,0.3871792915182039,0.2833317164173723,1.08318567399229,-0.09774136403814057,0.44280073698858796,-0.8206617237415533,0.0015150865640731078,-0.8064928361889432,-0.38192418823576285,-2.3325518541770673,-1.3144498488186689,1.1419127946215715"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 2/297_100.jpg,Apple Red 2,"-6.435699735769243,-4.0590805742288785,-8.190676805344776,1.3728236015297821,4.097691420288736,6.282267628826464,9.207719407034356,4.547740928364996,1.7501034791826968,3.5509225261473216,-1.9617017322581232,2.8722104088941918,-2.502202697845175,-0.09973209560785776,-1.53653200508572,-0.8986792923140849,2.1902390020063027,0.06051445752313539,3.3443859016688946,-5.30055278250536,-4.702002511952097,1.4508972089297194,-5.093320655575027,-1.1209487052210478,0.5892702442423394,1.8321165724365085,-0.9180939046755714,1.1577191424521414,-1.5734238900456101,-1.757880521258877,1.0447877416157199,-1.1054002035524721,0.1738206980382546,-1.2848802827751644,-1.7965641477148395,-1.8569828624139495,0.04582330412924507,-1.0496431724501936,0.5423931810974322,-0.3131841963371721,0.8400249981696098,0.1326239133682542,0.25844368726511296,0.7277898805911162,1.1535863489764253,-0.2193045870965703,-0.526422676197484,-1.8482907313439794,-1.6877767969004223,0.92471841875139"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/r_109_100.jpg,Apple Red Yellow 2,"-5.617095334545385,-5.551955333527058,5.787832129565706,-1.235697921337627,7.353515666402733,1.0387394295378602,7.638130420176307,1.979748034053292,-0.17324971720327528,2.6497938853676897,-6.236031868311216,2.5498780576380105,-0.6355816419347813,1.9099650281411167,-4.988164543887977,1.2055370362586701,-1.1652705195942081,-1.7183082395472624,0.8551944083028786,-2.4076292426128783,-7.689108277029487,-0.8379302546947924,-5.187101505542317,-1.044638494729614,0.132102538846763,0.9284487564864242,-2.170456103735556,1.0835008748781518,-3.6023206489151938,-1.255985039829097,-0.20375217825262765,-1.6332511909641083,-1.2125418620014665,-2.2517807519910145,-1.0521199218171657,-1.589119304599369,0.4101837154924555,0.9551563724616531,1.4040307408987105,2.6190619951075296,0.9281136045266424,0.7656774948979806,1.8132659169961456,-1.107614396913682,0.11700243871658067,-0.7589801616818094,-1.3892673598953207,-2.1451280043958465,-0.7529659828773564,0.39610921546080247"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/r_277_100.jpg,Apple Red Yellow 2,"2.905149669356361,-6.201271847800461,6.2835660127118045,-0.1529231823340306,6.365598999484946,2.8373681734074503,7.689569943296646,6.947383752625918,1.8634658644496378,5.53079346047656,-3.3591479568043527,2.3457594490334928,0.07947091356154078,2.7202264989439864,-3.798664026942528,-2.5700138543239417,1.1536039147462898,-1.456480417995958,-0.6245307556600314,-2.749524385318469,-5.058618843905236,0.00944024322227002,-2.89464787027083,-2.068609936172286,0.6097094022604659,2.069723522733841,-4.2939003051738815,0.0910922205115282,-2.444600165630863,-0.1032272109750033,1.2685763775482917,-1.1038812420111106,-0.4131280603589758,-3.3517814278420524,-1.1278705158046052,-0.14793500814948476,1.2440927221085818,0.1575426539754164,1.0957515087540193,1.887335877406922,-0.5303047551552231,-0.20098504321219465,1.5164605541742033,0.38918706482204785,-0.2544709439377017,-2.3400974823848855,-1.3710271422341906,-1.8214366038468357,-1.0607387127961638,1.5083282661133495"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Pink Lady/104_100.jpg,Apple Pink Lady,"-10.413100197989099,-4.464568442267075,-3.516980659276939,5.436362138097942,3.8815069989538946,2.1561967094022076,2.647887582040956,4.58960494204198,2.4495239752331956,2.764586163059541,-5.111018809880372,3.597610284372378,-0.030790244459790662,-0.19330882988889828,-3.3207613146508987,-2.305045326543525,2.251201773380187,0.9017481679312095,0.6379356599700252,-2.3872280462059425,-2.022055001219035,0.9561387946400263,-4.940694170423051,-0.7569238204367165,-1.3460098097422075,1.507796636949635,-2.1226102052524114,0.5542577289484745,-2.19268767056067,1.082353616925839,1.6569333432858615,-1.6050584712501832,1.492489274441458,-0.8619475638110494,-1.4396822620252476,-0.9633221606836851,0.6018267064375676,0.5563253352427762,-0.001881120791336634,0.47964803272907736,0.968710243974355,0.819677110378472,-0.49725467319156,-1.2838045447604134,0.424732399512834,0.11848641526948933,-1.219325750688162,-1.1677033521878095,-0.7657248120912082,1.858445817262897"
