path,label,pca_features_string
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/10_100.jpg,Apple Red Yellow 2,"-5.5858747038258505,-2.784782181231912,4.249210396386503,-0.16767729872857562,6.273313870727248,2.918655380305182,7.772154192460514,0.478246306844928,0.24494413342642468,0.953188515691891,-7.8172855099057825,2.491933314124078,-0.2077619331019479,-1.974806465996746,-1.610802515756412,-1.2037613409119103,1.4155970492037562,0.6056725456196682,-0.25159447908022736,-3.0357955385552,-5.735285991817051,0.9402427427390835,-3.2125089773959297,-0.7074123658950071,-0.5953353986911153,3.126697933765315,0.538103573439904,1.3677928506546173,-1.5426847836841693,-0.7372964694128126,0.8291057323227807,-1.1703653939798841,3.023070719280967,-3.3241578340735343,-0.2888285166197904,-1.0121000767729291,0.523792033502801,3.373650741810177,0.2725882497234532,-0.912934771524026,2.1119931940682313,-0.8942739423924384,-0.5073570426589746,-0.7943111183267431,0.28310858553422547,-0.7613251310060399,-0.8809261937200427,-1.5225442770983888,1.3397392255416007,0.8029651061507584"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/39_100.jpg,Apple Red Yellow 2,"-3.5326379295193933,-5.243647174583746,6.111310398726807,-0.9887135280342269,8.474597187674014,2.396003378561759,8.308706430797335,2.695643763244249,-0.6750137242452279,1.4722443393046727,-8.985111444410062,3.133129391632129,-3.2497971594751216,-0.3660402613304295,-1.6168792564820234,-1.1649824980575385,0.21395665848855533,-1.2358774416460947,0.6009668356216457,-3.408287423437341,-5.770657949602614,0.5597450829481786,-4.910684011309082,-0.21298072587197178,-1.4626388216310995,3.5420990498390665,-1.317363734283024,0.07732824796696561,1.3801600868482187,-0.9965946839222197,0.9979112079117457,-1.3001265834803293,0.9393713146238314,-1.6023206451476846,-2.6978867023082214,-0.3484304355847929,-0.2368811692004471,1.0956760905663405,-0.6251197294083094,0.14823156785348765,1.0762124255216952,-1.7589502864267386,-0.3565524857220717,-1.1813683131637793,0.11931705768827099,-0.20063059850544096,-0.8700082132296966,-1.067705442261047,0.49248638221470165,1.012347179897052"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/r_246_100.jpg,Apple Crimson Snow,"-10.631881996073712,-2.697334797754033,-1.2884212075709207,1.036083469374226,-0.9155077844839012,3.1210445020402378,12.007665195635711,-0.6330997423495328,-1.6470739067887759,3.1381623681660646,-4.454665267863217,5.502175428163854,-2.8691422652543555,2.7872166314853133,-0.3742388685670848,-2.669821251543875,3.5131248924828684,0.7335362211290889,1.0754414144696938,-1.2797862352599394,-4.573934741440541,1.2938600712890682,-4.258232708083479,-1.2927019658518404,-0.26950152882065886,1.450713214503696,-2.175090005735997,2.63391700192196,-2.705769646965515,-0.0029566709766012645,0.5859720514869989,-1.6883595543139658,1.6178252433501419,-1.5193028107948452,-3.067003481931385,-2.0603662542029,0.3165539898235983,0.14981625456267375,-0.8865013890636759,1.8848667598207023,1.5120230968721609,0.6159792350096711,0.8854639044817503,-0.0558104572970164,-1.1832945355424678,0.21499968433016564,-0.9168948180756656,-1.2110317218127442,-0.39026978495756137,2.637102900616155"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 3/r_17_100.jpg,Apple Golden 3,"4.695986396749382,0.928056525313071,-4.954883434002959,3.7248932828351347,3.671975213239263,9.274074805276115,4.049212495293434,0.8062752011952314,0.21610387477897647,3.969446345998885,-7.777464435334156,3.655177228600821,-2.113946322953055,-0.6134108856316864,-4.094046572426168,-3.204131378783071,4.212421926622397,0.5584596866947812,-1.3825367362573884,-0.5388405105375368,-5.148546910365399,-0.21784747217806585,-4.510997048347052,0.05384135398351879,1.6207218107776866,4.905725769595521,-1.726369532403188,1.7247846650643992,-2.1232813542219056,1.1892655728801227,-1.272851406575289,-2.8347451057182353,-0.1789910933910804,-1.5159300512063334,-0.1918383950818973,-0.23561808460162445,-2.0397195229414296,-1.559090297299778,1.261701222039095,-0.8419228471049072,2.4980446472138786,-0.9088792220689627,-0.42719692388602376,2.285399810439955,-0.05285072429053499,-1.5857713335845274,-0.7874976389915982,-0.25331057275444296,-2.809815202455136,1.1008443237593826"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 3/r_245_100.jpg,Apple Golden 3,"4.1608417413482455,-5.81907327498422,1.2409808083950078,4.11548679182325,2.953836139962434,9.392116391323196,9.567908756040781,4.713125948916191,-0.6131121254325002,3.919162887811587,-6.091535874927621,4.288107208908431,0.3930810553865152,6.594655848263889,-3.6023907531496215,-1.5055611555082364,2.530752684991368,0.745499391520235,0.15470383499406748,-3.7281444679757243,-2.7547770291174136,2.9574923066272842,-4.6739296821135,-0.504475861495031,-0.08859042967671477,-0.29168759553889423,-2.2085354872738994,2.601396862114936,-1.8395449438211047,0.2187748069111494,2.266179515569117,-2.574800682100725,0.7968332892452819,0.9762200567109051,-1.3577775785987671,-0.6466861608493882,0.6645971826043297,1.776369673493873,0.7692869338380169,0.6070529180326856,2.170343776155378,1.2666881599831972,0.1447993461842263,-1.0846898257143338,2.3995865941145396,-0.11159520430133006,-1.3126307635609031,-1.3631243446063437,-0.3373725332424228,0.9397943101147406"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/r_188_100.jpg,Apple Red Delicious,"-9.816002543484435,-3.6351071623134943,3.0220081038627713,-4.766636293281079,-0.5689859241630314,8.276418495595399,7.46573927740422,0.9609736222854897,-0.6231494488212624,4.418546755987977,-3.5209034807251367,2.8842350689440344,0.1342612850469551,-0.592228527483416,-1.9342170273982047,-1.4870091906181577,3.9131154566717,1.1170080020478326,2.4831856339443754,-4.092798574890563,-3.6558213667406454,0.14373644849551295,-5.070649183750895,1.7574092808259456,-0.41218929128407056,3.492838346695914,-1.0173296781027537,2.4359868476302284,-0.9618663971676704,0.16339318895526533,-0.16688504214473612,-3.338545888723198,2.462543912203462,-1.466065137988616,-1.0383202503006452,-0.7221628849384314,2.341744861591096,2.410528585039625,0.18835561608603701,1.0877657975488015,0.8263237092976902,0.7384850674026239,-0.8885159105364783,-1.2027013146017702,0.8214279704714169,-2.152901221836537,-0.2843308449027051,-1.1790179344498615,-0.7800865956980754,1.7812996574289581"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/r_186_100.jpg,Apple Red Delicious,"-9.21099136655281,-3.8208618018785074,3.4040456942157458,-4.809462073826562,-0.5147881095562438,8.256229412355035,6.753864658097032,0.14256621989281684,-0.06346147200604646,4.499518792456914,-4.275049736512033,2.6717071202879668,-0.12228621193226466,-1.1423324726185613,-1.6914940008171464,-1.6922001146436465,3.626964527176766,2.0564352096761573,1.760564821695447,-4.048055025886789,-3.3531987494089046,-0.2661191901057302,-4.741854926688275,1.5029123225500038,-0.0871122373197149,2.9591675255682928,-1.765322908993519,1.9460925255358708,-1.9302762929314454,-0.12217445034351629,-0.05622213814805461,-3.7041229736071286,2.788147242697997,-1.7482125343891697,-0.8487064925855137,-1.067273845958153,2.0068738219650735,2.5146413147279,-0.46478710715474425,0.9076276857516059,0.8528308870671372,1.0854655650298275,-0.6896595682657091,-1.0395280742782993,0.7842551494034145,-2.002719977426612,-0.6520401450317884,-0.5680460745991956,-0.40073365025251895,1.6755438871281354"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/r_187_100.jpg,Apple Red Delicious,"-8.958746541975913,-3.9914657363693586,2.840014353055607,-4.041397660176629,-0.9449027679266998,7.951638462227059,6.384415605596558,0.9692609870470749,-0.45608710461008145,4.654522153794941,-3.7793235801152494,2.7797974415293236,0.010710427923882796,-1.5345093894375603,-1.5512690642046363,-0.9809625990161921,3.8289353426614583,1.2248267339326193,1.4523269994457926,-2.8787729759317924,-3.219653412104829,-0.059046831830932,-4.50952075261071,1.8971349510511788,-0.6060404393599638,2.8580839390658466,-1.627439569293669,2.2642868445755457,-1.900201667719788,-0.361423824850464,-0.4599772767342585,-3.755285141710175,2.5383099557773674,-2.243714811007607,-1.140985018369855,-0.47336104845558274,2.0622909873484283,2.4855878212299274,-0.2911396079496642,0.9750802472125287,0.5206439361786078,0.7534329389931983,-0.316855897327672,-0.43162945583128126,0.8765614052886295,-1.5581111436559116,-0.5570264470834003,-1.1280773261692285,-0.5115325519176691,1.129607243920375"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/r_264_100.jpg,Apple Red Yellow 2,"1.951476070083289,-5.582418280888052,5.531025521606775,1.73319665610056,7.979618549718741,1.8665911236687935,6.905251347608834,6.0777579418566,1.7884271647157644,3.665923763047961,-3.726479911597917,3.3574810338717223,-0.607878615494662,3.2852855922054456,-2.807220522892285,-1.5763788136424035,1.839917154301268,-2.1292932951231482,-0.18003736226869996,-3.448669032032523,-4.729198446171491,0.29672611495563567,-3.37707929693884,-2.153292248819251,-0.01516883654590596,1.8607099802884333,-3.887269631884848,0.5970977228667909,-2.9832543002406475,-1.0600966380881236,1.020208586821203,-1.308184258056018,-0.715808825871199,-2.3502963198068656,0.423148614613533,-1.202140269008718,0.4006979590996065,0.25167457919837016,1.9398113677776698,0.625227931876105,-0.14351253212373136,-0.24856514774872113,1.2581651240531846,0.03886155334637746,0.5797583615837284,-1.2781622910314012,-0.85170638297952,-2.754952113351026,-0.42649823118449015,1.9101567000999624"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/r_70_100.jpg,Apple Red Yellow 2,"-1.8291622643869587,-1.2050926298866171,3.3111965619087353,-0.3476406241259813,3.993049428596664,4.190107386399402,9.301122676009683,2.667156916628923,3.708715868254499,5.339710008340526,-5.411034398455312,3.5023521024394833,-3.852011032913245,1.9088853900638996,-1.008949243871459,-1.8777385742978583,3.13042751271653,-0.10227561942545617,-0.5591373643907291,0.08332248284721083,-4.202781602581856,1.4417456530951374,-5.698408291823093,0.1348392653317587,1.1793054875463225,0.6972708911084236,-0.9992565816629052,2.2938887328003745,-3.2041703442806493,-0.6241747622921108,1.7339064309488539,0.4825835809002232,1.1950750447606295,-0.17984102182706774,0.9089140278303108,-1.515732370599726,2.042352287986833,0.33399821142857106,1.0632408634189734,-0.5073605198382619,1.140610062321236,1.462110442764274,0.9047613788366657,0.8001913883300508,0.33859620892858855,0.010393590343692732,-1.2964504267966668,0.8346832226545792,-0.7875985852528439,1.9442044933189562"
