path,label,pca_features_string
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 3/r_310_100.jpg,Apple Golden 3,"4.903372335205923,-4.5614901962291885,-4.7318962801222355,-0.5835721313386143,1.3324797829986261,5.661077931338594,5.3495764110206805,0.8914575729265315,2.8080237155907746,4.834572695337891,-5.071525540556448,2.5873665736173637,0.49566981933928933,-0.11662966674386392,-1.1351100162193755,0.10656475607503908,5.305141046979297,-1.910851690991314,0.9821537793694707,0.1745301344526256,-6.024838299300237,0.15515938542463445,-3.98896766514718,-1.0510250286504652,0.38030627195232014,3.8565232738430604,-2.1488246794443286,1.5631154878346702,-2.033989056530476,2.0076974341443883,0.6015134777717837,-2.9405219659646837,-0.10935452077597253,-1.477179741571143,-1.4411592434242717,-1.3381427652473916,0.19784498016465268,0.5699743711298048,1.538259718892306,-0.5875716010211907,2.087019343044941,0.9975901314331697,-1.600543686335446,-0.30942306845831,0.35480909764127083,-0.646203686506429,-1.4743414726791886,-1.8192479873494014,-0.6121540474666832,1.5715038029366546"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Granny Smith/r_205_100.jpg,Apple Granny Smith,"4.723532035921254,1.8072747243182206,-0.3455081072578055,4.830199002548072,0.8414163595431567,7.962763133263178,3.8084988925972443,1.86947790883629,2.8903682402323714,1.3868446971369184,-4.136344623020097,0.1253865274946429,-1.9524801354264572,-0.8240596976245879,-4.390648170675079,0.5978616843821305,2.6962291771046574,-0.004240517508087527,-0.7012901888373663,-2.6822565559739444,-4.212699514058433,0.13984320758136615,-3.3038959859017187,-2.3672019915475353,2.7797957792473653,2.690573116826395,-2.257249526250261,4.266729971406589,-0.782287519311013,0.666884795536824,-0.07374659740870985,-1.6134914593243606,-0.10357040952107788,-0.19584222525016645,-0.403506153573638,-2.2197046536235114,-0.25049903369012744,2.11958243273369,0.18264200150415913,0.47964348846102195,1.3203612630283759,-1.031819591578994,-0.49096674411841806,-0.0365275508555554,-0.1211364328062711,-0.38669561615945003,-1.7136964660462013,-1.5178820853468813,-0.9263525766334729,1.1435119098847268"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/94_100.jpg,Apple Red Delicious,"-13.513921305848328,-5.727736841863951,3.327278135893653,-2.192689111899998,-0.47426968001094055,7.464471214264906,2.937742547809192,0.7780849199544252,1.8301015538381813,4.630602078928969,-1.5275258427237832,5.407847011446866,-3.0857531754575067,1.3113596010474176,-3.0983615041974804,-3.1872500457323465,2.1649267002884427,0.14198034368542306,-0.728042132913311,-3.037690967747469,-4.20692352053362,0.9959680690795717,-5.887634467648918,-1.1390515778553765,0.455481462710053,2.060718173635953,-1.9511973027963052,1.6045161420687326,-0.6590340032743931,-0.8871162811090388,1.7350800350767213,-2.17891054474197,1.1184619689872155,-1.3390482847606413,-3.0450074601448165,-1.9956455270513231,0.3159086425703008,0.5859532989755357,0.5667780797380141,-0.0009959290419465118,1.1316475247680886,0.6681853618776998,-0.23142472432853736,-0.8881821598636339,-0.09627022192674468,-1.069431632264079,-1.708532009116834,-1.4897758641378203,-0.7197949938660413,1.0982365601722364"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/211_100.jpg,Apple Red Yellow 2,"1.0923854367664718,-8.631197475292396,3.3092060042856066,3.086989137812049,6.815077351210425,1.491366229645648,6.856346217697152,4.849500617323067,-3.936401188639737,1.4453750323492291,-5.741560495098445,4.101303657908338,-3.015083619881953,-0.8841063750698525,0.5155930896760549,-3.909918170037112,2.5414364359732105,-1.146067263464391,0.67260218171623,-3.3837385464758523,-2.3791115085029215,0.35594703813439704,-3.107432934444027,-0.2322723999439938,-0.8311651975485612,1.8944834507894552,-1.6829730543853458,1.6962946527172786,0.4154017241018402,-0.6772490764464547,1.1721864119455243,-1.9844694623480708,-0.066950059674319,0.18184217128541982,-0.3911492164423671,-0.9351963049127924,-0.20598470374576835,0.8467021061973763,0.5319459319543357,-0.6213974341429627,0.6324248816214127,1.1901214432441003,0.9707597974563577,0.7411150747464053,-0.8889645561667074,-2.179857436746172,-1.9132253373418768,-1.679400454615669,-0.4220441589921323,1.9763352353269672"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/264_100.jpg,Apple Red Yellow 2,"-3.5741597912953273,-2.9531451236979414,2.799356639699938,-2.6389423458157664,7.40915043991029,4.26194138884408,8.810772340265126,0.4009035105328187,1.3073163501278566,-0.2668933093866455,-4.24801034941785,6.7860153345349685,-1.4691566380426684,-1.3524690081517945,-0.502001915808045,-3.5062624196348056,2.6444268142695972,1.1320099224230946,-1.2176150791812974,-3.5494204975465586,-5.896224744245397,-0.6121014934801143,-3.4910301468240132,0.0637247766320507,-1.409729973843349,2.4241565372970113,0.8342324863161669,0.9138755504887032,-3.257826336199233,1.3002092592182053,1.2588577021295533,-1.138350862129351,1.6588731864549897,-1.5236687523263284,-1.2589763478787992,-0.3647965542955445,-0.12595908990329993,3.537716560006058,0.4926455795827229,0.25496429988380265,2.3269286748983036,-0.06557122149720786,-0.07184717743962832,0.7998988135601175,-0.4792853931201962,-1.2228624078653663,-1.4517529012081427,-1.800323331322562,0.15420395823084465,0.8586413437544144"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/r2_21_100.jpg,Apple Red Yellow 2,"-4.724425947949231,-3.5066125882110946,4.469158810656492,2.462952660373127,7.8845371650902765,3.72447813383041,6.218429834776791,3.434970677877982,3.7891800907622097,4.909250925704248,-5.413678578672165,4.011265321901606,1.311050605286558,1.7984632024463378,-4.034028070275149,-4.857683296454533,3.2657095565769487,0.04118314930947621,0.7772022514185095,-3.351018557429354,-2.6277455076922616,2.804730216931892,-5.21144300234594,1.5950940051847105,1.288812672445858,3.6883897025119037,-0.39766065353340213,2.12819742221543,-2.0807257977386655,0.5056934010472701,1.050771671514812,-1.1716623782076172,2.5798778888134213,-1.7069636942143869,-2.2957360715017603,-2.335967408799421,1.512259958540823,0.15525011985954792,0.7863017469282816,0.8703689778073284,1.7528096258784276,-1.7668747736344304,-1.1977723175071593,-1.794867721201222,-1.2588359043751418,-0.829993417433057,-0.9688533596426718,-0.8701958838761658,-0.3166217184651256,1.9739596997663897"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/209_100.jpg,Apple Crimson Snow,"-11.362904799942527,-6.150858864553566,-5.880632796954007,3.060517423496861,-1.4035973327546347,1.9346042760124686,9.444489018854382,-0.7910330961490253,0.05219663375727877,1.6512134195621393,-5.2088118421207685,4.178947804740708,-2.728254521737004,1.064424082680792,-3.9710510632713203,-3.603397212240469,3.2294516214309597,-0.9822615919891152,3.4803224698055644,-2.2433923837593763,-5.055616120360401,1.978475512240748,-4.27022455543855,-2.042851484254529,0.5083004025483064,0.6317921076356628,-3.070127416539628,2.5692927627161266,-1.2988678203687503,-0.9941028298881918,1.4592544658117461,-3.1428206908409293,1.7367449077972419,-1.66563321073078,-1.433728038579758,-1.3470532929832133,1.7437729384913994,0.43446601864746576,0.45961471412637994,1.0004380779702162,1.9102526398753488,-1.643176860192472,0.7811698164680232,-0.7578632546770544,-0.6543982124203123,-1.1886178741953515,-1.352828183496674,-1.1066082172751883,-0.8846358545289089,0.6871491454403398"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 3/r_269_100.jpg,Apple Golden 3,"5.899656888123851,-7.410212898804369,-2.5736939664563927,0.6273424667529256,2.268999962367041,5.071271171871055,6.2065324974356715,2.773166310891104,2.5541939060469288,3.2891669638382868,-5.039950605112671,1.2940758417804015,0.5598609697359853,1.7490892022462685,-1.5210936037797487,0.4470223149792682,2.342158257481927,-0.31237880288863246,-0.4398031556170892,-0.6236418920533291,-4.089933140987651,0.030472193968219437,-5.109525019434308,-0.3775454146068306,-0.07308206202702798,1.3176173817936423,-1.9366167962299883,1.4579617181126152,-0.6976044222690841,0.794079482414287,0.4083005371000151,-2.89313877012003,2.0367332600612817,0.45776214305427476,-2.10426485753035,-0.9492936775671877,0.020287588271783636,0.49599555201915657,1.5525737389974847,0.3070223426880365,2.029142525913086,0.10083005361318137,0.4696145333958571,0.30025327908392435,-0.7341361662277543,-0.5751063855723265,-1.4316086808334252,-1.6587807248260775,-0.03979437328187819,1.2870029075695235"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/r_204_100.jpg,Apple Red Delicious,"-11.747753472798108,-4.037163830520617,1.7722662201439845,-4.618511396809649,-3.3138281511495715,10.347860511965619,7.507359212643632,1.0743065131874907,0.7936143856840788,5.412083883959957,-6.255219749250092,1.956517838892313,-2.394796311496002,-2.170600088975797,-1.8128022071577656,-1.305660057309109,4.376418461916219,0.6435525706699501,1.3535105568955081,-2.843514747235557,-1.6897545662515185,2.15908072430686,-5.096614820696832,0.41845249091166015,-1.0288823045379114,2.124567209724947,-1.0227267893717968,1.7591955308459688,-2.7868560833057123,-0.2767929209937523,1.3880380435076616,-4.212653841100368,2.8907978335591142,-1.265442352215334,-1.2820457150247373,-2.1645962024729344,-0.04928008616065768,3.081125497582455,0.6992302169573813,1.156544010243978,1.5008074478494648,-0.9674619878550565,-0.5964247136381636,0.4267505908346488,0.3311899376599161,-2.0272696202531937,-1.115038365745753,-1.1090059748718604,-0.7926480922268057,1.4744830837637066"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/190_100.jpg,Apple Red Yellow 2,"-0.89750725996321,-8.2912315482863,5.517496481920773,2.8294821855037275,5.925041592252791,2.3693562169106563,7.478894616360583,4.553170091442914,-2.32698254755829,2.637446229233494,-7.337741222373914,6.295395590038264,-2.98792152172181,-1.974610884276371,1.2267291469829626,-4.811455143250292,2.40372563466352,-1.3403660090842064,0.45123444981552613,-4.053170332427606,-1.7389822705370326,0.025124472190111873,-1.1056424794147879,0.006895766183947846,0.1896979557291241,1.8959934299909789,-2.1782887028999958,3.045286952536497,0.6316426810163648,1.028240397118818,2.3906468137949615,-3.3772990074424927,-0.9911479975166249,-1.0760742614970282,-1.4881648584583753,-1.5137137199120811,-0.5168322656946924,0.4055538461413403,0.49180525229600747,-0.07547249928431207,1.5675457210285761,1.7523546707067799,0.9589892693145599,-0.00275637977833593,0.7719643054517583,-1.4759418400720794,-1.6439355052839373,-1.963918505102951,-1.6050720985669156,-0.05764560190126616"
