path,label,pca_features_string
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/258_100.jpg,Apple Crimson Snow,"-8.943279350435512,-3.348921346383066,-3.561117962757942,1.2507600171793996,1.1409431855097891,1.1346588185594482,8.205571137711011,-1.4946425156908525,0.8266881435106124,0.3646607446781758,-3.0811232775630097,4.2452151152916,-3.2214986569196626,0.5943760428523505,-1.2507819568804373,-2.730350928288479,3.8101981883418836,-0.247967238436304,0.11676876661785106,-2.6955372557699833,-5.119758363666643,2.135304718942398,-6.064355406136965,-1.6324738772351277,-0.4247331757266079,0.1787470105775291,-2.7870949939756793,3.413201193748751,-2.6370118418077118,-0.2314815794328059,-0.0925578843691823,-2.2248851275029615,0.8610731527733005,-2.14711754515677,-1.7498801681994909,-1.3974991245981558,1.1363662279772726,-0.18220838222041114,0.8804674283736942,0.5116827414442936,1.913634431275582,-1.00298624917229,-0.6426603473541549,-2.334969083656749,-0.39170986982846373,-0.1135229324184814,-1.3566591041806313,-1.6379551581608855,-0.6369020609992835,1.397299774222838"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 3/119_100.jpg,Apple Golden 3,"6.418040931207456,-3.4036368264719714,-5.200727277415483,-1.4273514429036012,-0.2216202293131941,6.160541636254314,5.058487312179121,-0.39175140123311814,2.061245829074452,3.911541196579971,-5.5522765596224914,1.5953702303668285,0.18084758120128622,-0.20270426025106683,-1.735101056464079,-0.13196336049350482,0.7979187662229051,-1.930786954980072,0.703444708569435,-0.7046651286066341,-5.772587181581846,1.533654757008343,-5.720442879393564,-1.1361944287996386,0.00595062791325814,2.9849285684552087,-2.2998642658560953,2.2768451998217127,-0.9373318513062271,1.4690871165387016,1.2909903421279043,-1.2858024523690388,0.8638742527346311,0.10736789056241891,-1.9478657587308712,-1.6387542145220901,0.9961066708997879,-0.4157151306162721,1.3944391706949668,0.9232194143574434,1.4683771188892898,0.5715675021490577,0.1032746399695686,-0.3324824355220939,1.1687310501821966,-0.46234515386077146,-0.8252374735846658,-2.1256988257136173,-0.9191990820218521,0.2659136849998644"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/95_100.jpg,Apple Red Delicious,"-13.769643077473065,-5.27458856205765,3.3548771310293257,-1.9080109974271777,0.46498743923551183,7.195257763016312,2.297322131745916,0.6066978005978617,2.347736819538873,5.193537517043019,-1.1924329266283191,5.513040999139128,-2.6628140578313455,1.3195283593507077,-2.644108172779024,-3.1226035849046125,2.340196632389477,0.13639033943169798,-1.1117808259047042,-2.764376977299411,-4.343970280413643,1.048036365472739,-6.076779511621123,-1.7160731932274367,0.05102484734086078,2.239717263951943,-2.0548815948069956,1.352902946018866,-0.3235232043440271,-0.4967576937175432,1.0151178606990567,-1.2879851139046288,1.0488825829022614,-1.272815103766361,-2.864907125649707,-2.1863649621148786,0.10737618264823694,0.43637541873637914,0.7567808356177769,0.48814428455536035,1.1276830248280245,0.7997491726773475,-0.17171870391257185,-1.2042667622834748,-0.36801429125343404,-0.8816830678285948,-1.6875118563787883,-1.609698767610621,-0.5458445833474347,0.6785397998009371"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/102_100.jpg,Apple Red Yellow 2,"0.02398619217822399,-5.742892351759932,3.980628246659091,1.1292516091401867,7.222307221497774,4.502759454296856,6.619541924725879,3.8147010774191243,-3.324789780000711,3.8469021256628753,-10.037236127114125,1.1241885908290157,-2.3931378467109288,-4.982505740285674,0.861139035920319,-2.9326462567961613,1.945181601404431,1.8093215651430927,4.286080001010268,0.28811330084938674,-3.4988788788579797,2.576158223248174,-3.5142985318947564,-1.7071705821814893,0.6663688420735872,2.4359657569765587,-1.1481517582413863,1.7204798043138014,1.5323659896527917,-1.3754069711389654,-0.5360504451492131,-4.04100292781565,1.5353845239163992,-2.43442888964197,-2.602997113176642,-1.4041360670444079,1.7991885467037985,-0.07942915488200236,2.3988743493232665,2.3096928970428805,0.39778967888537947,1.7829863153096503,-0.7862416910558667,-1.2418911189068338,-2.3020581953740065,-0.29333450406965517,-0.19719853159699796,-0.09633585254284387,-0.2960893094105632,2.265542802432482"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/r2_236_100.jpg,Apple Red Yellow 2,"-2.801942428260375,-6.98035574691829,4.842245315518989,2.4750603087218335,6.447992164238111,3.1810903667882857,5.315696595324903,5.853129408888968,-0.3291868034848771,4.241692243950149,-4.505171746240915,2.6249108839845974,0.04709284088251992,1.5509750373306534,-3.0229129751936696,-2.7221811835705045,2.3120830087131883,-2.260742410119825,2.7849985679407836,-3.0879435966027278,-3.7377505683792696,0.3113662759863221,-5.060499167546531,1.7721187539558556,1.1441588881916949,0.8019687625535062,-2.616847098067932,1.7555784930998743,-1.5451378686591495,0.00681155391443925,-0.402814423318069,-2.368328532247815,0.3414038312368905,-2.49482514466268,-0.14080777832609273,-2.321374096750584,0.8258848685189758,-0.0070653149801558355,1.8959130894312508,-0.2064735458758935,0.8330006723715249,-0.7715797167796988,-0.5677302337047402,-0.6198872368160168,2.539520327288862,-0.8904955424536444,-1.1475657590204957,-1.2547444438565323,-1.0145115374554368,1.2272679286808579"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/198_100.jpg,Apple Red Delicious,"-10.572013388268598,-4.793855430453782,5.782010872535316,-4.69152366822017,-0.48250951160345906,7.450339333556528,4.032096387143543,1.6918750640236508,1.5545554826978951,3.8280837240136183,-3.392458928401306,2.5885373533816898,-0.9190720418552989,1.0656775844632689,-3.41518899529298,-2.402285417099248,0.6486371012277437,-0.3437740534029713,0.8684147068548359,-2.271401480917225,-3.7348313796757306,1.0430443392457314,-5.179829249264711,-3.0514330737848963,-1.2255367604162872,4.078364759931959,-1.0680229067262164,0.8286618412243123,-1.0542440170882308,-0.6804089963118644,2.2840494270095326,-0.46556216641123,-1.3102403524481292,-3.709082124690125,-2.6323880127916985,-0.34762333917047916,0.09186717634449633,2.143755357934408,1.6631727775404717,1.00012456107095,0.5736303004813968,1.388329053805783,-0.20551075185229456,0.21833635384135344,-0.523528561474636,0.15929660967489162,-1.7895880666480686,-0.5854773168310107,-1.3758213516658404,2.011556870361156"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/201_100.jpg,Apple Crimson Snow,"-10.669278558390083,-5.764909342441608,-5.946068198705469,4.18716214640091,-0.15404265788211585,1.2563085544766122,9.193646471499662,-0.4382235891702594,-0.27997664392263466,1.7685246675688855,-5.279290822708484,4.377964838707153,-1.0646920659276848,0.9345938541845925,-3.8291295454118623,-4.2199650547858765,2.8503441313036464,-1.0054135900985957,2.1830473980504888,-2.5989977173235115,-5.008919685067988,1.492568881053806,-4.373011733126895,-1.8292466412776243,0.87816534907632,0.8940679304071516,-2.6339222037187056,3.016291394535439,-1.663035496828525,-0.23365946580328645,1.570066022355976,-2.7208038693941736,1.3113169304040637,-2.3362422014641884,-0.5615215558015281,-1.9904324205401638,1.4409288271664393,0.18109456699374532,0.37785732180648574,0.5657173075079361,1.7906488294071194,-1.1168588545274603,0.5125801046383822,-1.0102244184824953,-0.4264225881480006,-1.4985299914339907,-1.3615812142061627,-1.1108169956451395,-0.9892396618986159,1.2744667608227547"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 2/r_143_100.jpg,Apple Golden 2,"4.293825921252471,5.711520639479696,0.818282400065112,6.9760589961805275,3.1188988429868174,5.754643602837359,4.344779564659146,0.45174310557393177,1.870077299995183,5.016976887428313,-7.513345800747054,3.8679728750852904,-1.855926171434314,2.6661919947203443,-4.206219926733263,-0.9604774182683161,1.4995502528341884,1.9025685747472831,0.8688288500650996,-4.969371318669961,-2.8184628972640513,1.4811426040591054,-4.953534706001489,0.02768435667187748,-0.9451437088872245,1.4868694583044353,-1.962814246671141,2.7936350931580476,-0.5415476978684474,-2.155368649628542,-1.5370091535746868,-0.6173890405863409,1.0718703149525206,-1.8631769995093201,-1.3535091487363184,-1.8610748135829605,0.6703319811148494,1.8964843682799117,0.8264579463400892,0.6178126185145515,1.5710100156467484,-0.09768957671472873,-0.8691260775930458,-1.040061982356222,-0.0339912276773397,-0.6648634688813118,-0.991634011827557,-1.976813229626802,-0.7846104621232451,2.816248159683809"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 3/r_313_100.jpg,Apple Golden 3,"5.681678212244246,-3.6994982208905274,-4.956279644400382,-0.27388099571652497,1.6617435607789637,6.126546244204738,5.84872334759169,0.19097185484844725,3.019901105617761,4.48981707195574,-5.561287754190612,3.1918812111077806,0.12934882934049896,-0.2810011815100253,-1.2768751237130447,-0.2091583447147354,5.1679362566407585,-1.9201689446349726,0.2963677992029955,-0.7364246319422425,-6.159074734954721,0.16555080481029694,-4.191720321152954,-1.213253858804623,0.2606497614524237,4.075815897415372,-2.594280306537072,1.3783469817462783,-2.2043781332289902,2.324699590995384,0.23167150793707122,-2.2295215564563566,0.1658775389405443,-1.443440734151435,-1.5640489457221234,-1.9234703372362525,-0.07359960425575476,0.09669631406443419,2.125551048271378,-0.307236877693001,2.3686135013543703,0.6895238945974576,-1.502715253370648,-0.46559457960668715,0.1084971929375814,-0.5170258891673919,-0.982441999604784,-1.806221090470807,-0.9205235809815725,1.4170117387636545"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/199_100.jpg,Apple Red Delicious,"-10.33571126034104,-4.979598225797819,6.38066985164969,-4.928753209719137,-0.3415935097290082,7.313790713449508,3.2819967213186656,0.9685931396972561,2.0623431018753675,3.3862185542707497,-3.532823536071575,3.2392944693610235,-0.6122262694414328,1.1328997714084996,-4.117619198104968,-2.742018618274607,0.13292671906181538,-0.4761774131697791,0.8056040344431302,-2.826366159669398,-3.387432943049202,0.8961520250694818,-5.377863927130629,-2.8915034392620718,-1.0672829526021026,3.859666825255946,-0.9891489748719021,0.1489817061979054,-1.0331736220702867,-0.6357597660360884,2.1549725719222907,-0.6730940439821934,-1.221226327689774,-3.2714949058356306,-1.96165205501706,-0.3339257535448573,0.17474460413711218,2.1941713613333387,1.9001123656672076,0.9843789058002778,0.5857500826201569,1.650190822464482,-0.07195504880616983,0.16619124855348377,-0.5259771671720409,0.024013668661388817,-1.8251325199124404,-1.168350280275198,-1.4594682086105015,1.9888522032345182"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/r_264_100.jpg,Apple Red Delicious,"-8.489619662205058,-5.103729638621377,6.103058764370684,-4.679281635837608,-1.2521162951043865,8.307996957779276,7.792786347323592,-0.36896330529366383,0.6148932357838495,1.0994818385443745,-4.1992555118361246,1.164358115308463,-1.9098416075186095,-1.5704933462723771,-2.3950029601530844,-2.6022062826878214,3.406420410335888,0.4309758642584709,2.7028447918311227,-2.9997469203557476,-1.1793359200483686,3.2869649720288856,-5.32397512931566,-1.7743003553739953,-2.4144766227639862,2.2153242952817305,-1.5276724848168517,-0.39666480563527,-1.8220389354383915,-0.41318715974825115,-0.377293467135636,-0.352449859719131,0.8065714195512506,0.6597084333346531,0.9410285666772878,-0.7152545744358183,0.4993815965079441,0.07592412325284514,0.977973071043964,0.35390560497302465,2.7557715798427296,-1.7197281039549144,0.8753844992125646,0.11271397364463889,0.360759363783459,-0.5386472801162925,-2.7783304874106998,-2.8601010934984075,-1.3748422232959714,1.4345477177963506"
