path,label,pca_features_string
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 2/r_110_100.jpg,Apple Red 2,"0.4404499672114894,-0.34529926011932704,-0.5728883446092138,5.286295902794391,3.327079210615881,7.720961233055035,8.902007279635772,4.596587342975987,2.2279409757117876,3.3308515040531677,-2.208480129913085,0.1200037556630658,-2.212202692339389,0.7741661093513599,-6.4485636844196,-5.306125747717575,1.152242375452799,0.7819374451097325,2.290799400999992,-4.639585703728142,-3.1146139649809523,1.7498122100136593,-2.7897781414032137,-0.32136565989015153,-0.045267023197873284,2.177303979980294,-0.8515515579264182,2.810312732200846,-1.4962042736964627,1.4243190303233197,-0.7910703035703571,-2.2613821083699404,2.3328356424138685,-1.916660597045385,-2.1249666307204884,-0.1594001240760473,-0.9367101336613041,-1.301712518638354,1.5985019230635875,1.4002230803900828,1.1437383162447923,0.936745841315747,-0.5431124748505838,-2.350906553020673,0.2772345282106556,-2.8341708439883964,-2.2893559818702105,1.4688374031251312,-1.9409253120848402,1.302430895284011"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 3/r_159_100.jpg,Apple Red 3,"1.9339502204060108,5.133503513818835,-0.8484967521921538,3.6368953328553086,7.5915003269956935,10.657313294059486,4.021142574145614,-0.6663290856238103,-1.8794718848923184,3.3639655020347408,-6.447481980205455,4.998525728921309,0.7202811648193006,1.0871716262542965,-4.173616374189439,-1.5027658428718855,1.7659764669982678,2.2311244132424397,1.8080609672950139,0.5603073192640815,-5.371469222123774,1.2025627704780302,-3.2072818487567347,-1.2324316256453314,-2.105999986428035,2.7482813732040765,-2.0963593025171483,3.2293149544031596,-2.2767287308195145,-1.6106029608825256,1.1950034136778653,-1.8863614690265744,2.565300378712523,-2.1073789715921336,-2.314349946259705,-0.26667335854204766,1.3675468890831968,2.277490178933699,1.1157691480171605,-0.25379851555185234,0.5033692039515083,-0.929886677149116,-0.4986796444726045,-0.26776586125093943,-0.29297442674228347,-2.014516107615934,-0.6663900355404301,-1.209599391966105,-1.644658611663754,0.8319327540798873"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 3/r_176_100.jpg,Apple Red 3,"3.278955988434511,4.543375974043782,-1.1330840392177053,4.186678890268383,7.353269373617858,10.389673681584988,3.937182233312069,-0.24721098528149593,-2.3230125971804,1.2302002382893429,-1.8206534354017248,3.8016441622753336,-1.7422638704318343,-0.7602952259509972,-5.732108378829593,-1.828806592195203,2.0698866400217955,2.3005560336877164,2.6208685724059,1.0789195653879466,-5.244004428293474,2.7082605261413915,-2.516383225940779,1.3764663912317514,-2.5317770036362135,1.7226887623107006,-1.5935914856428512,2.0592755974083565,-2.6447630793698598,-0.8092402984789128,1.0796436467804098,-2.43819790593961,0.8645014779526535,-1.47974445438955,-2.033895518797944,-1.4999477200495859,0.796408444881971,1.6309544218059762,1.4857784393800886,0.981479588188746,0.38705729521139104,-0.2110343496782563,-0.16767065052763563,-0.14114479167476318,-0.7349075816579376,-0.8123132012720156,-0.2794306108520021,-1.5995442862278235,-1.1831657837954237,0.05062920019586187"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/r_91_100.jpg,Apple Crimson Snow,"-7.811629655544377,3.4079797949150747,-1.870162187947917,6.2783744602361855,1.3192142614677533,2.871969942054091,8.606922207130687,0.36814580569284217,1.2073234737382375,4.801430735693509,-6.458703170803986,3.6417579202758468,-0.28488303825824235,2.306570287575798,1.0939192822004467,-2.5452859213077543,2.2887323434118434,-0.25962214645113657,-0.855452284054248,-1.2412243591777685,-3.2831550968456473,1.246328096809761,-4.508803305696172,-0.8632728812333426,0.4911598258813325,1.2809066402816327,-0.9855157573016928,1.3153989964798694,-1.8169622211802827,0.5046916991057434,0.9616569265164339,-1.5937170028373444,1.8214570575540556,-2.813863855374814,-1.6389633325595545,-1.833124116636057,-0.06363895992283337,1.9060933929681438,0.7953154680976973,1.7712698119189272,0.9946131506380543,1.2391838719355104,-0.08601619268228693,0.11374574344292002,0.31040917440217297,0.22134580702534973,-1.040342154355679,-1.0798478408837007,-0.6451841257424471,1.183251549507822"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Pink Lady/r_145_100.jpg,Apple Pink Lady,"-5.792172055438184,5.321904163738517,-3.234484397785902,8.197183434056152,4.704174417375301,6.198586735801259,8.932887048038864,0.899645547963658,1.985817156405245,2.472316507860207,-3.0723270444622357,-0.013635447127382032,-1.301479166593804,-0.15546927302769817,-1.018606172561268,-5.129019548862894,0.20069780342522112,-2.2411521987390475,-0.2690319220944767,-1.7031653653146055,-3.6753294470300646,1.2951494792718143,-5.963305061978459,-1.7764473093070563,0.23099394022792924,2.7250037394843716,-2.202708636783927,0.7521510122118368,-1.086180302124931,-0.7380529849203549,0.43095008646901556,-0.9080915911922021,-0.1401605177385321,-1.0327495662798538,-1.432149080618786,-1.6035841190139604,1.0866109047053039,1.570254778843117,0.8962221915149988,-1.0730319577219785,2.0059954720918394,0.18914113320721082,0.14153459567693896,-2.414734237769431,0.0789242247018565,-2.1782023119517557,-0.6282182324466284,-1.4447049675594443,-0.8653282399459339,1.7407221629869885"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Pink Lady/r_183_100.jpg,Apple Pink Lady,"-7.2240314967464725,5.738113824214239,-2.843214698154178,7.05508217931911,3.0102968944215096,5.434525638611786,10.114910120161394,1.543424587491709,2.2941000255540835,3.348164057633807,-4.316592628973032,1.6463060989556595,-0.42618313821163023,0.19283154484489118,-0.7397729068634783,-5.830044726854612,0.7116971248589608,-1.6320987912403888,1.0284262794541026,-0.9274567969452011,-4.690015790557212,0.7046599388272768,-5.787591229842379,-1.341791327660873,-0.8053094682749184,2.847623319218993,-2.927365054419225,1.6421999208960159,-1.6611976028573683,-0.24690181228766236,0.5012924089736912,-0.44594184153950656,2.192031399977132,-0.36961448471377895,-0.8224007165176934,-1.3477333118304553,-0.5808317015147506,1.6679101525589548,1.0767668239330308,-0.5776788444499307,2.0901755295621514,1.7882920552528412,-0.28792264362560716,-0.6396870869002288,0.4128673002762453,-0.9112304113414348,0.32313662210713207,-1.0683400262327525,-0.7694507882403058,1.911064358262693"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 3/r_151_100.jpg,Apple Red 3,"0.8461498513127009,4.668992485019825,-1.4591718368285511,3.444389902738661,9.22461572044005,10.992096074309186,5.502368704392596,0.47494204042929034,-2.4542218624205576,5.180771578189707,-6.963122605831016,4.930286663791988,0.39080604120704737,2.4854245487861504,-3.4114983667462755,-2.214435370018098,1.7472566298138295,2.6816251807708573,0.7416680628018287,0.03883688580640641,-4.559747636661261,1.345289160265367,-3.426576800732974,-1.9662905238844133,-2.3184895068800846,2.372805496267882,-1.4975638117932386,1.8905251926084676,-1.9757808175593108,-0.9385401629704412,1.1479534466446857,-2.460949085339055,2.1609467302506253,-2.0045181602070223,-2.015621861472075,0.5639851107734241,1.6311696825870887,1.4334771935893995,0.588397038129531,-0.2443684742471252,0.2564278457454771,-1.2549099542090185,0.05039023196373028,-0.6297144817739826,0.3989257071440276,-2.3297006227412553,-0.34345610433475143,-0.8526881081326162,-1.7315827379491033,1.033328602031234"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/r_123_100.jpg,Apple Red Delicious,"-9.995339512450201,-3.3812895770182507,3.605690798700544,-0.7799166918265721,-1.5388510289646553,6.041635473930933,5.20891608361563,3.2182060200072122,-2.0193936885519155,5.260286460815669,-4.791431293054871,0.002479680792318414,1.244501473694993,-1.061833531267155,-0.06130444277004395,-0.3969167909949777,2.8800878357521067,0.34541459219866805,-1.2722140835902813,-1.1692882808312783,-1.826034380071915,1.7260204748310035,-4.276137657747702,-1.7064885089179918,-2.2055425263136086,1.7379899506123062,-1.7558161962029022,2.573145332544689,-1.1194110106067212,0.09481710423996477,-0.14529262174641847,-0.7159398829231082,-0.4448715544828144,-3.428213418301147,-0.854112931252672,-1.071523828552878,1.8500628680509439,0.41763493839627136,1.0832639144124407,-0.5366939670568036,1.293139055737203,-0.15714159879735778,0.2959833238052018,-0.42229714773002375,0.263119323785619,-0.18128297758289746,-1.3582569513366685,-0.4740364929531008,-1.230720878372777,1.3522841236427576"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 1/r_107_100.jpg,Apple Red Yellow 1,"0.39850899428255654,1.7470800728502947,-3.3529780022631934,-7.572254846200144,2.087853050816809,3.954668100309172,8.16834345618688,4.828668092638378,1.0180945793582554,1.6619246049378356,-2.2288605013617153,2.7396043976188733,-0.0176770460043631,-0.10684937787536135,-3.3582789429323348,-2.1651212513582494,1.3883322023368427,0.5479543469680133,0.439187932822295,-0.2326736929765769,-3.239734383631008,-1.1805083317983136,-3.1860462888168772,0.23713743892843653,0.16899828814843867,2.319670827344442,-0.09432690128442997,0.5490473721374355,-1.0475349248964936,0.7556449359653042,1.6876916119382244,-2.0976128771873053,2.4448844628214466,-1.4181193768854519,-2.007874142883877,-1.8534254274479383,-0.4202878207170358,1.3445391524181929,2.0844031691171923,-0.9475081935200358,-0.3171409068389913,-0.8369555245223214,-0.8536922200771913,-0.8038976694900937,1.9259468344514155,-1.420271605231849,-0.7323202160085951,-3.2452353624898658,-0.6971768290181278,1.7189322157158915"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/r_255_100.jpg,Apple Braeburn,"-14.649500539352147,-6.622614966804796,-2.063904123744149,4.292577158375341,-0.3527997503369169,6.123543275185769,5.213213818010822,4.702357252914638,-2.8080136286834843,8.030968514039262,-6.40934314305438,1.6890109385535002,-1.055016400184089,0.22769030402207507,-5.025916139999325,-2.3048657170699896,3.394397358531463,-0.6180303857550542,1.579651184811411,0.05866097690400394,-4.565757305276412,1.668681710466877,-3.2417327923073724,-1.4979451406629147,-0.7243322292693252,1.7062473689081885,-0.05351427679126544,1.734154228907629,-0.8272428742740365,0.7471247372204167,0.6312551958794378,-1.0197315636085937,1.9719742700494862,-2.545730262223603,-1.8834795838664207,-2.178130006451866,-0.39078767117015906,0.7549239792988072,1.3630180782046963,0.7564783654824985,2.3236913371558745,0.6584191583111457,1.176916117318078,-0.3581045656692049,-1.6446138235545098,-0.28743088338892364,-1.2785716281748942,-2.3377463428969674,-1.9696384504074769,1.6243100317981338"
