path,label,pca_features_string
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 3/r_164_100.jpg,Apple Golden 3,"5.002911332747388,-0.07651432323392467,-3.819880760050121,1.1401017712677213,1.813260659579426,10.405404361700466,7.674910097885756,1.1665943679036228,3.036522882741679,3.8617872559672377,-7.650866552703479,2.955482895200616,-2.7156949174583107,-1.900609694262508,-4.312946962503637,-0.5793296232279527,4.830605909809863,-1.0794609412332123,-0.10076067744147063,-0.005645478395750387,-5.675632612797598,1.0844991477656807,-5.275903881832027,-0.3202417063917772,0.31577421490883406,0.8796034341235344,-2.8271499847793895,1.6814780069809048,-2.3285360407129927,1.1096588157914518,1.187173084179393,-2.138832303785228,-1.7500002343516807,-0.5016689600453662,-1.6590838861016286,-2.7048561310076056,0.6856379581952595,0.2019396463522406,2.6818152623809715,-0.5126310117187706,1.1682997829074504,-0.32935299877922797,-2.062733659309833,0.18894669056975497,0.1945654131524141,0.2506269234733095,-1.2570455545156278,-1.7130567195861837,-0.18339861848590158,1.1898787048133206"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 3/r_170_100.jpg,Apple Golden 3,"4.769006886858541,2.7403612434799873,-2.865499105363772,2.977733504476212,2.6198874587746013,8.796255163301113,5.915471760162344,2.230380664291613,1.531392450140809,3.628727114459175,-5.320339098554339,3.6720649138605745,-2.472275589140934,-0.17882106001634107,-4.066285897861783,-2.178818345074493,4.362474293659167,1.234151873546801,1.4218857807487482,-0.4749040324008059,-5.8928289357638715,1.4163327925505702,-4.05982125509997,-0.1470205802380289,0.10358281869503307,1.4822489956262066,-1.790811161906573,2.5357620126693665,-2.0226127537663894,0.28218469023856046,0.5246675460584129,-3.3501834213989397,-1.4201133336955325,-1.49852752257209,-1.5926812477997445,-1.7677563392875402,0.7108812802241504,1.3061986320126102,1.6769590971344195,0.09403732678300282,1.0037862471520127,-0.29266681674484146,-1.5076323486822591,-0.15698891576699822,0.20313271933832736,0.4558464322150961,-1.4441369567141407,-0.8964449129102774,-0.1778863056684717,0.7275361335927231"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/r_259_100.jpg,Apple Red Delicious,"-7.873938200156782,-4.253568746268528,7.258047468708255,-4.690318865448178,-1.820712687173904,8.380053064843244,7.555939903182982,-0.8746117956086344,1.630174667564157,0.7856148798310597,-4.293742083115615,0.33445491257195586,-0.9504366904709793,-0.8116735957671283,-3.2291411442942564,-2.52969258674919,3.822152624792027,0.6621914400012513,2.9325645389606954,-3.1052029109385573,-1.5173796900446153,3.284541203163535,-5.241299956690658,-2.278743605882652,-2.2143286015233015,2.1582520072518347,-1.7929414460377062,-1.284857871242591,-2.3387496736992452,-0.7126538943598918,-0.21650429275510155,-1.0441891729328385,-0.28656874149536055,0.8575476232249503,-0.4173012653883887,-1.2916442111279252,0.4588537716816697,0.06418983526381548,0.15577273832563618,0.07147943995846433,2.9118902346130664,-1.5137014873971244,0.21197804659491398,-0.46211912628645835,1.0811454179075368,-0.22543129114146288,-2.617449723374322,-3.0685681356579106,-2.2618384751666394,1.345272304064453"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/r2_65_100.jpg,Apple Red Yellow 2,"-3.152435156097391,-3.828013419374147,5.8538757519743685,0.824186719186253,9.591140107607751,2.6401552618594453,5.13168139111114,5.5856981348943915,3.703330784851171,5.310010457148787,-7.649042299257094,0.38365403697355294,0.6297830577900719,2.5602507912319177,-4.700646624167252,-0.14086304030280428,0.3477787483522605,-1.5244800413265758,2.1749491818776288,0.3304211381879301,-3.322374631015767,1.83400619804561,-5.157183573074081,-0.19957624152732653,-0.07837349937634766,2.4108631766834936,-3.4824845080719253,1.3333004548232428,-3.4763894313749146,-2.738629342323038,0.07496735086261376,-4.06448116149075,2.8856357380428195,-2.5959651320262926,-1.3249037333292237,-2.64380861222179,-0.5915506584295986,0.14477780316952843,2.8247337013477947,-1.5795186761755435,1.359608657919468,-1.3173811021239896,0.5492475540845395,-1.18707394519717,0.10804576387921118,0.2538630581809931,-0.25259233107875834,-0.5677777612196713,-1.579838828835568,0.6458433012928908"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/r_221_100.jpg,Apple Braeburn,"-14.445941252337771,-7.5657568665180035,-1.2400243507833968,2.9759333599176934,0.004650875983271048,5.83613427327001,6.276462606138684,3.877332456909618,-2.1797036814509125,6.444150240979718,-6.2508263351014275,1.0147425020958691,1.0121522316803695,-0.18202433259722217,-6.6124846606203045,-2.104982923739672,3.1071495896436234,-1.1097905686175435,3.1119722536873633,-0.44701913288105627,-4.672891989006131,1.293629570271534,-3.857686009527744,-0.5461223028052867,-1.3040598543338873,1.7970270860431903,1.3523853753992705,1.4285741596448491,0.4417348599390558,-0.4638250402350604,0.3889885810245391,-1.6028778969503659,2.667712791439443,-2.063628708316108,-2.3451279874764963,-1.2929290400991094,0.835027618426161,1.0981445401578431,1.6618757259637271,1.1079053886341872,1.942934649515911,-0.08919244875861632,0.8903646630286931,-0.17397905875237477,-0.33701396792410543,0.7582103600751777,-0.6137389524292559,-1.6003459920950707,-2.00582941985303,0.8489382293879623"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/r_213_100.jpg,Apple Red Delicious,"-12.474755006869582,-3.372000105935074,3.262579542088016,-4.482855054112497,-2.8249595046512628,9.648907886838261,7.748040874501047,1.4947082152336768,1.3674144030118267,4.04105630924588,-5.73181447152788,0.40850341207008856,-2.275057663496135,-0.8445790400083223,-2.2205125357934166,-1.1891628820522635,4.718584869541114,1.8578874246095682,1.71100181898712,-3.221884302878179,-2.6284599085789386,3.889824546473357,-5.76083957736407,-1.4612176104736738,-1.8823288949182562,1.8619666054307882,-0.3827251638697184,1.2578869189108723,-1.6648454911416883,-0.25993232989774107,2.124632363046002,-2.9828801950654533,1.3536345114491781,-0.6624064152021845,-0.6098166467477504,-1.5691648386519879,0.5899239652382186,2.429627692284851,2.100522011606663,0.41442135424525645,2.1131249618881967,-0.1415381076838681,-0.839830753010482,-0.9156370609322971,0.28043171388892035,-1.3648875195722725,-1.391858844562188,-1.6491043479210508,-1.2382790426044414,1.9853275388046807"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/20_100.jpg,Apple Red Yellow 2,"-5.867429290164555,-1.9531500600280929,4.7094442877012925,-0.19482504792042996,6.618040596246951,3.518609465104497,7.074026802393764,1.6500556742070311,-0.5149144352472526,0.9317638056118768,-7.0589054386436185,1.9132761977221238,-0.6072677964325429,-0.8076594385605091,-1.5297703207788524,-2.1307315394586976,1.2346682273469696,1.3690670731790413,0.6209813997104362,-3.945313596918273,-6.6106596221473035,0.6030253201149406,-3.950389212143326,-0.20761118831474842,-0.28965150643129844,3.2896960297173465,-0.44397940513254347,2.1825624694718875,-0.13516527195974937,-1.486670721888424,0.6794863505107852,-0.9461122534458393,2.9062830782988436,-1.9640245291299994,-1.2422436691099608,-1.2268851097703177,0.45761103646483353,2.1127391365719626,-0.5516939682640918,-0.7666823128798222,2.8077693986921086,-0.012011778975514585,-0.6179115470454047,-1.1083106092421275,0.8658906035383043,-0.6632605278080338,0.21972235801893272,-1.3758491446914725,1.1739738083157205,1.5533509089450708"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/125_100.jpg,Apple Braeburn,"-13.947937356193604,-6.460201816267011,-3.5057194082980057,3.372741724561957,0.40114518002180083,4.9862071115289925,3.9251272572365035,4.1464775034076915,-0.39225646000541425,4.647303363359977,-5.993269835608394,2.5383198797527013,-0.31568229269363884,-0.3780209150911293,-5.122809246266368,-1.088810570553664,4.00248580436721,-1.1462193739484663,1.0844232552418722,-2.151334171973112,-4.376437491653557,1.1963312096740921,-2.5567613335192196,-0.14528484818649956,-1.8615706591871966,1.4666349729414745,-2.2024298373712714,1.4890520707869237,-1.0359401141466569,-0.6131021836777388,1.3506900110932787,-2.1144989921981696,2.134100518213427,-2.113843638864696,-1.359069231865471,-1.9098722801260377,0.6314519154732341,1.6110960855589302,0.808178570195205,0.291935991211122,1.9762397503050633,-0.24125759452712975,0.774063086383867,-1.5675890645349617,1.0553401964296512,-1.309339483215574,-0.7237286348538573,-2.090326834055838,-1.0654350061546198,1.1390398768488292"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 2/r_133_100.jpg,Apple Golden 2,"5.369104844660324,4.424680766386361,0.97104574812134,5.981787173313668,2.769637016961206,4.32028936193508,4.102145261716624,0.9001825265551012,0.6630206588642413,5.125874822209853,-4.171088124369437,2.350919225900123,-1.8565613430130725,3.3930634324422875,-4.076394319545014,-0.5948885389823402,1.3523734280054684,1.9113811088544987,2.0993872417353217,-3.8137013007067386,-4.226621650722025,0.5253305632095956,-3.6054674831175273,-1.7342169810201005,-1.8046972684088036,2.4927289776814607,-1.5935885963258096,3.4715760608680717,-0.7237043954005671,-0.5909990375219101,0.7337052943514403,-1.1496155828956796,1.774292229853509,-1.3621731442876,-1.1127868256668245,-2.3711806168875387,0.026479203636358757,0.5391329396182297,0.23573167606521295,0.5141483178880731,1.741595687190915,0.2946144573913649,-0.9259812473402436,-0.6523268956856364,0.663357529844088,-1.5634974933419497,-1.0139985456263987,-1.4427595881078301,-0.3600269402998106,1.7220237414081938"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Pink Lady/213_100.jpg,Apple Pink Lady,"-8.27766052570838,-2.8743850283845584,-5.06422638002679,3.9859669253870686,6.617189693842478,1.8363021760235283,5.014788573410398,4.141523249377305,3.4896837709876865,1.4520401006046497,-6.473325240136965,2.8368368245084294,0.8883901212807797,-0.6496146558037924,-4.831521467322672,-2.5553608453980945,1.4148823491487306,2.677695854628585,2.1611557230778784,-1.8915313531080207,-2.2300626268319115,0.5635416426149761,-5.255439388799808,-0.8427745066050554,-0.6361726863647372,3.747762066351208,-0.8865361709655478,-0.09229276416459194,-1.7954626034678605,0.15691367799883962,1.6873201752463183,-1.8654712538042473,0.8548930263539694,-0.5751129466294668,-1.3452407499239796,-1.1639083226014104,0.006940402778730082,0.06287131366833876,0.3475436366084903,1.2824069629093413,1.7192683145436127,1.1877755641365577,-1.1671472565962653,-0.4969719944094643,0.9062470413806206,-0.2074068355228627,-1.1435457571213632,-0.68800215609592,-0.6527902615153953,0.19415212122057013"
