path,label,pca_features_string
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 3/208_100.jpg,Apple Red 3,"-3.0125017176012685,-1.4644229752287463,-7.693991973422925,-3.515360132215637,7.632021693514019,6.825599967874897,4.735286382145732,1.2886946256044658,2.595856319249294,4.294823126111999,-2.5149445052188195,2.1884898999478213,1.0408700415753533,0.1778596414665385,-0.4168796357128634,-1.3895485682334032,3.8552564251805572,-1.3537223681585488,2.829286426731567,-1.5111713921815808,-4.092799768025313,0.1732178793705479,-4.649870942581419,-2.015017338553036,0.5432003693823901,2.8809247503554807,-1.584828252434212,1.7481080052766578,0.591982650787907,-1.3999711429967188,0.6269025277774187,-1.7421018575367972,0.6796089606248923,-2.0527203216761847,-1.2244274288806327,-1.5007947159805914,0.5002725271861778,1.2529921462541573,1.3613168944819949,-0.0755003030308542,-0.05957932142705122,0.1548496291229735,-0.37143493749841544,-0.04878520081724367,0.8089242546944667,-1.892237602057893,-1.4823415061523961,-1.8294095062168165,-0.14398755376364739,1.8125243606460435"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 1/r_262_100.jpg,Apple Red Yellow 1,"-3.737215787212843,1.6919605824253325,1.2454907429234374,-7.130912237252593,-0.4293921172424794,6.384192661393292,11.33206441274132,3.7816051917953244,-1.8405595552039646,1.9609727739862122,-2.4373437368729696,4.697019258857751,0.3900848263991735,1.11002916321135,-2.018533026497003,-1.7107826028580695,0.23146287204740373,3.618776155717115,2.4332050437102404,0.5941922118861988,-2.1662276717145414,-3.1257563476490775,-2.5920576406577593,-2.3379729121332127,1.7208844014326892,3.554196734334198,-3.1395587771884466,0.07071844875648503,-1.3885861206670418,0.8593262936340619,2.3493795450980515,-1.095771030740072,1.9537308889120035,-0.06784511862449737,-3.5158256810660267,-1.942611983275142,0.6020310534199628,1.0885771252044314,0.7447905360029944,0.7123062992367473,0.06108737203633412,-0.6893958487784032,1.7446994556231046,-1.4395559641510145,1.4052721275301374,0.8966280484183702,-1.6038874861587538,-0.727615908718813,-0.8692253433530848,2.4241125965363057"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 1/270_100.jpg,Apple Red 1,"-10.413928417832123,-0.19984867638090958,-6.868014486567004,-0.7996985234242483,6.151661899815728,6.120709310284073,2.181986871913988,8.052506222247715,5.573268400361763,3.354904605650392,-5.798335422644114,3.2710874515099397,-1.1288171195349201,0.4071548968495025,-1.8317033962692393,-3.4544467383914017,2.937572190758598,-0.040176778884271534,2.691177856718582,-0.5128718934732077,-3.3548937810065254,-0.1402630660883623,-5.254646165405977,-1.3392838793925907,-0.06937360582887471,2.3807377510471786,-2.1976898886900806,3.072387692051581,-1.8034000314071352,-1.171986218133512,-1.3703282144616047,-1.9365337837833736,1.470976288022815,-0.6067950211881176,-2.004877997885045,-1.291672028656131,2.669430613621261,1.0906338128807904,0.8595459994958478,0.7375823680549894,2.8073714255971987,-0.6041303754262699,-0.7577691439203867,-1.0844752157946638,0.5515126159408823,-1.3628553589893155,-1.4922712085490073,-2.3423563905310316,-1.2172305354437385,0.023272986544902383"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 3/r_250_100.jpg,Apple Red 3,"-2.5541926889733504,-0.9984487618863808,-6.252312508453587,-5.913854424816746,8.497106996324689,9.254766841115675,7.9954288145918655,-2.052094881934524,1.8547798772424564,4.1314860295446465,-6.89130506155224,1.8008600875951086,-0.4247292828362702,0.5414849345132151,-2.765708510777167,0.0250662918813241,2.555467062694002,-0.7542581745167938,0.8389332601349165,-1.8182566298073966,-2.0507454368233335,1.0128509081811885,-4.555472982145096,-1.0793327072534131,0.0889813980997816,-0.11640296986108759,-1.9970334922229196,2.083716100889412,-1.3982989356212336,-1.598610729861419,1.5045704319190052,-1.961511421171175,0.9545280980651375,-1.9214582904582074,-1.3550971973260706,-1.136540130333388,-1.3256734423971617,0.6840430375172114,1.0415334862398957,-0.5041627252968116,0.6671861757991419,0.8619017624687156,-0.024516924166965003,-1.8271567778709787,-0.9409763474426834,1.129071499570334,-2.5054419018856104,-2.7498222326856463,-1.4739681612945499,0.7816768778638367"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 1/145_100.jpg,Apple Red 1,"-11.345088190140928,0.05041624783509734,-5.191590264007263,-0.44101540754726887,1.8484835096939363,5.38534443776903,3.0420195997085897,6.424430715399711,4.627522008976377,2.4529738566420156,-5.435964826085105,4.194045885502154,-3.005544203234736,2.7848986308718016,-1.2285618768686766,-2.211459095119961,2.3458696022644987,0.4216456690787333,1.380198903942816,-1.7543915060722979,-4.901682360454098,0.3990891911452073,-2.8034348487432985,0.1757609359446827,-0.2000549256119411,2.555756227779596,-3.2287644486185005,0.6801474417892103,-1.0353979269780789,-0.6681132188028477,-2.2550436903588547,-1.2978528721730846,1.8272779531471999,-0.59509784967232,-2.879476740681367,-1.7898020612876633,1.7075706948746603,0.7206985325259136,-0.2931096441160883,0.6742877995260058,0.8163525013895678,0.7977023533902079,1.3798617570410319,-0.6676629957676001,-0.24356800486190494,-1.2573081433333497,-0.824148384739525,-2.5073376018058804,-0.8178498101570743,0.15863379135274824"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 3/r_283_100.jpg,Apple Red 3,"-1.3671733911206998,0.1632691331783682,-6.021709375419293,-5.565541827416286,6.591663445454008,12.56839530683279,9.076421601202403,-0.493181935965814,1.8092036471257211,3.4135261303239695,-9.057466111146992,4.133221507630518,-0.28245747527626724,1.248814289989165,-5.111300969085631,-3.662031290243372,3.215373082913401,-1.268140343741502,-0.22680174657286156,-3.5412545737444012,-2.4405125398555,1.652310461899015,-3.194603357919104,-0.24240577431507124,0.0843914596592656,0.7410537706988481,-2.282553928371461,0.16112295011208366,-0.7038827520734966,2.774019122980171,0.6452416289763643,-1.2749271603717283,0.6354448876612093,-2.3022207830884676,-2.1914838909411887,-2.123931789519962,0.9338290216912396,0.8674672779889873,0.030858438284391106,-0.12277024096268102,0.18784647972511612,1.0028765804076891,0.458213094248146,-1.9941224367221004,-0.06506685539839173,0.019768753505807365,-0.1426423033485694,-0.0553511286359427,0.1739681071603059,2.969444218977792"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 3/r_303_100.jpg,Apple Red 3,"0.11354593587369624,2.3939449264237544,-4.513174072418416,-2.620210068085263,4.492929291901241,14.582912928016006,10.91112199107655,0.09653781764958733,2.086597925882753,4.103294627863132,-7.076221401692421,4.014804363555769,-0.6657074245855188,-1.4860008417206942,-5.540169775437969,-4.358418424803218,4.047937499252663,-2.7097930037707427,1.4068625491617404,-2.1953548339532456,-3.757029046327844,1.9467532924453448,-5.226861406048891,-0.3995588204396217,-2.07750466140339,1.3815871525392707,-3.742294718095652,-0.43570443979435197,-0.9159140392342694,1.9523782184450167,-0.10110236990109556,-1.7611217575248652,0.04583910533849257,-0.4242708497692025,-2.4261267909286985,-3.954102349082311,1.0225483063792613,1.9685926275503187,-0.05975095348254049,-0.7084114806060586,-0.017067303305563268,-0.6469481276165732,-1.0280722278916012,0.0022620444594192543,0.0706412632674291,0.07388355271325256,-0.9468642830033211,-1.0836637749010791,0.8822640164826843,1.9799298839432071"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/r_74_100.jpg,Apple Crimson Snow,"-4.895153689039281,5.457923513126289,-1.3268628732567216,7.89419767483639,2.0606883140469394,3.896151064711238,5.5830848048497606,0.07653879869991799,2.3473317475439366,1.4743086173230193,-4.87310255671684,1.6906955489463773,-0.7575300189144853,-0.5589316437159364,-0.7984165979913141,-3.212586706413414,1.3976514585511446,-1.3539750563045059,-0.7786517863254123,-1.5978489259392377,-3.197516464846946,0.7972222706296269,-4.752367730060581,1.4402172646684033,-0.028379311482514897,0.9734678837313515,-1.4975232087609816,1.2232484612809624,-1.8301944117455677,0.3542900978153026,0.8533453862623026,-2.728962873137187,1.5161078587801256,-2.375866041287599,-2.9360452049972325,-2.6009083076397936,1.4774418888732337,1.6018746602990102,0.41948427356567325,0.6316046536612181,1.858428371578973,0.6145420656566315,0.7025383867735244,-0.858408072155614,0.9200412458099155,0.6865157294812212,-1.4306224009881974,-1.612364178113121,-1.6109530582270213,1.3546866119013234"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Pink Lady/r_152_100.jpg,Apple Pink Lady,"-3.9428011095673954,5.482211520777936,-1.8406534809472535,7.637558575616625,5.313307241051175,6.625375013893991,9.353808416528265,1.069309879961736,1.6618649193239312,1.8321451181602713,-2.0304943154771276,-1.1730001153270377,-1.004423586939958,-1.0129385157830582,-1.6538549246345478,-4.851846247257915,0.5149569289880623,-2.351415634598764,0.1370901128065159,-1.5839209102227232,-3.6907332204543657,1.4341584794743953,-5.327819944965503,-1.4687716756234936,-0.07692912809884613,2.449513150420615,-1.212668117390097,0.991595925029946,-1.5113914904350592,-0.5554530364455741,0.6458519527142049,-0.8839989399640716,-0.14908216352618664,-1.7757840677318828,-2.465230282968016,-0.8391447957804755,0.7093675017180683,0.9684099083462443,0.7012500830483768,-1.1422211372844602,2.422286142172712,0.5433816557785834,0.14644579767632393,-2.1219742988290466,0.41896118401326077,-1.8346651658784625,-0.3769184623057705,-0.8439538462488417,-0.4470929069858155,1.2417171613713553"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Pink Lady/r_19_100.jpg,Apple Pink Lady,"-2.784249800523599,5.543370308741695,-2.3384673978909443,5.262945972140959,3.657092398979935,7.152867920237874,8.47565910276207,-0.3211958643569861,-0.046245220170657485,4.8969481934702594,-2.8230838414254524,5.0011077458431465,-1.3386187415823072,2.0589044805843852,-1.0511347416716619,-1.8434649072279157,3.390730257591483,0.666364264072463,2.4928639943669326,-0.567921034546053,-3.967369712412279,2.463590629423065,-4.5540923853305495,0.29343644857827467,0.8259034867042303,5.001629324950802,-1.211255913541936,-0.98015226087101,-0.9745466472347128,0.29787892757152024,0.10875313459122306,-1.4770610205505752,0.8595472802350829,-2.738205383143654,-2.282597282407275,0.021192042927655474,-0.01683708202598227,0.3094592457151148,-0.34169315519107357,-0.6018774074685238,1.3061954841937875,-0.030620707508351445,-0.40446503183940963,-0.7485835665241247,0.9320270680444124,-1.7800196067046474,-0.9051404798404986,-0.5418638107945943,-1.7884667956028453,1.2771394719605702"
