path,label,pca_features_string
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/r_122_100.jpg,Apple Red Yellow 2,"-5.2038428967395225,-5.0478466819622465,7.0048349315316845,-2.0211759915830774,7.089636648280201,1.313629831755234,7.306632843653925,1.3941384427491517,0.7165076552815383,2.3680868930778254,-6.51097233338206,1.9149195269309898,-0.5624528735771929,1.8792019481604798,-5.524472337799881,-0.23763165966863123,-2.528736279491133,-1.0899633413597278,1.6228948879687346,-4.010047499703739,-6.924775712367585,-0.890469857334177,-4.331300145319194,-1.924832399529638,0.31267565125068925,1.2122305301972296,-1.2055340532207912,1.1425729419190451,-4.106340513863615,0.3981685133971356,-0.5251189866546371,-0.7214648422803708,-1.94092437766859,-3.764323290206845,-1.916947127348404,-1.817238453073274,0.4097742230170695,0.08170004235836384,0.9621306899903093,2.2775138901896215,2.086631743179753,1.572303014887485,0.8686184307664212,-0.8281443881114241,0.8567643428127905,-0.3564568886325512,-1.1551423299704806,-2.299799230305818,-0.9877243440368404,0.9276147935756287"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/219_100.jpg,Apple Braeburn,"-9.337998691828247,-4.412770163132783,-5.126318152512641,4.696988271415423,3.3846340445211047,6.438500661920186,7.737056843943551,4.064347393318905,1.1590450693448868,4.823979254195726,-3.9671779526404674,4.686305840314114,-0.32351038606648785,-2.6060558955176916,-2.4602707274809474,-2.8491692919941753,2.695078871851378,1.605611929919661,0.9655690618723686,-3.729427552719266,-4.324384432539129,0.6018024535497303,-5.24779772137774,-0.3693416819755013,0.30931545195090165,3.1393719589187095,-3.5614895535791904,1.5958932597816469,-3.058678789517591,1.2150055188703035,1.4533998374660053,-1.2699204376147157,1.3830404067085769,-1.9498866675716018,-0.9059257973309708,-1.3204133760830143,0.310743465062099,1.4263994417661643,2.0179701512045636,0.21151078028966958,0.5901623656133891,-0.4175782242627646,1.4193037479661685,-1.0476873001907336,0.30195223428186524,-1.4142127331961722,-1.2703508132208756,-2.100485628750571,-0.8929536743934918,1.614352956744986"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/226_100.jpg,Apple Braeburn,"-9.398499444506152,-4.384984795386816,-5.615570225366072,4.410149174854832,3.04629511521263,6.0474747228500565,8.244412258082095,4.423329840100627,1.762992793374105,4.548222499808438,-4.170738841669507,3.8328523153180756,0.5678173538744752,-1.6973437481074212,-2.659101585607957,-2.3982850240957436,2.3692207431615118,0.8012282547955668,0.20757943553407457,-4.039942821874747,-4.265077852676947,1.0032574413336444,-5.727875832386066,-0.9394557108079504,0.4306455664040384,3.309971002289873,-3.647602755419219,1.6370698883763057,-2.4269847356555547,1.068390262167882,1.5521218466090914,-0.8775332715046588,1.043706138038703,-1.656466659324898,-0.30609686380972095,-1.2104456718847505,0.8092415913162364,1.3004175146357158,2.3576567381206015,0.08682499027769944,0.5049377635705002,-0.5303066653942687,1.1568459961797322,-1.4209377802710714,-0.14617598762901152,-1.3177929113402358,-1.12908547571255,-1.909570229138688,-0.650072667797143,1.8313353998693167"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/250_100.jpg,Apple Braeburn,"-9.716786820673539,-3.985416233328417,-5.604196904058954,1.4935790989061999,3.011075804837453,6.446202328632413,8.014608668210574,4.2847926348005325,0.9151402938464328,5.280539008830565,-4.896391346142187,3.516151048302394,1.7652319757962809,-0.6697361944704374,-2.8558113496026665,-2.799844050101325,2.7774905803406678,-0.4891507801619824,0.19132511255398577,-4.527668281915271,-3.48811366048383,0.9286334230953913,-3.4907063022217604,-0.5134715200588272,-0.3513281698808832,2.3653071570981825,-1.490118484636293,2.7829454718755864,-2.529785118369678,0.2898278647507551,0.19427475546959644,-2.3631519521998317,1.5609673879626162,-2.789751901924035,0.2223075649834734,-1.6833707215750215,0.6715991060656734,1.1260734270167714,0.8776491307169009,0.17462477772530305,1.8977631585359311,0.32175390344224986,-0.6699356068767992,-0.7238301519141187,-0.1607637593231725,-0.9332668860426506,-1.1622907600815617,-1.5269019321441697,-0.6405142450752966,1.5769067966804111"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/251_100.jpg,Apple Braeburn,"-8.067475305621194,-3.190845540498205,-6.7829204682011,1.8573961393732414,2.9503526370188258,5.851708887255175,7.2459048227624505,4.06612685580071,1.0620641664677912,4.794389036313335,-4.018951591241547,3.362735646472166,0.801734063477991,-0.06815424794257188,-2.2602610864720707,-2.051716802555161,2.9351847344189186,-1.032075566298647,0.5808437194352384,-4.014267041462997,-4.23089791813186,0.8602216930401109,-3.7314823586653176,-0.42400482596747596,-0.06876541877014009,2.5628286450906717,-1.3133410747071106,1.9851638808212804,-2.6674761522393324,-0.1339977158093435,0.7685729483448058,-2.4885578091766467,1.6433210905747395,-2.784692231600447,0.003317082969062709,-1.545315776128916,-0.13445488389574672,0.9120628997053309,0.8274714089336617,-0.2582590622912476,1.2148510162908939,-0.3030485965416293,-1.037064513078924,-0.23724083722137893,0.23017537021499856,-1.255566179904288,-0.8414094186427417,-1.5468389775321356,-0.4184577702449709,1.781444607351541"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 2/125_100.jpg,Apple Red 2,"-10.866240821253218,-6.270155714545292,-5.09902788248715,2.8741828661302966,7.115263430210364,6.9919947662733835,7.6009872652779045,6.302150122814631,-0.753005059968528,5.319728061371055,-5.839781583357101,1.6072773870060568,-1.4818380161362996,-0.4799166144927184,-2.5934839015703615,-1.463949770604235,2.901637971483913,1.7664405629305513,0.5601061116819235,-2.5935713322135747,-3.8234044686176794,0.0619073491468707,-6.3456892033183045,-1.2936491498656648,-1.0575306032417373,3.2026517058130386,-0.2864540781724459,0.7005934992841129,-2.136588683923451,-1.041661301702008,2.218716924189785,0.689155578910992,0.8947675041028867,-0.5047122634909055,-1.7408828851338871,-1.8700365312483267,1.2331731303907305,0.8824628971294891,-0.05303854290885198,-0.7736354742479747,1.4899403245376546,-0.2091636380640781,-0.43453587956627526,-0.19087157951305808,0.3746224027612373,-0.9314911011893812,-0.8621894160131116,-0.898499643292498,-0.3718428465252351,0.5846827013620334"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/23_100.jpg,Apple Red Yellow 2,"-5.211467172473171,-2.1040736169916108,5.356155078648748,0.053990191800048846,6.762166815662609,3.214371852029188,7.325051552877025,2.0854353837249735,-0.7736704415858624,0.8748499558927618,-7.87828921727317,2.1123498816942163,-0.6601910713206478,-1.5780389621246,-1.2044983189442657,-1.8565391279934933,0.5318157321039039,-0.02150234343240646,0.5109772494957229,-3.847436165929977,-6.330948967633721,0.22283203078479294,-3.610067199955994,-0.6455145093074458,-0.9618338260395684,3.095549308257553,-1.1834182149702808,1.3710742307046115,0.4686491179176007,-1.551154640185671,0.024579137165828782,-1.2299468012360815,2.66826766856815,-2.793312889133583,-1.6366392152539755,-0.7060563288948892,0.362026748336312,1.729411304555105,-0.12534507700185013,-0.36704036179448984,2.1377274040383885,-0.08819652966389846,-1.0530869139545582,-1.3898299734145387,0.7057911728214458,-0.33545476551278436,0.7137136954938269,-0.5149174959953047,0.8932109516680107,1.191270860425079"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/r_157_100.jpg,Apple Red Yellow 2,"-5.3211871119187695,-2.5167566260354204,7.652938748711228,0.4942015628771917,8.431047375914268,1.7297349712760788,6.946813888452301,5.017462416660332,1.4929132847094122,2.4139392884207616,-5.089525333052867,4.097956462039487,2.54148551002524,4.935087332872309,-3.7460298009442754,-2.4227542170587624,3.032270796181895,-0.6688047742265402,2.014688735272905,-2.7267239739922053,-3.9460566146792595,2.277238210400031,-6.483264729490505,-2.71590306095659,-0.8084042254777443,3.859753268902332,-0.9527162036416601,2.866825809524436,-1.8999101164567265,2.310143055500647,-0.7405295396274861,-1.3620974859606614,1.0946408821577573,-0.5742112113555777,-0.23456004738545252,-2.9354443144132163,1.0234315219416468,0.8547796393294537,-0.418970171762452,-0.581733784350494,1.138437453245449,0.3412498258702498,-0.37957980575705896,-0.2319333521335229,1.0026105299516588,0.8176201762803452,-1.3979686197614989,-2.5343084497471904,-1.5942827120217522,-0.10867514662794203"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Pink Lady/r_273_100.jpg,Apple Pink Lady,"-2.4569194781531536,-0.18022239648072072,-3.423038527542543,5.878577860656499,7.119815270989439,4.282266256876312,8.82721756776974,1.2140159218908437,1.7186232817422564,6.0443833694434135,-5.550110486064811,3.7354413516560707,-2.160594136844601,3.4111590703177272,-1.7271030520625676,-0.7521141561259425,1.3740587771860036,1.2618981955694963,1.3305357093945203,-2.609191525812404,-2.4525888729077105,3.0909580563228882,-7.060967576114352,-1.142640467443982,-0.7223021053263724,2.732525734729246,-2.226034596375345,-0.6619057233959901,-0.4681249772173283,-0.5368596646058332,0.13185461860186612,-2.2652737394862377,0.2828567712272016,-3.5224134841433754,-2.1810191377535135,-0.22653537268276447,0.04261939001574287,1.515049940846454,0.7856900100617672,-0.24270210926304678,1.082201677618339,1.026748401782427,0.4095267623532076,-1.1617377587292572,-0.19566811977474255,-1.54829932200573,-1.5602579002412338,-2.604006106284431,-1.0767517968506197,1.3599823046563924"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 2/121_100.jpg,Apple Red 2,"-10.63462680943151,-5.131366932889967,-4.458473251595825,2.981516672133645,7.432034552598617,6.426759809076071,7.919889533487284,5.402102895983168,0.4824015645432961,5.291357753181486,-5.543273556290249,1.5403687249795683,-1.3239602990065857,-1.007443969538202,-1.9058102929773268,-0.34979467581182827,2.2053897463215852,2.0022158262200676,0.24887794575237498,-2.5865429211912465,-3.693446850315812,-0.0187043906787907,-6.008682349435358,-1.3093080876653982,-0.7574553494502039,2.438127397499417,-0.7693567136456583,1.0144414094739698,-2.0141397900156783,-0.9686337589749829,1.5652401053304372,0.39431668089335054,1.099907840830975,-0.15550661841779595,-1.3627592431020248,-1.4585362019179695,0.7922185269744405,0.6585174403063256,-0.11925341186461003,-0.15524878474922663,1.921977727045785,-0.29561220865063687,-0.5623640465517966,-0.7716660098861241,0.10436267986320408,-0.7000219485677006,-1.092964920589908,-1.23164013386161,-0.4102615158908423,0.03989628983625775"
