path,label,pca_features_string
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/r_134_100.jpg,Apple Golden 1,"3.6749975368022705,6.3460245964192525,-2.095887294289954,-0.6643907616399916,1.8149095535153819,1.207082883247233,2.157012856507449,1.5650425741539378,-0.36137203960086517,4.430169197826635,-4.234396581142952,5.065348497169201,-0.3269300806715884,0.414960060063607,-2.3646075190661575,-0.9640382595157235,5.907902895050234,-0.19995908338888851,2.0647931820130117,-2.741931911014254,-3.2611334645037005,-0.722823292273803,-4.9348768210857665,0.12713526494889274,-2.458208929169369,1.9235943422307187,0.11237822420973849,0.7547141575756491,-1.9765683990532927,-0.8817213437701578,1.1256730184373158,-1.2635823114201399,1.5608108946391877,-0.981642867326684,-0.7886188898648056,-2.1471921781303993,0.5957341335143694,0.6749458897736186,1.9319915127440934,1.385163821550225,3.168735212838507,0.5634766477449977,0.4703271096313824,-1.2400307500714407,0.41942076040286563,-0.35334449491966424,-1.763343549447708,-0.592426148156134,-0.6299400175208427,1.2897877364914265"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/r_160_100.jpg,Apple Golden 1,"3.2368085539134364,7.713605094107292,-0.6826234038846001,0.9515731628157302,1.276033166261855,3.181728714876584,1.569842264600541,0.7386817258606743,-2.0571911890973227,1.0782565271964721,-5.008935623594539,5.509913883437073,0.3495169997876127,0.8356172004367626,-2.8297712168601743,0.5829110552916635,5.093899309405537,-0.20558107978741172,3.6832233913685726,-3.419166946848587,-2.489764647789499,0.5505384244483206,-3.6557638181625713,1.4006191608371912,-2.259781021658431,0.5267215660618458,0.22979114091980998,1.320357785455344,-3.49291747044722,-1.5293952876062618,1.9976279133526718,0.2053934444757562,1.5324683199387807,-0.47122108574658894,-1.190698260813181,-2.794972621215406,0.37897640268182275,-0.02098806589378013,2.2799802874231956,1.0162075138185884,2.5045737441149987,1.000034757314083,1.1653008884753537,-0.7911491696549087,0.08524882455105344,-0.5598701599158854,-1.9727329041862531,-0.6948198587699982,-1.2823982351230798,1.0284150823493672"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/r_209_100.jpg,Apple Golden 1,"2.2671135713691206,2.7179006368911107,-3.773252455162059,-6.493330550404749,1.8624434922082675,0.10678796475746549,2.422461973640215,2.420194666039077,-0.6738772279457378,4.621824880894737,-5.806015996620175,1.780090981325365,0.8289892910084713,0.9238200004096618,-1.5683670812934856,-2.447302663380074,2.359823400593271,-1.147534271979981,1.3423862651765868,-3.877783231780852,-2.0600860040341096,0.36464503182634944,-5.044875367474767,-0.2672835787792756,1.3615413864599653,1.057133934546399,-3.453993215190013,0.7503895470634326,-2.290503096547022,0.7713130691922675,0.6897449798057123,-0.18249505804655142,0.06671195358916147,-0.05737007283205823,-4.007087659050644,-0.8575130326183207,1.6019531697881801,2.7251156261174097,1.2426142760498944,-1.1415885734195383,2.623766501586918,-0.7271813923274897,1.3856084352203881,-0.17011888679400633,-1.4849382905835775,-0.072676150012094,0.45240940243666256,-0.3116306658187409,-1.6690937088713451,0.1068283730871778"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/r_119_100.jpg,Apple Golden 1,"4.255191892832403,4.4880224011724055,-2.938241827866185,-2.687791843728657,2.065378963841151,-0.07948989405466399,2.4709745679462305,2.5700878166276686,-1.5480076363034092,5.143009702641691,-4.945842880629085,2.238542546216128,-0.1460662785075978,0.9653279416262943,-2.9636172596474535,-2.039298215555864,2.7387777370384128,-0.8529846825099228,2.179159317928423,-3.3517114960266334,-3.0293838507872684,0.12173937621871679,-5.996525266910232,-0.48861150662246705,-1.6927181894941015,2.1778794053634014,-1.1004079445047028,0.8521935693987632,-1.7644933704851675,0.048177992479189406,0.31386559479492765,-1.6289658956419766,0.6428900734530315,-0.3901552763206693,-1.365059585283225,-2.5365755900351465,0.9778826445800154,2.4051930351952784,1.6221337261301472,0.510387941187067,2.239566852060239,-0.3914182367996024,-0.5085988101362541,-0.9966094707689851,0.29306461906828996,-0.8962132002421087,-0.610472870152407,-1.437922874259843,-0.6696374076381698,1.1642349569228476"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/r_144_100.jpg,Apple Golden 1,"3.28005256773383,6.269181202833574,-1.4802945930836002,0.18261391301466148,1.8763286503377798,1.6857676878518306,2.10305548054305,1.6378411247186424,0.896935854260566,1.8986911952410679,-3.8247068345530106,4.111654326412776,-0.945889814177474,-0.21003730568100648,-1.8304468551376076,0.06173328473253219,5.296686483688312,-0.5822493352638646,2.238617188862015,-2.9962362056814205,-2.943871349502954,0.20554531613736524,-4.407868791753889,1.0151925065913912,-1.3439715126442642,1.7016473455639478,0.33083194858615084,1.6545906824942822,-2.375931481303664,-0.6072819581913262,0.6018020971168471,-1.6718814812159706,1.1205903979996903,-1.0434265836439114,-0.8391403407388224,-1.8570872899320092,1.0665171123738233,1.0167576053775307,2.337846208640818,1.3899174658747793,2.531096107783867,0.24160253069374477,0.7956306919075368,-1.7000408195753147,-0.2598781185542932,-0.10432402778140532,-1.1738800859470602,-1.7949538313621316,-1.1367985961795,1.4003173920605922"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/r_125_100.jpg,Apple Golden 1,"4.336338336141662,5.166151045148485,-2.4012552097315556,-1.4776368113028535,1.726997075958143,0.5430337291150179,2.239873429730324,2.8224390121194483,-1.5151765024481816,4.546605284487694,-4.714509660891927,2.742700084296958,-0.7930864957042963,1.1295281297027013,-3.102858670080633,-1.875461841699185,3.481312735883542,-1.0299461237738807,1.853199056582359,-3.2047683311125406,-2.701405094314103,-0.030784493092083066,-5.923558070698061,-0.36906287976081387,-2.333585895933155,1.798135931408703,-1.025361726065005,0.9535771571572406,-1.4161094704643733,0.11858907316346297,0.0590093044185795,-1.8791030485303568,1.0029261862764174,-0.716930103577411,-1.8076754385951062,-2.6819684744984573,0.5988638568048978,1.7565770771898397,1.5933838004485874,1.448083908784891,3.016220666611059,0.3003082121515322,-0.336788090251939,-1.165374016517499,0.21140414197295004,-0.5198721006052766,-0.35652542405177706,-1.3427713229802583,-0.11533535311156597,0.9706254030984006"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 1/r_172_100.jpg,Apple Red Yellow 1,"2.062268661721793,9.68053333128234,-0.07868990196517814,0.6358948478566463,1.217314521506029,6.383350404007267,4.737038768372042,7.467973416224418,-0.1313228194058031,-1.363428596005125,-5.695319181600372,5.553689237267094,-0.6570111109625181,-2.2227364104419585,-6.008101481470662,-0.42984088632505446,4.420681898645963,-3.320893243260099,1.3813971463466648,-2.9331872305683504,-2.296690505141425,1.1527207038475462,-6.382032625153811,-1.2131875597890185,0.7249928777435416,0.83495803170769,0.3855844053138945,2.9996707873578305,-3.010733491561812,-1.4085027261566831,0.08028566509044618,-2.776568133124759,1.1392177025965076,-1.9465378929385608,-2.6729435498217593,-1.895518016098527,1.2207995260013225,-0.036028095247509516,-0.43881707174030143,0.6354489332628567,1.3541279521142875,1.4494198729744387,0.2226116707108183,-0.8681978924112018,-1.2467775801802885,-1.6888811649932105,-0.9663698640101106,-1.7914386990257063,-0.6536530363809634,1.5534897950275353"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 1/r_179_100.jpg,Apple Red Yellow 1,"2.237281191498841,9.841751242383964,-0.244701802161784,0.7518479113364012,0.8379754428249041,6.8591051237489316,5.746787969024118,7.8192059035407615,0.24700509055071865,-1.644778698344302,-6.669332010930103,6.512485137582364,-1.3188785580215365,-2.333332212333094,-6.373957023977298,0.5089872050606523,4.671593789560104,-3.7944696176823562,1.1741098927359903,-3.6181379950865855,-3.1216468540994082,0.8727486982113056,-7.006591390517695,-2.681733965344916,1.5191806475820018,0.5910303257047306,-0.30011897473103427,2.376882948740532,-1.8821069981976377,-1.0983099688855666,0.6587641030024397,-2.7273745999475856,1.9292552792249718,-2.4458111110250296,-3.0555873453431124,-2.607647626910494,1.2848657810598405,-0.3826747938852596,-1.2237428171167146,0.2550256591843925,0.3828821603518292,1.4937162802514408,0.6591890551613409,-0.4156739970756294,-1.7910196242163665,-1.7346219638048719,-1.1757872039843196,-1.6407068714970532,-0.27415368122914247,0.9149883731763884"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 1/r_197_100.jpg,Apple Red Yellow 1,"1.642944218538022,9.503530919407199,0.6668189251418446,-0.5390403606767679,-0.398791640174091,6.70375060342817,6.603707152292997,7.325261488781718,-1.6942240943742135,-0.5081655512496434,-7.665907174334791,7.368375345104521,-0.4984126111567604,-2.5034560675433903,-5.8978675312407605,1.0752799223771052,3.3819067244817633,-3.6876384834738807,2.0396361205657154,-4.294299946103233,-3.9268664439163534,0.006414667266517638,-7.0482267381537405,-2.751052953667453,0.9389971856163107,0.09168784979185335,-0.7269477719667223,0.31840294641906774,-1.2449786369048055,-0.8159709025254602,1.3921741757565669,-1.4964565244005585,3.6731380125936455,-2.9458064963860737,-2.9440414279709164,-2.9069973823672974,1.1419995030669106,0.13444266621019704,-0.9460386792457423,-0.6436036328612175,-0.7211826714831909,1.5629093417370576,-1.15694659048152,-0.4380219315923942,-2.1715745293974598,-3.1638100012348263,-1.2581696600348489,-1.30893139958663,0.10434993347440201,0.8216857147828696"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/r_206_100.jpg,Apple Golden 1,"2.380564668532939,2.926590609239246,-4.738394033502919,-7.069541757340043,1.4493262416757609,0.56572663061021,2.8591555928866583,2.6774069426113836,-1.435988121728261,4.876420188325638,-6.1806148575257,1.2565653544288997,0.8781574310538794,0.4976635121991926,-2.1171898389600528,-2.8657339446392056,1.7754907075461304,-1.7990919056294883,1.2983467475104054,-3.54211358486917,-1.557828109579131,0.826156244592635,-5.52269053309353,-0.6882801044793518,1.0564253149811955,0.8278345207129393,-3.1906684565318417,0.7221661895329666,-2.0251057708687816,0.7299021035077493,0.7413309036609078,-0.38461056072819705,0.12314127902593952,0.35688882373465725,-3.672148443440034,-1.0012169982791517,1.239888256721003,1.974489898494826,1.530212932692917,-1.2483510806198839,2.8406843649799804,-1.066817751944655,1.016034149368421,-0.008311838066429052,-0.9358795861783427,-0.42394953845108085,0.5973587917599875,-0.3053284033993479,-1.410869273884851,-0.11439086093145587"
