path,label,pca_features_string
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 1/r_296_100.jpg,Apple Red Yellow 1,"-6.1046762540916015,4.932458941729988,-3.2834321824880273,0.12803483712385533,0.9262358428662311,5.265506187146022,9.47822564253552,4.9439480782902585,-1.9726002940402747,3.981909835161689,-5.203519510469066,7.45088653839138,0.7605795111034116,2.830990674116505,-2.378937908635137,-2.796855065584935,2.286355561376693,0.6692553570294111,1.282869510773884,0.037825340867649174,-3.810704249191755,-1.483866914403899,-3.483352776212952,-0.7095004800822843,0.2390338231384406,3.6852248342578484,-3.092572915096704,-0.2389926115301316,-1.1234384529019987,-1.5190987246320347,0.7836828529138936,-3.2593147483980633,1.4681374850942572,-0.9599002318672109,-0.4277701844932687,-3.654933712021627,-0.44967225999117233,2.3349837770705015,1.1537412004118626,2.0789736432290433,3.381985925635109,-0.8043599331297575,0.43040266420243056,-0.7044658170916437,1.039485951789134,0.12347483924694617,-2.1777481256341074,-0.7673861085665461,-1.7493105888267717,1.720979726629516"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Pink Lady/r_174_100.jpg,Apple Pink Lady,"-4.854488209248378,5.432605436223051,-2.082504843234966,6.027331381715827,4.2253181824658865,6.344417990943921,9.793670581671499,0.9400111902316247,2.5995998846224704,3.5962035826081378,-1.2170940685008962,0.11808373354307444,-0.41938229844641584,-1.2468599444648039,-0.9912162375679092,-4.668608906550432,0.2465522866466635,-1.9742982111042036,2.1614941550091324,-1.0533274332370222,-4.324605964933725,0.32652576438998004,-5.186035994981303,-1.2462213775452506,-1.2570132203418922,2.90011263764965,-2.2149317839960814,2.564167871926797,-1.3119096381622908,-0.17952941648921622,0.41797171549600154,-0.5181020220886425,1.5431728678066439,-1.0449501452684031,-1.6611521806942422,0.31131435461559764,0.28423571212732807,1.2154087463668195,0.4220831482040914,-0.9683950083912125,2.2675728906575623,1.4108461058951678,-0.2139896612947388,-0.9266753900242182,1.573061408285527,-1.619968055062647,0.9025871484815928,-0.2915905188742704,-1.364059769092978,1.824177077273276"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 1/142_100.jpg,Apple Red 1,"-10.149115083430107,0.5336059067330662,-4.702884722645291,-0.45174551667613067,2.0842131216656123,4.017409514157584,1.316486421719157,5.300762930121929,4.524751122346929,2.356379931657452,-4.431699403664666,3.652998159020922,-1.7983026662859287,1.2452362697712402,-1.381665887642732,-1.5216095226964579,1.9073267343500044,0.6428612045671976,1.190248186665301,-1.011515768115731,-4.601368339769279,-0.2215423616591653,-2.4375906277326576,-0.11738456518380269,-0.36946585985672376,1.4679899515483152,-3.156596897468121,1.3421941724094226,-0.9714661335917923,-0.6221285013593223,-1.754195592334971,-2.034249245810492,2.2802924306994075,-0.9816716881010548,-2.1839071694685726,-1.3283020853786045,1.5051084870599059,1.1128615179786188,-0.4773750548519478,0.4251263359476906,1.0905483858352758,0.804130167908001,0.5534659844806052,-0.5464190124578238,-0.18304998532017477,-0.6909690056192721,-0.9434617295334871,-1.604197777905273,-0.43781580491753663,0.15106212965407662"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 1/143_100.jpg,Apple Red 1,"-11.060415209729339,-0.12649152197213737,-4.789955126402465,-1.5554493623388164,2.1706996975478234,5.1393399196929055,2.0787508499287233,6.294182380931342,4.398206466076555,2.788606029468024,-5.016824431770603,3.885179678621866,-1.600985466481648,2.278154438078214,-1.9730301042060743,-2.093286020685798,1.7811022373236216,0.3111147614897707,1.7984644334837387,-1.1705340032456464,-4.849948363638671,-0.06521266160533191,-2.698998479355865,0.3601306406878937,-0.2694782608942587,2.045167230938763,-3.143892555019448,1.50884545777291,-0.5594716206010202,-0.3645495640260167,-1.796125333785952,-2.092704969984724,2.4481415326974987,-1.0499208415180603,-2.461805354005298,-1.266403940068888,2.0483340527670535,1.0672503027073361,-0.38102760971044586,0.883061328626749,1.28260123003146,0.6679056983131954,0.8483358432485164,-0.5683638307518829,0.01538636191313569,-1.0475251037029862,-0.4420990211814672,-1.7410173382568552,-0.7820770467288201,0.25486183350688746"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 2/r_234_100.jpg,Apple Red 2,"-3.0204897595080666,3.437325868204754,-0.9191603855972703,4.1255112290944105,4.37480603308228,5.3633499380566425,9.142923220918712,2.341305602135948,0.02384089481312517,5.166896307825528,-1.5667756137340498,5.23218570968746,1.9522358204183816,1.0180249015140108,-0.6789643556640913,-0.03448112906781944,-0.03187773894080511,-1.3004789023295884,2.3432237161747467,-1.9149342540973735,-3.5218771736892336,2.737269068763564,-5.950512206922432,0.06530701448486576,-0.7433596118810154,1.6148524750112112,-0.6644062227354595,1.7097738270040543,-2.8771202761483927,0.7145129702175745,1.2632022793738529,-3.571412553053785,0.47401109583494505,-0.31778846860182425,-0.024974760842981066,-2.6308647364708975,2.304153270715818,2.011926605927977,1.8033062543507994,1.8401652681835963,0.9035755032093419,-0.43472939694360846,-0.37933178276024576,0.13630572899056645,-0.1550771437869404,-0.2891295827841872,-0.8407362660765477,-1.7618925708544169,-0.5597438931458679,0.0049250135413988465"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 3/104_100.jpg,Apple Red 3,"-4.596889820262824,-2.8266086957131202,-5.105479703272043,-2.9456733997375686,9.490674217445926,6.331488068268873,5.458995935363181,1.7102048507304517,1.0650942067360294,2.9154332832301244,-4.305531316494261,3.2229081836990177,-0.49217584719987273,1.04102786799363,-1.5558663545937803,-2.706125024815258,3.4964937959277984,1.2994447258380901,0.34609688390547194,-1.617872552654696,-3.1065396394723033,0.5206675126680878,-4.754661374267929,-1.0877411200379554,-0.7934065950741718,2.33103766448711,-0.4374072050051661,0.9325977210392887,-1.8519810816694535,-0.5071878324751371,0.9217994923676635,-2.326902597462943,1.5924045003158445,-2.9983765786392635,-1.059511790112439,-1.8369383082706043,1.1872598792110771,0.7417153315684324,0.64751082073441,1.1685541309722742,1.1613593941696518,-0.38301398878065235,0.042403045814900106,-1.31736972587363,1.5774532628330242,-1.497529667834744,-0.9042272338104219,-1.3790063792948009,-0.47289136501791984,0.5247766172582081"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 3/107_100.jpg,Apple Red 3,"-3.9817881667516537,-3.137998730153518,-5.711384330341606,-3.404790672871551,10.393625784976265,7.758058333391244,5.990916997961367,1.7094473595548518,0.24909324677323313,2.959617058927074,-4.725366635252901,3.4330295726051543,-1.2119469222633317,1.1218834402858557,-1.2139776697344014,-3.0167135945704744,3.25643687798991,1.1089087597100515,-0.09072310319952252,-1.8891795785171113,-3.2126805798798523,-0.028620042132523227,-4.84927670251552,-1.6285928805658811,-1.170733128585151,2.143879781060397,0.5268679590837178,0.995793629413698,-1.90067806865212,-0.9864555832139272,1.1825972930823536,-2.6631637616691806,1.911638012434489,-2.6111370028736696,-0.41382912529111493,-1.9219982774565256,0.9686863398668201,0.657346387020446,0.6898339927472013,1.678382446226934,1.200130264329386,-0.5440965148829128,0.17755810436578817,-1.4829298082358044,1.8290983150782836,-1.00451357398581,-0.5101653856644799,-1.49992502569309,-0.4226036801307913,0.17002900012899053"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 3/r_241_100.jpg,Apple Red 3,"-3.7017375087997273,-0.8456619748638029,-6.108747267708935,-5.619334301198176,8.87214551485375,7.121986367353987,5.72246611731817,-1.3732161625450594,1.206594086415853,2.771468531431378,-5.019252353599,1.5985418552002828,0.26516277331496535,1.0927494197763645,-2.4457758460117733,-1.825876660741347,1.2858841241120844,-1.2479200569859654,0.08464937944627898,-3.147022776875723,-1.9579828944571194,0.684712908317488,-3.665284015919267,-2.3676070343177273,-0.3151080464884738,0.7665783043637985,-1.9937018866370015,3.012887600419464,-0.8820277026992388,-1.7915316403950146,1.6852936554353504,-1.3669603164555755,1.6832587451845096,-2.340052755796095,-0.44117495031366905,-1.5665534920349355,-1.2606827977456088,0.28779457819191245,0.3313756158410836,0.3335638482870576,0.8138756037875242,0.13879904018483574,0.6686620684818404,-0.5649788523715361,-1.7400409627262474,0.5524137309446124,-1.9763511596932295,-2.7846033215628463,-2.079672327269855,0.16894682008365033"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 1/r_261_100.jpg,Apple Red Yellow 1,"-4.26025986849562,1.6954856539510603,0.9909955742369297,-7.820692011024415,-0.6849641108375518,6.507429203353899,11.176038559407287,3.458699283172031,-1.986879083397426,2.13382483498501,-3.3614838211631533,4.567878506449503,0.7218635210963447,1.2129694765162224,-2.269561268092026,-1.6303140213131337,0.24440128165095543,3.6557339998695673,1.8642551471848172,-0.07609515107444453,-2.369495041635477,-3.297941805865784,-2.7880326107182953,-2.365832533856621,1.744485558740603,3.991298891421536,-3.075114533597499,0.5920634194710508,-1.4080525567932791,1.3169359970973407,2.5979810858345576,-1.3550550809964643,1.8461987871428711,-0.4485083284758477,-3.1691299825894954,-1.715386703851051,0.8045980122707502,1.5930680183188475,0.7290197692619637,1.1486426761890958,0.011615041091451079,-0.5256315292243517,1.7542472181541606,-1.4851561448528747,1.6019208759959753,1.091060392910321,-1.8254931551380138,-0.24968730643066206,-1.2214078895485225,2.5985343129378022"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 3/r_1_100.jpg,Apple Red 3,"0.0005468667585929759,3.026212284150037,-0.4508627908389456,0.7665589191156856,6.957574853603873,13.732967063414495,11.596789343896562,2.7156934565395203,1.1498378618872898,4.31491695387289,-3.486535232747282,1.627440936838718,0.5965345488784759,-1.3874936525079846,-7.42203912006452,-5.916573586720695,2.2518087363031323,-1.7456802090105539,2.1799488501137216,-2.5037014503022577,-3.68832018566152,0.1755706300267748,-4.897415174605495,-2.214867078713377,-2.6108204667860346,2.7367669582724536,-3.8808016562055387,0.8195243384609636,-1.563656920920003,0.39613075498900363,1.9919127079870647,-3.2653091783878536,0.9125534735316836,-0.8680062999356108,-1.6940636830282596,-3.574297885433758,-0.3002289050351114,1.0219956635032188,-2.360915871713261,-0.07516782202785695,1.625109307472909,-2.076488360283959,-0.7370394924845483,0.7163508754972411,-0.5065908209119074,-0.498980801941421,-2.0848223391197633,-0.8246929383146212,0.10786759645254392,-1.306237716911384"
