path,label,pca_features_string
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 2/r_24_100.jpg,Apple Red 2,"-9.700139544628819,-5.868664324204803,-5.146311973654382,1.4523733168149002,2.266312250102243,6.743971563279674,11.116202409536864,3.690723499595191,0.722510633269772,6.632128592027833,-3.255598256367451,3.1883155822716502,0.43421450634812914,1.2218142268796162,-4.114369574024823,-0.9254764884954438,1.9826227509507404,-0.7508782760039896,1.5896732830900515,-3.3458398500911226,-3.840851560043254,0.4211049760633269,-4.325684275947648,0.2284190641364138,-0.19875235181196543,1.1341535619622878,0.29891401593722705,1.046546543715803,-1.2463700269544904,0.27025146631799857,0.957491539749432,-2.8335716758058127,1.0427900816026168,-0.376087039689009,-1.2967795807587497,-1.2971241969810265,0.14703257052646246,1.5416890012436208,0.9148509786809108,0.9392266420839228,1.1768096135581871,-0.8305719666222369,-0.2505969071211973,-1.0329303388692712,0.706430060756852,-1.3655908507178185,-1.2645505281298186,-2.0322120983090546,-1.0350578118704792,0.6531778586720697"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 2/r_30_100.jpg,Apple Red 2,"-11.322802135093442,-5.920972507657226,-3.9549646742974947,1.7242740904465492,1.2141710986783054,6.169573487882678,9.928093840239294,4.955571065438175,0.6386648982084954,8.258703215428856,-3.3428468899071517,3.901310928367828,0.24645593314136827,1.4319847727347799,-3.286176743754483,-0.17119300706983726,2.5073132858226974,-1.4235016920389452,1.1280387789765447,-2.772124340458103,-3.6914462292745553,1.0070024707628313,-3.7638454210382,0.08053095345193688,-0.5143593035743403,1.2967351249042731,0.5107039232314126,1.0685620876755542,-1.3964949730610745,0.7156601240947427,1.1853899038189808,-3.022142640346687,1.0161527719452486,-0.5404454990092843,-1.2564061992329667,-1.606026886583221,0.04858441289360549,1.3114832645316974,0.4489149164276812,1.112970477223705,0.9852942850701166,-1.1017340952007428,-0.5127672961690477,-0.48775919031095116,0.40894662384270436,-0.8038629754100134,-0.6083791527770112,-1.6897507591081873,-0.9414150517719532,0.36622966835364307"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/r_62_100.jpg,Apple Red Yellow 2,"-2.02062040532083,-0.49556691216414994,4.906598267046176,1.6594260313579914,4.256409602935454,5.750504877697331,9.802701940309674,3.065811187369031,4.8421844800133265,4.114860743599589,-4.862866660990124,3.9065268544788654,-2.570315831656499,2.231035586141708,-0.9241021915477386,-3.0778701899099183,4.87048634342066,0.19600985448328487,0.4474647472628336,-0.9881169864956993,-4.2241875559722075,2.7980309461761963,-3.6359926457519105,-0.4825726466152465,1.3944537211917114,0.8068395647474801,-1.279750242334401,1.2057348376708104,-3.7350961665772697,-0.6395839029406294,2.1731306590111408,-0.24328785483708876,0.6772083809719829,-0.6222344212999233,1.192480706790317,-1.9851199712493706,1.5618774667631095,0.4777575700004561,1.008657283567315,-0.4041183060007786,0.44381737131542986,1.2320417441040674,0.5668179098245083,0.07915215834325101,0.3023168429980193,0.18736155570604396,-0.9046267046515246,0.9365646758624758,-1.3666146706328983,0.28204002225618996"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/190_100.jpg,Apple Braeburn,"-10.340240440731598,-4.879133911522873,-2.0175388747517324,3.952041440718824,2.060138795577487,6.505207723788183,5.890322346838526,4.923513944467837,0.8476770637825531,6.105640374582282,-4.652696148648358,4.370010121376402,0.24687705771338578,-1.8152910095379742,-2.5744491648967074,-1.7581997723559937,3.302590387533005,0.5310689728103033,-0.0412093118976063,-3.023288336452172,-3.3543946215923905,1.6405045681711086,-4.178029026267206,0.9771220096830957,-0.34277228166372525,3.339394722100324,-3.4477653505579187,2.367858647271463,-2.6505306138927884,0.4529338809184908,1.3068869934104548,-1.6177020085660687,1.3714293425179214,-2.057413456592091,-1.540698490688349,-1.399093162616895,0.5749806430098268,1.414148252798976,0.5645289015556839,0.6783722809326506,0.7401737966318389,0.4599029726442492,0.8544587593949912,-2.132858641987874,-0.1325531383164429,-1.1469094832703408,-1.1919476664125634,-2.059155292134959,-0.6433400763796151,1.0097286033977577"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 1/r_113_100.jpg,Apple Red 1,"-5.811539831304337,0.11151819993170832,-3.166323646726294,-5.082960967892808,3.914919499322468,4.921217785586302,9.193971168776468,-0.5765480095840936,1.0931137929910202,1.272447331626156,-2.903005208246705,2.318243316902059,-0.9263015486121706,0.4449767818191478,-1.785765418196542,-0.4197603217581621,-0.13970262904853473,0.9064713452311389,0.9989802599229215,-2.549707479603487,-2.1800047671579423,-0.21323341416914832,-3.5558176929273877,1.5427861933970253,-1.2637229148152491,0.35096353687984183,-2.79380734314709,2.986253380067995,-1.275432134477242,1.1906062500214674,-0.15476806065438678,-3.7128851897118356,2.892532578712685,-2.5007889573605024,-0.6705722380881632,-2.474716344976356,0.5516172878188204,1.6299703659290399,0.8246059976879687,1.0544009133509338,0.6743394255402586,0.6748563531350811,-0.6718669190812874,-0.9771801424377041,-0.5341138184008793,-0.07268771755282259,-1.028641318664693,-1.411415896704562,-1.9507432281909056,-0.3219982820314591"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 2/172_100.jpg,Apple Red 2,"-11.679878930519893,-4.428218432697295,-3.2302718868977967,3.206167941241499,5.5984833483639065,7.102716517408535,5.4818815123434215,5.199160140796407,-0.980821637650824,5.47215925356518,-7.576532943078996,1.9646949962593405,-3.3766007073766966,-1.3549953869334628,-0.31614302379802944,-2.0245650258263783,1.98198615560097,2.166622993240304,-1.0506467334857057,-1.4075778386859163,-4.550462423049208,0.5497371547495528,-6.031876044201497,-0.8830683532767901,-1.4210735926774765,1.2609144885740893,-0.9456186599392159,2.092619119514282,-3.1326585701926075,-0.2887173510718739,0.8970518401764412,0.22457084406485284,0.8078296078901543,-1.5996767115452482,-2.5218238623538425,-3.375640287496986,0.9725844432237726,0.7740552389611064,-0.4481561693823599,0.7845875886500214,1.7821218841199054,0.18177000052951733,-1.1562995274900927,-1.890828156788345,-0.3863489436211046,-1.0377303774580688,-1.07567676797024,-1.4976730890784504,-1.4410774129431183,0.5850898643464952"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 1/102_100.jpg,Apple Red Yellow 1,"2.3880636023300936,1.4351767717159531,-4.1852413906033545,-4.746649838218708,1.7507771984007736,0.8880312626042365,7.242800526760152,8.207824515080715,-0.1473409735896492,2.014847908986676,-1.9506259020737484,3.5072705340521484,-0.5431193609603137,-1.4188353354022658,-3.2066018775741782,-2.7025981641832124,0.35707637500351946,1.1033681933618276,-1.3754656320601342,0.09932123650148023,-4.284701754537528,4.904123841582733,-3.956631081966435,-0.35715174059756266,0.7166288333058494,0.4492472685384632,-2.807193293104379,1.4488489803393072,-1.035203381896468,-1.67520933106345,-0.6465691590319429,-2.545908063057286,0.5806506532556,-1.4200315678775253,-1.1492089702604076,-1.5228712736906889,1.0768957607648901,1.4472556136853025,0.5353578017956782,-0.0005264703995609815,2.3956739986773123,1.3983318849768585,-0.40379929879698234,-0.3704223798095492,0.029549525763717277,-0.1091971124332529,-1.2741086835343858,-1.7547037808850983,-1.2763510896294208,2.265868602115552"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/r_4_100.jpg,Apple Red Yellow 2,"2.5136160130987477,-3.6150219160031805,6.537144260966096,-1.1438060509900594,6.520285401655223,2.5546744338752574,8.73606304442645,5.80646732436597,4.214450054486973,3.7389606090265026,-3.209415739934808,2.0679946526121036,-0.8009367970437611,2.6114077233512147,-2.344960329424862,-2.3217077814369675,5.616112443289035,-0.473052639788778,-0.12797687602901112,-2.274239669392532,-5.101096436291777,0.27914765607457404,-2.9406918720490327,-0.3691156973869651,-0.5353462547151411,1.7696069949581545,-4.014021711605539,-0.5380823370093544,-1.6461395170806543,-0.9937685032996545,2.210425798361147,0.7448948779472871,0.87794000881141,-2.900374280532067,-2.2081573006109885,-1.223642055201918,1.8864997105039643,0.9452024013771242,-0.2643499555120136,3.042688030751063,1.1279474092046,-0.7580394336573665,-0.1174869299328772,0.1919241822792674,0.5960861952918648,-1.7752703793843931,-0.563028965970337,-0.8814532143103145,-2.334784445329692,2.0754931119922584"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/166_100.jpg,Apple Crimson Snow,"-12.329786917276078,-4.272864470170602,-6.776707686121867,3.325456678399708,0.9389686826998932,1.4099689886704458,5.76122033580451,1.5371164132397468,2.330620687622891,1.212844449157637,-7.149627266221953,3.246237090816496,-1.0073066010930989,0.3394106355546581,-4.30423859315126,-2.992862681446243,3.4827740658908177,0.12468992136959647,0.6590443807475533,-1.4904133201259424,-3.102031967068078,1.771275503994785,-3.6203716382928275,-1.416328222713675,-0.901528933871396,1.2144031476068533,-2.8291322212190555,1.019766981913929,-1.7402641784726527,-0.1361701647290478,1.7088440736163049,-3.325820260949097,1.0359540984372062,-2.5861714735452037,-1.2027591518212644,-2.3282919004742033,1.3982116907782756,1.4042441999077862,0.9485580933208622,0.579152522591894,1.446017930359587,-0.020194457496382972,-0.2781712007771464,-0.5637308710512542,0.5937961173525534,-0.8443050389220188,-1.1470487292580882,-1.0937282415254872,-0.5991716845576702,0.5499047284768303"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Pink Lady/r_277_100.jpg,Apple Pink Lady,"-2.2681832105288264,1.8397594588776125,-4.368246395409803,5.984362998967022,6.496022043972688,5.07372923586134,8.312388574210589,-0.10684720362293099,1.5245021119717193,4.689729390047139,-5.0507228915357265,3.6838177961196736,-1.0072000908623908,2.9638995830438066,-1.5574241673189149,-1.671650066900672,1.677599768836623,1.238918369171126,0.6383297622916313,-2.3210211681344517,-1.9447768004398531,3.684152375694236,-6.703463672071397,-0.4414795705988828,-0.28341027373558036,2.839921539356622,-1.862520298970518,-0.20374497813789227,0.02672453522990442,-0.16742475919946076,0.894353799380735,-2.36297453174011,0.04180676667062553,-2.8823649114494536,-1.3099542514107896,0.17678674528766847,2.152169408921264,1.6313804310881745,0.5268637087136333,-0.04064891532343849,1.1067304019226336,0.37670923129028294,0.995643876290843,-1.2650406952190274,-0.11497397501575961,-1.280388884390714,-1.8221272708907987,-2.0675276387243984,-1.1072733936468062,1.3080114255871054"
