path,label,pca_features_string
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 1/132_100.jpg,Apple Red 1,"-11.071039757782179,-0.047877809490363916,-4.170279787704059,0.5505526169214985,1.6132665203798793,6.016027110398509,1.723864426460457,6.09766619190674,4.307642627398849,3.000188515956727,-5.022454593341948,4.430871865956481,-1.6987146825714798,1.3415249968121288,-1.9259889044365508,-3.1228419232956055,1.8683456006103354,-0.5141761298336025,1.4603238191556427,-2.017914767306872,-5.275850140824619,-0.5024259572947055,-2.505910460604021,0.8376899993578814,-0.9483158594459952,1.9874769531312018,-4.052592429497514,2.31549905617757,-1.7274636377064292,-0.6441042935134954,-1.5429277987793846,-2.455091953522183,2.5200601676847447,-0.6624735556478982,-2.279193540853195,-2.078763844989728,1.9063969255220825,0.1532983956770201,-0.7115933934419977,0.3941489014932736,1.7604201074025239,0.8591901776726014,0.9791738086819859,-1.450750426025391,0.6933922134105316,-0.9062769625568131,-0.8798254545931753,-2.0932886448295127,-0.6125562322483477,0.5190956364580653"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 1/r_118_100.jpg,Apple Red 1,"-4.921560076872424,0.21617146310766372,-3.3128417915637054,-5.2654874932142155,3.785502685428162,3.5204157388331003,7.932061107901463,0.06458853449183398,0.5357533523506375,1.5747150735351174,-3.644202331998667,1.5458660996159095,-0.22543463694216834,1.4052441542392542,-1.7036753643403835,-1.0457145189832624,1.14973606969843,1.1006136425552153,0.6237194116984482,-2.571739328656128,-1.743840511697586,-0.564148451808522,-4.443420849043076,1.7745156928557428,-1.04398927409468,1.3910097980045795,-1.9308726967623964,2.8889019445353843,-0.7775174808964394,1.2786968510670123,-0.8293268575495983,-3.467531672377552,1.9795490972896088,-2.2719326219242917,-0.5405231516778429,-2.8666979844275993,-0.2539145254353301,2.3600695582649966,0.9582932268580343,0.32629735039480295,0.5165699316793948,-0.23351766916050243,-1.1894815221387707,-1.917264005090469,-0.5328360598781078,-1.6546605079363836,-1.2230883774810666,-1.6528368534772322,-1.5975696580515157,-0.37722853366220227"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 1/r_121_100.jpg,Apple Red 1,"-4.550906297950537,-0.1820568876687365,-3.3285990624140696,-4.136967678796471,3.7363897476325283,3.100473338545746,6.758483008448066,0.04658235048649648,1.3629096137501435,1.2340690992595225,-3.270457848629705,1.1639449812489648,0.0026158273382041373,0.5840856864958668,-1.660681090736302,-0.4518649156246939,1.6078095350029702,1.006372112736089,0.5530119725768382,-2.455501435625989,-1.5712266920916111,-0.7905629769941072,-4.153139440372037,1.65097581778728,-0.947359063951167,1.1331458516186061,-2.1348466728481017,2.3246172108597,-1.103974150013272,0.7872131740626619,-0.46614023666268356,-3.526403850792274,2.4049267327463157,-1.8164584143419773,0.24666133311374552,-2.4345009837036877,0.15577244806204588,1.9992642121689357,1.2610750439502836,0.5510240226341914,0.454268658945687,-0.2775652897973036,-0.5868933471171887,-1.7103246194713564,-0.2821090902751821,-1.2898971269983635,-0.7672323035155489,-1.4057428524771227,-1.273123094157243,-0.3838575272231656"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 3/r_154_100.jpg,Apple Red 3,"0.5587965515518214,3.8335396926166583,-0.9144286994563563,3.5047050535846282,9.31061916971133,10.900812279799014,4.136628921826111,-0.14761896922822243,-3.0210773562708786,5.187083655394328,-6.57889348364923,5.842844781330019,0.2891668358457993,2.371655625156214,-4.006401907282445,-3.056892104435133,0.5583311971355365,2.3848023472720503,1.0418561469084882,0.9682509826557482,-5.075949134082326,1.1811898147036919,-3.628614454394946,-1.1948296688244897,-2.408807475711583,2.26411325060463,-1.4229321831978048,2.065510570460867,-2.2743587876389233,-1.114831100908229,0.7472004315700305,-2.624533334441977,1.5099932797213045,-2.039722666667083,-2.1356545480279916,-0.19100273339554188,1.636354716670958,1.9584770655129031,0.8004234335130126,-0.07447346808037804,0.5766659607486732,-0.5407176785313476,-0.41591664399198713,-0.32124014186906824,-0.5846650040135001,-2.311982520397048,-0.31728456592836124,-0.6644486711795754,-2.1394007572452796,1.0359712446239"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 1/112_100.jpg,Apple Red Yellow 1,"2.7024300965395422,0.896342900731012,-3.3496117157527463,-6.181608365819843,1.19459207721239,1.2871815483043128,8.649698355556872,8.473933913480064,-0.5667872201877006,1.9637786775293882,-1.8588236832608598,4.044605266357143,1.785312118738737,-1.3150127453307712,-3.5774497525594375,-3.6704424756823255,0.033470879221564005,1.2537673311686415,-1.3583740350303197,-0.7917443193958406,-3.7976578129773504,4.712548532145824,-3.2701678133946666,-1.4932482311044657,0.623988349337274,0.2998982905715082,-2.3126718639915613,2.332908077790954,-1.296519538857817,-2.313025694052575,-1.4384907379118803,-1.9163585993644097,0.538865708895682,-1.0773798432567014,-1.35673686474294,-0.418795637324251,0.8462427869185462,1.6993603199165732,0.21277203597920885,0.5154053482959586,2.572866479635425,1.5259960478734511,0.11830674771070206,-0.09932472571085746,0.5445685539789471,0.20515001118829468,-1.7436179494815216,-2.3598456576546,-1.0692995612386347,1.9810299261662618"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/183_100.jpg,Apple Braeburn,"-11.512163450375393,-4.824079308018174,-2.7080229138553653,5.102097039800338,2.272412849990401,5.4772895312265,4.630989002738633,4.025966786497422,0.746754667496504,6.270872544685351,-5.0874517728395725,4.368398061863912,0.008869124478690246,-1.0865991278920382,-2.772154813672212,-2.2593264330368896,3.823084493856801,0.7889986937672688,-0.3767140756054358,-2.654469795174592,-3.036020969806141,1.6258255348473805,-4.4645896019968205,0.4363699439505542,0.15123655270859848,3.8111625703699086,-3.705035495161589,2.1148687098879573,-2.0874491234562345,0.7372000831289304,0.7530988933795983,-1.0904869218465083,1.373536423875341,-1.5705946780804356,-1.618943209649266,-1.5589426950959429,0.3234337290210696,0.7073339092994713,0.46914768395624246,0.7294381538358932,0.5998477786961282,0.21985359418565914,1.1359594599970524,-2.326750800481937,-0.42943274614919974,-1.6484005918206923,-1.8650849745337412,-2.7600714260468773,-0.7887850418985516,1.3163506380713996"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/286_100.jpg,Apple Golden 1,"5.912057051481738,0.5410781675113568,-5.70199433463293,-5.496814992374863,2.142266203685693,2.1469902994464367,5.5415752156443725,1.6896720458132444,1.7643830562829954,6.292470335215733,-5.582695362436817,1.2211145188135542,-0.7615716726999734,-0.69835990806609,-2.4462676166623316,-3.612766547771397,2.8939504390332065,-0.3797520292748261,1.6737100803507143,-3.6817244079199414,-5.977900542889393,2.6141620609018172,-5.356085937961473,-0.9811566263815514,-1.6894921306846058,2.6414306662219356,-0.5922786944138174,0.44449362786787866,-1.616829008046397,-1.3950663086151942,-0.0932483749365739,-1.7553260682059628,1.4847633734175363,-1.5078305314737028,-0.9710991689080622,-1.1605474242376246,0.09877617068278327,1.0606953694985823,-0.2847483858492784,1.147409170602941,0.6836445444684713,-0.09362157363394502,-1.2700041250187606,-0.290219682634391,0.05601985632053802,0.2140237762012996,-3.064015922306802,-0.006042731221973873,-1.0022244035885044,1.0059950848536714"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 1/28_100.jpg,Apple Red 1,"-8.393173814054325,-1.0237292803008402,-6.847267738755715,-3.736228666082711,6.610738451064239,7.466972476673628,6.019919920059672,4.77337631126803,3.9922084456822926,3.8417335260996985,-4.4035318582849445,3.4943540460260527,-0.30653217467611443,1.4375281260746504,-1.45208142692334,-2.793769887663465,0.03153297152228883,0.7491382406615742,2.2908744988159606,-4.487881012743441,-4.832018627212688,0.08315998772190795,-5.679985239269487,-0.9699911596059615,1.3879505263531902,2.857205650959901,-2.8548903443254714,3.151855364612333,-1.8732710347784405,-0.8050815764985221,0.6095698534542646,-1.936811255398342,1.5319276399428843,-2.320947352980703,-1.4301845060500897,-1.410695813290391,0.9196808748036112,1.4381957655857147,0.8249260929854154,0.8484473723992703,2.3020905809281498,0.16053829677868278,0.4260409943966928,1.596151687693942,-0.4244267345411557,-0.6963535125136687,-0.9116881296336011,-0.4425284135791421,-1.5255455057158334,0.3306039927488838"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 1/r_115_100.jpg,Apple Red 1,"-4.932176429364614,0.48975135828344846,-4.205658175662603,-4.479194552773019,4.710939530876322,3.714492329423626,7.681777186294236,-0.10740690733866383,1.324415669206242,0.3241297447466074,-4.080744631667427,1.5956611280265645,-0.30015908374310113,1.441501931707138,-2.587311218405731,-1.3839705127005906,0.6767979266736124,0.7121000621279714,0.9496944862222146,-3.2187894581297614,-1.8215305966419666,-0.31795381778293125,-3.8340056882151985,1.7936153065432148,-1.3718976293271867,1.206418155233787,-2.3186698507616157,2.428746421256027,-0.7741173564471573,1.3878245106000882,-0.5293699671827848,-3.7838554066403427,2.6465532121765407,-1.761540546771135,0.027359295829212024,-3.7668244990299935,0.10516975818331503,1.936938553531702,0.9887302696635125,0.4113278630546425,0.6501666832267092,0.2104754547895978,-0.8854844061725854,-1.8085723084252032,0.13079280735959212,-1.3205730843307584,-1.3452903748639506,-1.5657379949563193,-2.17161922339427,0.048597608848265125"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 2/r_307_100.jpg,Apple Red 2,"-4.680477041729493,-0.542209513289916,-1.2780058998698247,4.054262338597771,2.4330359350661177,5.8300143361551084,11.422538067256598,5.905646685274743,-0.12423097203212548,7.410839784749218,-2.7730539335730917,2.0984235439345356,-1.0546973378712563,1.263592426627476,-3.89743246812845,-0.2811738065300138,-0.7117341657041465,-2.0722825697068603,1.3698290144771137,-1.6509254076609459,-4.17912352338109,1.6300157524662549,-5.894404335111681,-2.4246540707484754,-0.7998786590160676,0.8993982439339461,-1.84666385949468,1.3092030842024511,-0.24919238489262474,0.6770196577288378,0.632975901418855,-1.8077067427315914,1.32325767806951,-0.7221280166050448,-1.1688471801424551,-1.6231246094499163,-0.014986952350042175,1.9571867444303213,-0.009961846335559507,-0.5779646570965467,1.4480648446129536,-0.15752153526586687,-0.9509478934913963,-1.0945932629444501,1.075160658571385,-1.423861076362315,-0.9122592499139213,-1.6817801365103446,-1.2980016916604893,1.6983040571090515"
