path,label,pca_features_string
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/r_240_100.jpg,Apple Golden 1,"4.039974501468125,1.0488029021414789,-2.7945463251047373,-4.386401451209475,0.4448951754011223,0.298617860560758,4.839080059352267,3.579967588959905,1.2672712683383065,7.452959820249562,-5.113014155371689,1.276512268269073,-1.4683224853676127,2.1007777098949734,-2.3920088685115872,-3.551244318456118,4.424539295807326,0.15169693951748653,1.3332629564409646,-3.3902591484249687,-4.053333045174783,0.1340634743614457,-4.947844055899976,-0.6426269194636997,1.411803495065955,1.8002076493353836,-3.2402482410935076,2.7237936108108354,-1.155663493122448,1.6124288601016885,2.1722026222605195,-0.948158217439099,0.5071843059034611,-1.2277172913721974,-2.7892402757797075,-0.6713049374195031,0.06300127160737097,1.198445511341688,0.8079876252333329,-0.42467198672861145,2.488091155169741,-0.21682541461168386,1.2285647745178165,-1.9132284256983263,-2.7891081127844104,-1.449300227719582,-1.8494735662170403,-1.7796020404650326,-0.982858835913482,0.16026885292411358"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/r_124_100.jpg,Apple Braeburn,"-7.7149910118373475,4.449513397406334,0.1315344061568408,6.211362082174002,4.412662307436522,6.589074029119862,5.594282059869922,2.1581554170814994,1.7891735015746917,4.682107076610895,-4.284968547207325,2.691446373927917,2.9685444739569125,1.7413939341871278,0.8713527779527318,-2.4460274394654355,2.924505162698006,0.5001825159333425,-1.7525622330718327,-1.4716356287992614,-2.446232491596276,2.4426831766761943,-5.232449625584986,-0.28862640677749696,-0.5207731082974723,2.9983353550651834,-0.5511219957893354,-0.03404956967539893,-2.1581449124161916,-0.45996075508390477,-0.5366495892789789,-2.40084844985174,1.0429351296775333,-1.42759704065659,-2.1957959521920594,-0.87647719290118,1.547386398246098,-0.5063214355757621,0.32131637984585515,1.4760504325407444,1.7890327895285696,-0.7167576527093031,-0.07648900514654089,-1.4290849933619543,-0.03889084146635669,-0.20796506229361159,-3.1954779989188515,-1.9491203815868512,0.13037050506949768,-0.2378803672478959"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 1/188_100.jpg,Apple Red 1,"-6.751994673779568,1.652258015413055,-2.133268220995445,-3.71816374498748,-0.10756588708270555,9.529658212940713,3.0254333256067407,8.343180070876498,5.319595913784101,1.9858792055549175,-6.168347523528793,3.065775642029772,-4.80930744294144,4.065557659911935,-2.310822448047091,-3.0124938126557437,0.5428273309180072,-1.9241823000686207,2.6224111254396916,-1.073666037975252,-6.454310704340678,3.2317374339573153,-2.2894854613377236,-1.5180861159628232,-1.7725077383627044,0.12924110825385754,-1.5812384578112888,0.09746251924987312,-0.7836151251161121,1.2046975863585567,1.8039672514253389,-2.798373581922666,0.5462126933825792,-0.761664363098565,-1.5116623217937069,-0.5479799363944411,-0.471860628178943,0.5824908098124928,0.5262522655777218,0.18976638231583048,0.43162716673493967,-0.21775016312585582,0.6728996106372108,-1.7007299693860958,0.579465850379296,-1.1601967965190736,-1.550398906573275,-0.2704795752431091,0.5286391800343049,1.6540194910448442"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 1/202_100.jpg,Apple Red 1,"-8.432555020085411,2.520899939698599,-2.1205893561805063,-2.7429597903262883,0.0439846332676607,10.009708018271857,2.5615156174620903,8.325039497365642,5.295279636737924,2.2012558616466356,-6.223251968567267,3.8285332450048184,-4.733685019688026,4.970058840382289,-1.4089688869026202,-3.213341468385142,1.2370160560937062,-0.9255708714425744,1.9774951561225425,-0.5841928914200855,-7.036821041575636,3.317421312779513,-2.351910782716282,-2.3563225398839713,-1.0756947686197456,-0.34033995377520226,-2.013380948592055,0.5752909687959447,-0.9260833584665311,1.284158308106416,1.1455973228883711,-3.5825401064063356,1.263001136057789,-0.7805227542249431,-0.9751176371403988,-1.3760387009553403,-2.077920442454018,2.200680247099363,1.3083404897936046,0.12449489058237329,1.0461482380491955,0.3079236854030743,1.108266487291048,-1.7702558187026745,0.09302046552290666,-1.4741063015262623,-1.3065892467531217,-0.2646227494622993,0.5964176236843972,0.7570427495306193"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 1/r_293_100.jpg,Apple Red 1,"-4.880927126259446,3.138570389130302,-4.063748313819111,-4.257125952063934,1.3224033788118077,8.06503594449862,5.3567423837800145,4.214161694576145,3.7791243121773404,0.10394947708832913,-6.766693314130628,1.7229457235331853,-5.104209484155019,2.0407063110187846,-1.4131183179627098,-2.965890288779362,-0.25169222101422756,-1.2608100634479034,0.8226416216271898,-3.055960634470957,-2.9981992344434016,1.2264767296182002,-3.381304698236552,0.9174470906050053,-0.2734969015500809,1.588107044786224,0.02504913014410663,0.4454842624982752,-1.6381896710622068,1.6576188649453003,3.564084241956946,-2.2675041520501282,2.3153883185494255,-2.45217636141695,0.509676666707832,-1.5190145318827157,2.288788928540308,0.029201830518602825,1.9416765560472244,0.5545271560003431,0.9498831782239715,-0.7347190155954418,-0.5937597015082158,-0.5555163210351568,-0.237078690137337,-0.8129243927627715,0.15113111674669918,-2.8936042666208257,-2.3608042455243643,0.891598965169472"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 1/r_131_100.jpg,Apple Red Yellow 1,"-1.2172526011155267,4.5506385331864,-2.161356355268821,-5.263290008422146,-0.13942933891825965,2.952636174848606,10.333883332625627,8.155459503571345,-1.3105570947921465,3.5144107810154486,-3.3768808679006206,4.478841016587075,-1.078595805009281,1.0787776100932254,-3.2818488454441015,-3.1543033395862348,3.074733629975258,1.084692327771165,1.262341690942341,1.6799007211380637,-2.176236394511828,0.00923129692798016,-4.079228066609206,-1.3107303953048755,0.533019520627386,2.953278275169366,-1.9511565292837045,2.0024348334241155,-2.0216602639491987,-1.6453465312319318,2.01996753654569,-2.126241191749968,1.2059704749882239,-1.4190234164054794,-1.8794991990220304,-1.752776711270321,-0.3758526524793696,0.32625457398559976,2.07260464965888,0.7542319954886724,1.334048271679001,0.4872861882796682,-0.7021189168254913,-1.3589895399072556,1.0357732901379346,-0.8304268173724603,-0.0997216057855944,-2.5025405126103033,0.9252290359278967,1.8115747675377076"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/r_241_100.jpg,Apple Golden 1,"4.943035664844927,1.911703177709358,-2.537375987803,-4.156210106687913,0.2553975936388114,0.5171828263042781,5.269022098840439,3.832280917634571,1.6706534174956689,7.821678971512264,-5.521276743788557,0.9903166656555864,-1.8673642173268727,1.3033018934986131,-3.074976359313214,-3.3321861235288908,4.402031972263347,0.14052645097835204,1.3128108844505364,-3.3021459834129154,-4.0267691428111725,-0.45846579681116395,-5.435859651458313,-0.9062354203544212,1.8536146961446553,2.0846675284116007,-2.95551613111399,2.543499338189319,-1.5204091874036934,1.9943132364576952,1.8133136073187446,-1.208565789584448,0.39963333110849,-1.6942639501258792,-2.5220153845282764,-0.29747623679335344,0.024650677829334895,1.4334030095208816,1.1270686006038149,-0.40355691092147494,2.475741722007261,-0.07276089308270858,1.0589195244015426,-1.9940042161416043,-2.7270443157917446,-1.4221679189268301,-1.7369135217762617,-1.9633405752534592,-0.7498051816380695,0.2564606660936066"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 1/r_21_100.jpg,Apple Red 1,"-4.199464942973186,6.09234006243758,-3.4320390976216966,-1.1670980273927531,4.230560562556941,7.015647112009687,7.219693528854381,3.0445777455131116,3.72770360465175,1.9161832711030127,-4.942476712717756,3.6902085817486308,-1.0672700111235751,0.6318513684487937,-1.370207279828403,-2.5460452583989372,3.594903821318389,-2.932132482746504,1.3302443166390137,-2.594204558208921,-2.7232117112688274,-0.9130155284524698,-6.224788512930282,0.33127244869960576,-0.2609085403768066,2.445985528563116,-1.330807719706716,-1.3048903106502845,-1.7730145840378846,0.8162335156156356,0.02945511083561898,-1.5261482628810321,0.38309834410602833,-2.018996464198939,0.6069528801950619,-3.0849981077193536,1.2341024946385386,1.6916973409054004,1.2383252069731747,0.606091955438164,1.792421381280452,-0.3449182579209211,-0.7046067930261153,0.0972425466124582,-0.30797798512754815,0.5810423856761489,-1.4553643567817345,-2.21327219619947,-0.37685771768010884,0.5497216135904404"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/r_269_100.jpg,Apple Golden 1,"5.731530705593347,3.7362307690556213,-1.0165253876511673,1.3860377260016865,1.8576799848279888,4.208570731119885,7.525555327275968,3.2641013680189355,3.9008329478376287,6.253901890793453,-6.156837966131124,2.131406178553682,-2.255162378094719,-0.7585614041232707,-3.6161189462421572,-1.4478866911798045,2.482397760926193,1.5212280836892351,1.3838631613774812,-1.8670610840075106,-3.826180691541988,-0.661522006314218,-6.1722977960159,-2.111857817803121,-1.185522942675748,1.3318964777983404,-1.1542805657732909,2.305659691477419,-1.2911876656177579,0.6323340936816325,1.2323056304213205,-4.2415216392661295,1.5152988023123872,-1.1606037074983262,-1.9255480764011887,-1.4783744075101615,3.2212582284210267,2.290930067849809,1.5159131497732592,-0.5504343213804241,2.41186030959543,0.11088208656007577,0.7048526228854123,0.14619054821536354,-0.6643374238340429,-0.11617713477017423,-1.656464108308629,-2.5997647276235023,-0.09093034003383264,0.657248088865432"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 1/193_100.jpg,Apple Red 1,"-6.987769570526779,1.2350979628004426,-1.479382810007129,-2.7259523988880843,0.9940329570040314,8.829895268316617,1.5791466170399786,7.33403762670803,5.685060431613565,1.8988786750497781,-5.128794385953891,3.6200645673154446,-4.260493481259889,3.7873069992108355,-2.2939477861323985,-2.9149405081585575,1.068613000343597,-0.8269268973336434,2.155049409727797,-0.42629593813741334,-7.135226175754146,3.276187762142479,-1.7680450537830463,-1.6152091973850824,-1.3496231060461534,-0.10870049659511749,-2.150289268194655,0.20264284191179616,-0.25183705407970497,1.745788039753776,0.9058833154901786,-3.2852716973999683,1.036419991520088,-0.3574173788482098,-1.3383423416823392,-0.8684971381132465,-0.8796722135392391,1.1684302789799412,0.8907120779736738,-0.019869601547963446,0.6314270387436158,0.0630571527447923,0.6103586520302955,-1.9966224454677934,0.3959152358691009,-1.2126902979663103,-1.3053837407548332,-0.03782677033007207,0.9592720772406663,1.0208558871183369"
