path,label,pca_features_string
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 3/r_276_100.jpg,Apple Golden 3,"5.169642986140248,-8.275037732456767,-2.2538550330412797,0.004114981532341656,1.8788341525601415,6.278641914559243,7.4070128209342645,3.109421172799239,1.9394921097217148,1.8241481594880302,-4.835247910587565,2.275078459499096,0.6834832160716476,2.360083934146878,-2.5648740092807554,-1.7474517393421525,2.003227002168567,0.4898061568794303,-0.032027975513900034,-1.8974403406828833,-4.017297915724601,-0.9023165128828031,-4.338253488838052,0.7668036340525591,-0.04894107256482845,1.8242640983916945,-1.2311171586598066,0.2936839417433508,-1.7139778471559382,-0.06072767737125471,0.5666736356852998,-2.5822459939423035,2.403458033727256,-0.9323396329005145,-1.9924826901457129,-1.060871907802924,-0.17192579542496986,0.7333314632318647,0.5355284162544788,0.28765321843002734,1.877761596424077,0.9515602652174165,0.2845005858835068,-0.5335099580167407,-0.3324078027428145,-0.15477137582709705,-1.9680887448300939,-1.794282126627473,-1.0265959936116467,0.7714516030537966"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 3/r_295_100.jpg,Apple Golden 3,"5.747270833260987,-6.656858123029804,-3.940656769371867,-0.5962903996330404,1.4351377629228341,5.384871274968523,5.796432473319343,1.9880090554605616,2.20891973641853,3.609415421719728,-5.178251863053447,1.2441327343194668,0.5718513687530725,-0.12549028679384558,-2.1282256453787136,-1.993090677763263,3.2482356284205123,-0.015929306334621845,1.2032607578878558,1.163183876104498,-5.494994873540057,-0.7359657483625699,-4.85832434883183,0.21803235617007558,-0.5998959567491813,1.9938141198719088,-0.5808062544863022,0.8962327889795276,-2.0428817996447224,0.5829875446536881,-0.3308360212680533,-3.272356767842615,1.5703294130132504,-0.9055991634733481,-1.5735819062410978,-1.5908131753257184,1.0030959240746378,0.8364033389746665,0.8051094134606782,-0.3031955533262854,0.8930066380063979,0.7931951247020165,-0.8139539706093234,0.4051686668756281,0.2716202475249,-1.0307896020777745,-1.8226343182551719,-1.8834854115183375,-0.7050331785474684,1.5175556233337246"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 3/r_300_100.jpg,Apple Golden 3,"4.8320373080372425,-7.309540217615931,-3.7405670712556605,-0.6784420224267628,1.2336592895224672,5.394571544967572,5.801647926694804,2.350635283111851,2.3783203748694497,3.7362950210504495,-5.583273500932623,1.6844966753301769,1.7065212075510234,0.28237898902192454,-1.357824137838528,-2.034649226608159,4.27429794395462,-0.9434049270953052,0.6609070487447104,-0.1870384022784801,-4.650179478718616,0.10282753132474604,-4.102046518765015,-0.8330910610634207,-0.10098293289757238,2.171808785498467,-0.6777497436612654,1.8946259150846663,-1.9397727072338986,1.5268587075186795,0.6259136751920765,-2.4994888456508324,0.5346643212647344,-0.7219684080988331,-1.6028764278276437,-1.5527143470884281,0.8591614470320005,1.1543538047551458,1.5422045368331023,0.09757362479730136,1.8974955161661224,0.8582512383128741,-1.1336315026915857,0.35580166358447585,0.1314985571757952,-0.876322336990936,-2.1306534076778996,-1.9243367127176527,-0.9244591405948804,2.107249497494194"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/45_100.jpg,Apple Red Delicious,"-11.978264930464888,-6.363823080421799,3.4968712083486717,-2.937410689994344,-1.6142400604665024,6.674395612754728,3.65999170515406,1.0932460145624145,1.078510298324421,7.524028846606607,-1.9554521836374603,4.388742742527695,-1.2812007763831381,0.07884949980174041,-3.86939218226739,-2.238045246529112,1.4881407854017543,-1.1168428747784327,0.8048454699566444,-0.8774300737331693,-3.4719537807133927,2.1600868878937787,-5.362561996003873,-1.9966427948592527,1.3366872503667764,1.9784914505055393,0.5304998279727622,1.8598621274921014,-0.4878788337686342,-0.7145112274783784,1.8966137263126381,-2.957973751081362,0.5926538017419146,-1.416017424789925,-1.359383280437565,-1.6481298662148847,0.67486757294285,1.6859932376195466,0.8048208274209128,0.06263382755994534,0.9299251654224346,0.7419096694389793,-0.07512435178516223,0.05328095989462813,-0.28281672804316327,-0.5020580941352637,-0.657425431885753,0.13603762154618407,-1.168077854570761,0.6017032234717711"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 3/177_100.jpg,Apple Golden 3,"4.967407414924573,-6.165749932052379,-5.132379342355736,0.06523672121217726,1.2557253463737184,7.894576335768652,7.512119030291782,0.5494206232252975,1.6550302152838607,3.8333027580975223,-5.690660693871355,2.8396512399013334,-0.8502691988614736,0.1677340538418948,-1.4857197777492923,-0.10240957026296589,3.3088795498414316,-1.4161047492199128,0.32231693852797266,-1.2367215066051314,-5.973260397314194,1.5023008594177174,-4.747739329617376,-1.1400350439932523,0.15223994173063407,5.528226347974805,-2.032115200762934,0.8163478411334738,-2.4575035990922705,-0.25618273889721016,0.5567011512844093,-2.9743040319781118,0.18740310462102563,-1.5257021008499778,-2.5169861880082287,-0.9608703858790129,2.300002594507879,1.3155209371235062,1.022712706304385,0.16833036267254606,0.5375417835342446,0.4792627022918253,0.06103678090687281,-1.7577215321620754,-0.06803854662611088,-1.379444989765457,-0.015888066434688757,-1.1941419889519524,-0.5514856478454488,1.363794244930832"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Granny Smith/112_100.jpg,Apple Granny Smith,"4.533349935318697,-8.869154992820414,-2.519572828537952,3.9554836548315397,1.6502933438830414,7.429288904003914,4.5585270549308765,5.224205275618337,-2.0328502475882653,0.6794759695715513,-3.7657670389466733,2.7150097461195823,-1.3303231543702543,1.2160871569804974,-1.578256190106141,-2.7721977454786964,2.805491834402436,0.4792310008459928,1.2076214360688782,-2.0911914531385363,-2.456420493256472,1.6511625048110512,-5.618426904035488,0.1079609560841315,-0.007198617631765189,1.1953514940082117,-1.9269092707960365,1.7457111874546016,-1.6772064965275193,1.7905493155410739,1.6133187857387867,-1.7157549992816457,2.1860041107881427,-2.554847786390623,-1.3501796384716627,-1.7991609854280104,-0.11006824172564514,1.721776264551835,-0.3127785643436139,0.2686212181433897,1.7380897088771805,0.4752337446584999,0.5457390823739309,-0.8172059446576064,1.2045806589951962,-0.8220976444770088,-0.40591501014736575,-1.1186240714869125,-0.17702749312599414,0.490153161050277"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/114_100.jpg,Apple Red Delicious,"-12.440703146597656,-5.698032302331343,4.62405043374531,-3.2839881487411002,0.508643861210822,7.003199859524656,1.3036454697194084,2.066125639208479,2.510419095800805,4.083181380876318,-0.39034853709878486,6.046095185484779,-2.5782800091325626,0.7907056545564847,-3.070174158523054,-3.1064149600762083,1.7606283263172025,0.12246920296231444,-0.8200301037255531,-3.002765187676627,-3.868448948195544,1.010024637085826,-6.756137008148183,-1.1994512854787434,-0.48781782599459317,1.8155348790043087,-1.5950991081121033,1.4291649370049988,-0.5544488198893134,-0.4216576729552377,1.9574376927613433,-2.2676921930634117,1.288993253029592,-1.2703598875283733,-2.37459749643558,-2.402668895829514,0.140662016128445,0.022011780006965236,0.8458173769743236,-0.19877457865233314,1.025428940887324,0.1568511908783898,-0.14919314545523188,-0.7313980900906893,0.5341697647024196,-0.5365632521305008,-0.509819623016967,-1.3733281293263848,-0.7059026329778932,0.7518000419126817"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 3/r_288_100.jpg,Apple Golden 3,"5.679513108682236,-7.884988528309182,-2.739097566641263,-0.8554086026513754,1.9372152517090693,6.317594166060837,5.859402311408807,2.1710920771550675,1.5014415146024358,2.965963372063988,-5.56605106758966,2.1476106839958713,1.353725881068822,0.28560430487730365,-2.1060665773467786,-2.6531500757263617,3.315112982944666,0.18225794551403982,0.3949541622495402,0.9620055690345346,-5.179755690842413,-1.0599890833362928,-4.257652948748457,0.36238826363287335,-0.8464396050253039,1.3053964708135293,-0.727974112495823,0.9918944300091866,-1.5917515879800357,0.5652735429712483,-0.5686286859930152,-3.2795650630994793,2.4246665078920215,-0.49969561431049625,-2.5909962131704107,-1.1762233181197594,1.0743511293727235,0.9006408362699538,0.9042679766718422,-0.7106621105972339,0.9119396196443714,1.4652985424576348,-0.10905613694609032,0.47099176422297034,-0.04824579838053324,-0.7162911309715724,-1.9591692340908544,-1.7972079877622207,-1.2456512037780962,1.7643710097148724"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 2/108_100.jpg,Apple Golden 2,"5.385861897419882,-5.42651607943197,-1.2282006880331544,1.0578365192062056,-2.2493006714235952,3.715917385926618,6.086568913997022,1.5841087074555777,6.503414625109367,4.0655929998690485,-4.962057727093023,2.5105008571761425,0.9859803461014589,-0.8305845509028786,-1.265184450691616,-0.23436722381855768,0.6050044695364796,1.6042282478561838,2.2588048703983525,0.40965822410998803,-3.569684029069527,0.7088143400923118,-4.447727646909979,-0.9707085371807115,-0.6494021463880374,1.741243609473808,-1.4965563176907817,2.0015237928697864,-1.0478604990500013,0.18157930697702207,2.1221993202791456,-1.1548473742612708,-0.3311891837159349,-2.3252229072499153,-1.5405446245740777,-1.1975402343213368,0.5720452894470598,0.835174723569943,0.530439101512072,0.7627914777906526,1.550872869048215,-0.4116009495137188,0.6374027931675111,-1.3548812180879783,-0.7278852298866623,-0.8298009711791471,-0.6924179303319276,-2.973310407249936,-0.7958664419074607,2.050556980477382"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 3/r_303_100.jpg,Apple Golden 3,"5.8355983511274525,-7.249841446266493,-3.700369148785184,-1.361370362125996,2.4511134651299153,5.404655236906708,5.817548261869439,1.3533294523462904,2.2981792061335233,4.289207193737016,-5.938681296624807,1.8632886065113892,1.8846429800833213,-0.20802687409733592,-1.569620350203384,-1.3790261080107367,4.941845473533151,-0.7796192445426636,0.5903451357699027,0.5642010286825645,-5.304017601068466,-0.08618248460656415,-4.083850659906098,-1.2091647717004597,-0.06428994250962704,2.496553486593662,-1.658025864027063,1.7307889888399752,-1.6905790780140821,2.094521841877539,0.7159957146029557,-3.1572160890603147,1.0736624242313295,-0.8914761771140901,-2.1369133955167983,-1.3433316073978754,0.8538907758173008,1.0817632263153354,1.778412813313361,-0.27567011827257126,2.0872418777337267,1.4757134760180786,-1.1475389856705258,0.06133915145116044,-0.06671584188684088,-0.4363985654958847,-1.8944880708304472,-1.8090682407642653,-1.0207818949160037,2.017917752012849"
