path,label,pca_features_string
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 3/r_271_100.jpg,Apple Golden 3,"5.272418203307936,-7.572527113542946,-2.831468984831198,0.4629419214721417,2.430275135003495,5.8948637383973175,6.462347889999864,2.2323845846868844,1.7607441940438078,3.2493727215720485,-5.211228226688119,1.0709516289977539,0.4156434511448077,2.435302927207224,-2.4733479380229473,-1.0406217047049648,1.5056660175719434,-0.3333071445098957,0.4278630659209844,-1.1366880400625914,-3.9612167888179735,-0.007926121760189503,-5.063489697029476,0.1500233369831878,-0.6192583243123869,2.1581162100301925,-1.3328219804570158,0.8617784663748496,-1.0012568512475202,0.5215609646061684,0.45113028036605946,-3.119695657956298,2.257426474793725,-0.7977958949244178,-2.4585395052267653,-0.7758322827888064,0.22000092389436898,1.1493262831161009,0.6654169730369074,0.48941927077221326,1.594233353598998,0.12710259918505526,0.14746470483873936,-0.039248202830801215,-0.6338575553826088,-0.6907136184781988,-1.7185896981489461,-1.2192419268527896,-0.05075608285911213,1.428842009148056"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/104_100.jpg,Apple Red Yellow 2,"-0.2526505253486009,-5.940689352916284,4.433460499247968,1.0141939232763009,7.602114949714506,4.422082552502107,6.056229116121884,4.413085111204297,-2.8341288686102213,3.178812641216593,-9.21973200174627,0.81896831125619,-2.1505715810001087,-4.733335203252593,0.2994486051103105,-3.274519742736438,2.5241425349904634,2.2492329443429147,3.90988074969779,-0.04375361244307786,-3.676026288671533,2.1165496441852274,-3.763156946268282,-0.9439441390693925,0.1107479416560824,2.1066787580953443,-1.3915862877240563,1.5938651660512884,1.7024037379201995,-0.9936500176173555,-0.8125536278725255,-3.8685408208678007,1.656623290249739,-1.948348302104487,-2.5073290739186236,-1.7186745805795107,1.5412472099419525,0.01253486205352432,2.1977748186916486,2.007631057295944,1.0315840011694637,1.10290000233089,-0.8894599333253892,-1.7534504686929857,-2.304361007650501,0.07898777549982063,-0.6261042947039575,-0.7628439668037361,-0.3319172089750608,1.9981166235663772"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/252_100.jpg,Apple Red Yellow 2,"-1.5527960206433844,-3.7937787765120925,3.827726234960034,-1.2238958277846135,4.5975247793450835,2.587776485699851,7.328156860462724,1.4921618026604588,1.3046903195397124,1.3583754097943743,-4.341740113021955,7.134823642366595,-1.4215597423153206,-1.5629967261336257,0.6622659986196057,-2.7782191903534024,2.7997821525643225,-0.6884791239875083,-0.3634015691053855,-2.8938491280884766,-4.83172277696778,-0.6881883011136259,-1.378413084744068,0.21815258115648142,0.5211808981774415,2.90510345008295,-0.038080395517422504,1.235059662462891,-2.054308420458441,0.42968535666002494,1.5992911182208212,-1.1966615715835374,1.3928561012458125,-1.7529894749013415,-0.5050961315663699,0.19132230143840206,0.505032628254025,2.534591702102289,0.9314291777061893,-0.1777163399285759,1.2386243296021653,0.7805556983682834,-0.1850653270252766,0.6142009080260505,-0.4330141883454583,-1.4071253662266905,-1.5268479967909026,-2.8426020860339785,-0.256834420710645,0.222671637736994"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/215_100.jpg,Apple Crimson Snow,"-11.390365050288816,-6.408069723788349,-5.613743232956059,3.3806166115412517,0.32630698859973606,1.3637092306902538,8.89797813212711,-1.0317489026053273,-0.4401104894307422,0.9044746792355798,-4.577012095653392,4.521693243271465,-2.5638035711116824,1.2224443562410405,-3.6107160666934366,-3.8621521172820974,3.112218353082341,-0.8884038022738898,2.4579244849455093,-3.0311739276051415,-4.87940259409516,1.7705540412668825,-5.102054212460129,-1.6894833665812452,0.13826800565935493,0.6207767201169371,-3.169271870345238,2.1559276751082668,-1.3812549191201293,-0.44889422478854313,1.366385962201506,-2.6208214275957813,1.2150346274657762,-1.3957564161203633,-1.01605409624012,-1.6471997952836301,1.781553402436834,-0.39341447290563264,0.2953513357723634,1.1896587041421363,1.5940186776233685,-1.374446123832547,0.37477773112045754,-1.0625311844516823,-0.5451508373914496,-0.7651662294454072,-1.2910796281651702,-1.2297627558228628,-0.6790122822905192,1.141135748613992"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/218_100.jpg,Apple Crimson Snow,"-11.827010223660972,-5.679588957223733,-6.153717007327661,3.861385689625754,0.05614411350877747,1.2282851837639495,8.688171508746349,-0.9610896255509761,-0.40276473468171087,1.151299949113836,-4.964118487703638,4.112656986381671,-2.24602547793071,1.1520734646526587,-3.618553916134698,-4.106820152291369,3.249712725132734,-0.796917251310313,2.6296728507971894,-3.3241184175613303,-4.831909743127404,1.7067023919333313,-4.959400606263797,-1.8753033407429385,0.788194869900309,0.5918426757875362,-3.6915115875903086,2.393596997310655,-1.3175437530769107,-0.6224123850785731,1.235123816307626,-2.5177139541296696,1.1431749234761055,-1.5484502983379747,-1.1042901110508612,-1.7439031961853309,1.4862952126523423,-0.16563290134578,0.05462667691220574,0.9863439424729821,1.6733307799346644,-1.0208180204790487,0.5237094752239877,-0.7079595514482986,-0.4551186621443702,-1.227537419209548,-0.9692381730248847,-1.2405733823840748,-0.3960151343198273,1.2482390277373259"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/158_100.jpg,Apple Red Delicious,"-11.856516254719198,-6.759274659304017,4.770279224865044,-3.270661836123981,-0.2842119416614319,6.857941257125012,3.2262499619064604,0.4410728402339077,0.4992214354763748,4.843841707584822,-0.8188944934565925,5.9173357165615235,-1.3926300164151824,1.9223257443822546,-4.058006306838714,-2.7787035549613694,1.1523227541333612,-0.04841289692426425,-0.9028767060093431,-2.167026492415881,-4.282055034662006,-0.11511942929632002,-5.827516501990988,-0.8031254745278956,0.4931860804131239,2.0325648628591257,-1.1891032135973314,0.7441503296066498,-0.14827389081711623,-0.4848315845527941,1.605103020533618,-1.9904386633176079,0.8755916689331227,-2.670908398929252,-2.553013978340005,-1.2481953243716177,0.5144076013236247,0.8623708861824707,0.6445591322574182,0.6556994851438416,0.5879259094127052,0.6044148044168836,0.27154613298743857,-0.5604580307826409,0.05308631127893726,-0.04750735330200224,-1.2364966166165583,-1.3798173494020776,-0.9865878526919232,0.8772541797191915"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/278_100.jpg,Apple Red Delicious,"-11.408639916156833,-3.9917871443014166,5.309802917505285,-3.2414407152344205,1.5856542309978645,8.00670938447554,0.9535094569918101,0.9860561011672083,2.6247048401460207,3.757407784953056,-2.0212492316982837,4.735852120055819,-0.42293574389814437,0.23918548891861277,-3.678411499826258,-3.686956975159165,0.9185684307063107,2.985719119403925,1.3637401719100863,-3.634070492354252,-5.19663939726348,-0.3080492336698319,-5.658357923259452,-0.6122136809569911,0.6508174425074622,1.1380338689798122,-2.573688912167419,0.5458797666427043,-0.7853401818186786,-0.4922624007684284,0.9718796107063166,-1.869826505032343,2.7858042296884813,-1.3262303000904228,-1.1828922789677243,-2.0193832911048046,0.6474405293603656,-0.07863130606626985,0.454261634878327,-0.05869533571501902,1.5344396641836677,0.7610383551240378,-1.334473480652958,-0.8590440296685362,1.2257349948260012,-1.6193919680226974,-0.11975638153711222,-2.5630034736696152,-0.5527177643267003,1.6775468548376329"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/r_305_100.jpg,Apple Red Delicious,"-8.239305834037513,-5.152029420431414,4.636176994606683,-4.899951882756498,0.4464168321850253,6.555313098201945,4.380427281025767,-2.0791841846666754,1.28552647980543,1.3455488125811257,-4.808810709350131,3.2028236532229433,-2.98078659640215,0.1980835699379294,-3.6122803270339356,-1.1971759332288212,2.334833056067214,0.8308128513672934,-0.13312862934229447,-3.715747091920162,-2.989100036229823,-0.9132289271347986,-5.259493689734266,1.2821610457766446,0.378306870417287,1.5445749878026407,-2.9285857174818974,-0.35065595279554657,-1.3367575963121179,-0.20111962068933953,0.400175340736453,-3.512381179747731,2.912197102475282,0.5126283058574835,-0.10838578591473357,-1.8833985848330528,0.8934433987262838,0.1939401359603963,-1.3700325536204587,0.15311498515197788,1.538459770075461,1.780623505424363,0.09678404034992587,-0.41094163706236114,0.630977513354701,-2.0543470859378736,-0.13760848814066032,-1.791041341155935,-1.4515855676867662,1.4864323016543128"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/106_100.jpg,Apple Red Delicious,"-12.962058976901483,-5.505831410556404,4.220106516432431,-3.1036408176745938,0.3903351564227178,6.301881303344208,1.595490498247629,0.8060694545449751,3.188406007718799,3.809521968153412,-0.8145395961659311,5.653502902931221,-1.802645349374672,1.0586665155709234,-3.193825972680371,-3.3013612776953276,2.782203228805792,-0.7453059683387235,-1.0150377270917814,-2.4930998106352007,-3.879150296401145,1.3719921395573902,-6.607624791630568,-1.5106134113424425,-1.3687212330868728,1.942426970348323,-2.3559860546537785,1.8297147472682516,-0.7428570118074834,-0.8488095610800993,0.8877032860227189,-2.210450288056686,1.067694921294475,-1.4368968287050055,-1.756235421595961,-2.3367124447331924,0.16254712714206218,0.4476600044522259,1.3741128366711952,0.023855858402532154,1.0100356801260775,0.25964671752124807,-0.09240819387853509,-0.9951707788336777,-0.14981122089172666,-0.8508566716533973,-1.4681789340752525,-1.0354581171099455,-0.7566750894046717,0.14193566958944465"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/153_100.jpg,Apple Red Delicious,"-12.123706850759289,-6.186631462265693,4.937734068918708,-2.2200366993391976,-0.562817044980339,6.749026618841037,3.673750906497944,-0.07312139159026414,0.5020119467669144,5.110627104917927,-1.0651962463930351,6.010081630878603,-1.2078652179864366,0.5535925439642212,-2.729853897633584,-3.0562521095545288,0.766484111938703,0.1286814821267811,-0.838587077473135,-1.5205444091693576,-4.03472372883965,0.6525256062035233,-6.313402593984007,-1.3195474521304902,-0.09510110597371832,0.7436553747404754,-2.0373342857665473,1.6046962970130358,-0.5902547284648031,-1.2170789301678338,0.26845752681172025,-2.291426026664347,1.30626533599891,-2.6081939440131303,-2.761193344844489,-1.324763405907879,0.2453343840848792,0.348178873355905,0.977728540140004,1.0683085782680584,1.2803149697810157,0.6328188293345552,-0.37554414229448313,-0.7492723453440364,-0.2549746273021034,-0.05633410000008903,-1.5883690998240318,-1.257507064554647,-1.147755146955961,0.32442312895003306"
