path,label,pca_features_string
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/274_100.jpg,Apple Golden 1,"6.254544126385895,1.3906656659532066,-4.33173764431141,-5.287133607386244,1.8152347185535331,1.814283909083296,5.3743216566723415,2.85036874703831,2.3919254488790247,6.2693352135311455,-5.7165668695849865,2.5469592665913967,-0.5298206482686808,-1.3129349958153016,-2.777227194641437,-3.4905509328246267,3.1231397533025715,-0.07289268723931064,1.4261356948050739,-2.7021537803221394,-6.14619910473797,2.5066792591978535,-5.410974847095685,-0.1776168098759084,-1.4876846446649188,2.4987520738148263,-1.1983394291088996,0.5866654530597667,-1.9941259565755896,-1.0872284221487385,-0.693008969323798,-1.6757819970372017,0.816708684624817,-1.24356968046861,-0.7637565665688376,-0.4816199033078295,0.8762387069732308,1.6532998385464819,-0.008868278337723867,1.3831317125899432,0.11545072931374376,-0.22792709286209686,-1.7180769944607477,-0.03689067835846233,-0.4438332990899535,1.4939972490929938,-2.6493883143184767,-0.9033681259084072,-1.1354075837031627,1.4559334996750357"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/289_100.jpg,Apple Golden 1,"5.98201787009021,0.6846513054474326,-5.070519349562421,-4.407617699331177,1.2825461730049001,1.0360591328450677,5.251246842522686,1.7283167493057894,1.8623976502500952,6.3947893500319735,-5.188660761215164,1.4900968342016834,-0.3509807972261538,-0.9625051829672711,-2.3814111439878496,-3.3425521712133155,3.0091966843131353,-0.33823243391996727,2.2038972716712677,-2.9971300688397595,-6.609021492434104,1.7976491459920603,-5.2059579871810024,-0.964855465650105,-1.2001435140641283,2.4644598041335017,-0.6549480540987445,0.994296262715874,-1.574898510529801,-1.129704481490546,-0.6463607854317586,-1.7091808261055275,1.0696256131299435,-1.5670667493635317,-0.28725974869304793,-1.5059589220002214,0.3750410378658926,1.1861095862651112,-0.20491563613111077,0.9549869419264116,0.7300540426079553,0.1891655778605837,-1.3340836368624043,-0.5396918015346588,0.6003725225789539,-0.17761816870113464,-3.0271442736073575,-0.2755055459305966,-0.7659846121852876,1.1385696007244153"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 1/20_100.jpg,Apple Red 1,"-7.7796830329640585,-0.5673752686486017,-5.815872322357028,-4.638964307789375,4.530349523879258,6.417593247701343,5.406995957784404,5.206182013219876,4.17216031878804,2.806458255181328,-4.576739691878809,3.4580028156824456,-1.0658489181408237,1.490318994438242,-1.8064913457512062,-2.1465401140412204,0.22065195166993135,0.18905781039191807,2.708173895255559,-3.2518814202268795,-4.97341256551789,1.094131989487212,-4.947284569705488,-1.5461177263521642,1.939446281302821,3.1249271298306027,-3.519740875949514,3.5991282976097048,-1.0148360724736933,-0.2617585173568604,0.026517376082639172,-1.8493026427154553,1.6322757006115867,-2.8804283817632523,-1.4896462359698635,-0.4622616796290257,1.3383425645982487,1.8630308137462572,1.0371576008441148,0.3899793982559655,2.2472359535062862,0.9728348962628146,0.7103637405109515,0.6730330455606157,-0.7219390574093139,-0.2987775725932912,-1.2367762715138437,-1.3330702808939194,-1.465010220916566,0.9103110856427072"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 1/r_242_100.jpg,Apple Red 1,"-10.812927130188108,-0.338833579155214,-0.926866543507079,-4.297016321344776,-1.6792926224384512,8.29391229320063,9.39308627535198,6.6274865645461,-0.08910652688994085,3.9677057024508042,-8.199040187829592,-0.4415159642948054,-4.207045595264971,3.0908631778140565,-2.046078254297354,1.531054134528704,1.8969830299463069,-0.21704010251383263,1.4855450916581232,-2.4431985800727785,-4.137478425892888,2.860533945773218,-4.66911007306274,0.06572434000081223,-2.2338169463026865,2.872796474813501,-2.7914461058426703,1.8565215944757707,-2.0807475934795514,-1.3162630012462775,1.2480290431042866,-3.7185105288541647,-0.19532992793776333,-1.325662532012141,-1.5368111061106067,-1.1699474519588553,0.5186959536625367,1.3005473522675917,-1.1502779556661749,0.6668282767928913,2.408397650840074,-0.7738332674224964,-0.9191218606166491,-0.13180474321806215,-0.3610766949427853,-1.0809784077139186,-0.6295872911107168,-1.1485535364978736,-2.49404797965534,1.315769098268458"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 3/r_244_100.jpg,Apple Red 3,"-2.6119688329553807,-0.979767196083889,-5.299378402313925,-4.58257503049965,9.066268376592014,8.941493779452388,6.6754310024424255,-0.8906883921589536,0.06013829380351103,4.143066128463421,-5.1390204140592175,1.4908856782704494,-1.7980687037632217,1.697662466346015,-3.0194988085050847,-1.0379703134817346,0.43405406967965987,-0.4601023808444529,0.38705205748761307,-2.0656291376045997,-1.8793695301519657,0.05418142685045146,-4.200376544699721,-0.6471590054749713,-0.6967195270797684,-0.03165611874429579,-1.259060931253519,2.4383619373649004,-1.4159330646491308,-1.3109163442686678,1.6443716880711252,-1.3943148140683832,1.0359647992480085,-2.3972259084641405,-1.9793430627494508,-0.7898715444419195,-0.9867146904655967,-0.8144287738683298,0.06528481407318232,-0.8135224364495858,0.4606758027057932,0.7015582206020037,0.9661128056365157,-1.1704707858945846,-0.8769919063834616,0.357294253833286,-1.383961459316763,-2.3177959448537035,-1.2513127668985426,0.6261836344207045"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/r_223_100.jpg,Apple Red Delicious,"-9.944121343183145,-1.7599450936859784,5.31536061067842,-6.36508123165069,-3.4153841386961776,10.732244628448226,10.195308491807726,1.752110898588673,0.506209786423892,3.317504469612098,-5.850161682257301,-1.892205436042305,0.030579425800048302,-1.8712927088831304,-0.2225595501841864,-1.8708238666766195,5.94733377976735,2.9400539623189355,3.081177386737596,-1.9117783801468384,-0.7739036737334031,2.621450044697351,-5.485563804450823,-3.0990571770413973,-1.6494537048880324,1.1575311136253406,-1.524303843729983,0.8535875480102051,-3.400272479097623,-0.09917674179502721,-1.5144131890044132,-2.435340970125005,0.4657143377063012,-1.044333250598262,0.24028414322810007,-2.4697983956626084,0.8804494638745505,2.104766397280756,0.7291169854798254,0.9613512284983916,1.1287529459429266,2.263515768331193,0.41910865347727194,0.059210082840531746,0.7650044282965685,-1.4993988781185177,-1.4926854270922414,-1.159946643325743,-0.6814078250224276,0.6219010873412218"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/r_56_100.jpg,Apple Red Delicious,"-11.450468122957458,2.1914521904884907,1.1334400575057275,2.09322711814431,-0.18208982823828246,7.473730103639282,6.668536832886221,3.1738430389683745,0.399014587267629,4.483108407113095,-6.436296088613942,0.27221327607702756,-0.30878168364629077,2.5950088519899404,1.0240243635245945,-0.15003075577321276,4.527440703510244,1.677217512227129,-1.5332780549484843,-0.9720193418937413,-2.9468404262585106,3.496955077403367,-5.399027341889685,0.013191791042004308,-0.8022556763803479,2.2872946023175307,-1.8050775544056445,1.5078245741713159,-3.0309539022508156,-1.4635878301636163,2.317620018865339,-3.2596777557766936,1.0315999779212368,-2.870827962141132,-3.3184226740016776,-3.789932605156414,-0.16882689860045735,0.27171368671104795,0.9796556960548373,0.5950629432222491,0.4252337531573898,0.45134447878578715,-0.24787757909036115,0.6803399580070241,0.2090323663300346,-0.555073151475963,-2.4207239332874897,-1.8299721883874849,-0.11244456714471716,0.6506196143920389"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 1/259_100.jpg,Apple Red Yellow 1,"-11.50028575737057,0.15219907480144002,-3.085111415223686,-1.7889922526613726,0.3041924549202692,2.933918963540072,7.827387204766952,4.033130761072846,2.118922437296895,1.4678604357132186,-5.062830929895496,1.484223048411518,0.13341768410326313,1.6209610466470048,-1.9356541647134295,-1.8637861002888987,3.91460486921385,2.219815905676129,-1.9644660810670524,-0.4962417547699877,-5.444517216723262,0.1856439480464341,-6.470730076460455,1.1930596679808325,-1.1363922241350204,2.9751564402121065,-2.5842465513071264,4.195045737543586,-1.74902164490879,0.06827139135697312,0.5754584482931089,-1.6732698458561923,0.07056360628059734,-2.4319592680898405,-0.8938420445510692,-1.062467388522771,0.46461381816428443,1.7002192218548244,1.3762514057086697,-0.1359553371436632,-0.37102185277619004,1.4378337213462138,0.1941628597195538,-1.1058961524028312,-0.4662406031499733,-0.30426271824024836,-0.17972944919019146,-0.40556032387927476,-0.08662055633152006,0.9003195257053467"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/r_45_100.jpg,Apple Red Yellow 2,"1.1208858843867993,-2.242321299473896,5.231613655670305,0.9293446402562319,3.6428775768439823,3.9229387833793528,9.12359748742418,2.8050599787229498,5.1745547209572536,4.138227175216339,-1.5908970333135195,0.5699164833007091,-2.341372229556544,0.9005552532934161,-0.8744915125738292,-1.869009460798661,7.198027084233095,-0.2863387606564546,1.909782849734339,-1.4876143168620635,-3.5298236330458037,0.9250373441744612,-1.5622387883177553,-2.4445722074259746,2.0494914092379313,1.23667642983137,-2.0958808537402627,0.8089144106536054,-1.0540092775435752,0.44408711636260306,2.236516292225237,-0.036951694235904796,2.671749061450785,-1.9633168922670903,-1.5717666427629022,-1.4536634351056754,-0.7301304623523952,0.9796456354080612,1.0009720988564565,0.2526767106607482,2.130038303724767,0.6523559043060567,-0.886922865213517,-1.3271290621622258,0.41315437836122226,-0.33845628854463755,-1.12495017721222,-1.0337441303465809,-1.341473233974746,-0.6050130610215656"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/306_100.jpg,Apple Golden 1,"6.419627320325984,0.6273879537305336,-3.856926403626429,-2.934175148192703,1.0985918533944774,2.1019485719027875,5.441517496991835,-0.187488196006084,1.1825717075197473,5.946807893890224,-4.554722744154347,1.4150234596720668,-0.2852030744972531,-0.8507919380055596,-2.1843837768721968,-2.1468935209205067,1.4829645342025752,0.024523292820807896,3.1341787161298527,-2.063600435485275,-6.632188633096308,1.2410798605508693,-4.793847447291617,-0.6914717417823374,-2.5940126118739855,1.226688461677088,-1.5290820054478875,0.9399088253739214,-1.0141608357800933,0.8028982518305795,1.1588614376120034,-1.2351598917790658,1.4662820467009021,-1.932452761706435,-0.9584581780063443,-2.2700489264219312,0.7690214004806718,1.6580746743132648,-0.6108038270488273,0.5651561660271868,0.2957072141871853,0.4248463546853251,-1.3503162582057988,-0.9374937204900149,1.0281827383547857,-0.9733749392377403,-2.6035423515209364,-0.8557360293868088,-1.0484902279275734,1.1853014433238318"
