path,label,pca_features_string
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/241_100.jpg,Apple Golden 1,"4.892866164125506,1.9742998281544457,-2.2646031553966304,-3.556842042934725,0.1408368727144178,-0.2866446407915889,5.736218439731653,3.1764849271319786,-1.983099517824105,5.577609716555425,-3.899052737328154,0.4899668055064803,-2.4304484394163834,-0.2521765178344784,-2.289359650816117,-3.012518949377607,0.5651974646421137,0.12251836827552685,1.3259273055641698,-1.2150132819833532,-4.288234860462347,2.345802819815031,-4.567552206652379,1.4364362003269426,0.07693753539341032,1.7409013319432676,-1.3660003497940323,1.2465782650120374,-2.5710259196123504,-1.2992120721529663,1.6012882850225163,-0.27821430124293633,1.8496516096381355,-2.39797604294067,-1.101203972167576,-0.8281309065826681,1.989822760017911,-0.1001724001675474,0.521034034406016,0.8395362315483641,-0.33303844926204895,0.8583536850161647,0.1654775564630816,-0.890799682495262,0.7524525939194445,-0.29834593019323263,-0.8295314559610647,-1.7243042119358991,-0.38687186201669077,0.24360830695858882"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/r_221_100.jpg,Apple Golden 1,"3.157601489380173,2.7158689897541106,-3.084384472202627,-6.507621105231193,1.0990008176137318,1.3781203638108006,2.6778939310103014,2.1376742389588914,0.0022573175087120703,4.712240713366391,-5.279268342993909,1.9889662845085816,0.9050909018377562,1.1515848821395218,-2.8142269562577895,-2.798921922006447,4.106249031959768,0.02030920997996337,1.5536115482162902,-4.6780797638705724,-3.169045280157802,-0.6676265191662996,-3.9366699570553365,-0.4393521920786693,1.0227243473210854,0.7233852089113407,-2.996864081074891,1.118098076702404,-1.8937281062167135,0.624034082119538,1.1686225196654734,-0.5500305940244805,0.01818481473956923,-0.02847553777960359,-3.9750907460582194,-0.5383892993579661,1.3101017766281313,2.8844862583210444,1.2990735081532279,-0.9457983377067869,1.8088538280424384,-0.7415772314532063,0.7359058427822243,-0.7543445238924112,-1.83502409779372,0.2144281687102305,-0.13676242154092141,-1.2915205492463055,-1.8727315880088862,0.4162744127299002"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/r_223_100.jpg,Apple Golden 1,"3.3119154581822654,2.7386106053248023,-3.88166848982544,-5.424044877906768,1.413409665947866,0.7425416901072814,2.6031573084308333,1.878386461746023,0.5391724200252956,4.335789000140664,-5.275314893266671,1.3596663121520556,0.3696477707405272,1.321110125514234,-2.302961432859885,-2.0767588600367715,4.102358815674049,0.5161418824382201,1.5714688324486557,-4.311042720606202,-3.9431023337920506,0.013424314018080918,-4.410265228642278,-0.16368309327138233,0.943880782364508,1.3039182358908152,-3.0245215306212256,1.2953964880265851,-1.9113669443172683,1.309984501604377,1.122827273478849,-1.0621104660473182,0.7841151056065996,-0.3812783686842478,-3.7323463003287185,-1.00616894252501,1.0147450954793522,2.173920174502585,1.1078722509215781,-0.619538477453612,2.04449464297212,-0.7902457778680648,0.8839804440923484,-0.8599180899727504,-1.963887173778845,-0.15810568116751061,-0.15764338935287645,-1.617624248621087,-2.220985527826831,0.563398134270867"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 1/r_281_100.jpg,Apple Red 1,"-6.595920756948481,2.143037461646916,-3.250124332809873,-4.178075187812719,-0.13151620825494525,8.77899359777613,7.554313021362459,4.884094534246702,4.114019007519943,0.06476671274542313,-7.888314254317866,0.6232707143500016,-6.007837661988777,2.421435042548589,-1.5333442477065389,-2.292745732429052,0.10582370205807738,-1.7337344853625036,0.521514260933536,-1.7610771089835502,-3.118737278903358,2.395886737485268,-3.229818446492269,0.5372433694196451,-1.3367460505974935,1.2467663766262895,-0.09583346233804971,1.4686524997756107,-2.09846669261571,2.5035196496759835,4.386778408072266,-2.6999847160474606,1.4384082542357444,-2.7786951758205394,-0.9169577143048577,-1.3988726345638858,1.0253608223581674,-0.3825704731874117,2.069290099841565,-0.4242759355223132,1.0996379353018437,-0.3620400298204609,-1.1517638630369464,-1.3058243484364498,0.1586847047413517,-0.21494326473499983,-0.2542657228808781,-2.2672106789904234,-2.5874661275483897,1.1148107210615215"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/r_23_100.jpg,Apple Braeburn,"-12.576960777184881,0.5067962399970124,-1.8571861034842838,5.269362528403631,1.254409379915765,7.452731306274659,8.542637747133767,5.280438675177758,2.2960112975005464,4.895663669343746,-6.554231609525294,1.1026637695244892,-0.9252621977994601,1.0388499119352816,-2.5369520968573207,-3.8700526615072897,2.005867135149343,-1.057087038834807,-1.0047656378436183,-2.795446137983808,-5.641972345295807,0.8024053904542096,-4.823172953274113,-1.2860311356264715,-0.21021464508928236,0.2210998131622712,-0.4365362365101978,0.3309947428026074,-1.283340110786314,0.7231155664364699,2.0726907358408773,-1.152763158680475,1.4092275183957572,-0.35033743167314296,-2.3192379160252123,-2.6856402760484386,-0.5777841287443269,1.608307032723377,0.8733399621592141,-0.02462062456443949,0.9838611262841207,0.7745634721569455,-0.6968764878438561,0.8942076525097259,0.5499320081692657,-0.8181942901509486,-1.4422558480207424,-2.418728789272482,-0.6786301243806951,2.6763417627137778"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/215_100.jpg,Apple Golden 1,"5.457127690103879,0.7871867143009472,-5.239862897032249,-4.214154682415632,0.6916109826948513,0.1437719115903668,4.674939596320535,4.19892878711944,-2.113139776413591,5.857622677744455,-3.981111078345895,1.2447683539812828,-2.058054355377245,0.7552843756352364,-2.795591620190406,-4.891569615868141,1.019183874074431,-0.3557447660088478,0.06144291796545917,-2.4979647177508753,-4.513152666708956,3.4545013655792016,-4.553440481988092,-0.47729923274082087,-0.04964782057936964,2.625798899559966,-1.0678461425937593,1.4586211858715632,-2.0471124644127703,-1.968700368128436,2.584777126971212,-1.4555679418961587,1.5822636350820973,-0.907581473005947,-0.44436137973032697,-1.860927499182898,0.7783664005645932,-0.743279073510479,0.275824039369731,0.0036180143280138276,0.990132110868102,-0.06290389658278726,-0.18381067912570703,0.02094933835471431,1.1973650819199133,-1.074842258400231,-1.953964379501935,-1.3691622480991943,-1.5368068554244683,0.5000237024181566"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/r_74_100.jpg,Apple Red Delicious,"-9.588697262448996,3.0163136231323686,3.579851018527227,1.4833912299727174,-1.6532015468949914,8.666087436214605,5.0408951257529475,4.210259271059873,1.4655556407777581,3.244651539822439,-5.854561859601324,-0.11059719917805703,1.5517710259061148,1.0425772654850516,2.17867766533819,-0.6067406360374485,4.002853118112648,0.7991024097178202,0.6106307350096646,-3.9102521715012775,-3.314596947151342,2.9799229545372348,-4.086429169043365,-1.7064323859215371,0.989769052611549,2.375992993170945,-1.971305950383312,1.616762237292632,-3.7367862770945863,-1.3282338732983616,2.567959697964156,-3.7448459233988074,1.0884704732478059,-2.3615963864510947,-3.595768858375388,-2.4997067685283176,-0.8544807670603788,0.5794167800761323,0.7936143555062369,0.7060003810554056,-0.4006351868672855,0.032759961397769,-0.7998057365698698,0.7901666363809587,0.5310004087371369,-0.40851506838644885,-2.6830089939642643,-2.166187116203615,-0.5593101007277737,-0.0850030004919032"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/244_100.jpg,Apple Golden 1,"5.395695726768946,1.582567172272347,-2.534168654436454,-3.4853133427039076,0.49707856676541845,-0.4452326270389429,5.771305092530659,3.3733441122683483,-1.9841921068196688,5.782180082234878,-3.9922808971940342,0.7707606973947061,-2.270001341319779,-0.36017843304056246,-2.3031576559570035,-2.877183656321426,0.5923130889280657,-0.07843610729873454,1.1293128706887754,-1.3007708591600704,-5.14611874312524,2.367321595696391,-4.372338483401317,0.4800631256475618,-0.2851475268656649,1.4983915033030426,-1.1955176890756891,1.0932786457827068,-2.3760641198392185,-0.6143084420864999,1.36211495398999,-0.2096266003930119,1.7353397400829915,-2.89338117976035,-0.69889122730136,-1.057217111928545,2.8303551877359094,0.17978974064175812,0.4279028945842957,0.6776033682358295,0.175052820041648,0.844420335405162,-0.2785298009835474,-0.9097458614787913,0.4410394626334573,-0.7286703333158463,-1.5574626732460735,-1.4094224173178338,-0.37049037998884277,0.5372129781102756"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 1/43_100.jpg,Apple Golden 1,"4.726223522600002,2.595593432017153,-4.896440207077525,-2.80137394452142,2.0882952513340713,0.6374321968459472,4.518988535138557,-0.3150869750949696,-0.004965035016199979,6.53857444443308,-4.8784884030147655,1.6260772522305325,-0.5128893477906121,1.6264248891604827,-1.6652702539370543,-1.4505530032796865,2.2817332275533104,1.0387590194455927,3.0158018298559544,-3.654046573753861,-5.646489891060523,1.3320505256298436,-4.685979292712882,-0.41883697796977676,-1.563437907336181,1.7283485211963863,-2.602529401340371,0.8550916168581624,-0.6237416063126415,1.959094945579023,2.1291352983330993,-2.0628111640164,1.6189287157964358,-2.9964509023358974,-2.117976630222438,-2.3515332036078798,-0.2654671142866783,2.052242576337455,-0.11515574722664194,-0.2254141780972678,1.1345418065042117,0.3190395797867918,-0.3280083599424426,-2.4522601609293133,0.5001097560678661,-2.2958858914703617,-2.0050708060861644,0.20161218339383874,-1.55239368940001,0.5413470891050182"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 1/r_221_100.jpg,Apple Red Yellow 1,"-2.3551733463598397,6.233506873654753,1.161138675718629,-2.310449058948051,0.4777201145530617,4.604840425243461,9.189134789557093,7.657588865259085,-2.323525368724779,3.2502163689602246,-7.3519030129769005,3.9479197907405603,2.850778591381284,-1.014298115110822,-2.18022299670951,0.7939879519070816,2.678531315262124,-2.112756167848778,-1.587333170453983,-2.1125621943985156,-2.5943410421423785,-1.2510286351902442,-7.0154400376701656,-3.983145048486621,1.2284493753999166,1.3691926617786623,-1.2421475271153806,1.5394810749254446,0.18193979681301545,0.724374774141655,0.9720866263582689,-0.2971905990476762,2.016640006543531,-1.7120086324356427,-0.6991038696282642,-2.0648501339352845,1.0480139603110783,-0.5127846141874949,-0.6668117214588225,-0.408827807322022,0.6948237005570069,0.08680072334676814,-0.8187960911614125,-1.1229053615944575,-1.177974918555906,-1.7094585838195582,-0.9332938069989835,0.7587282688613463,-0.28355492153280354,1.3312831422681681"
