path,label,pca_features_string
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/20_100.jpg,Apple Braeburn,"-14.055680552967079,-5.530358356745185,-4.613703285312996,2.8142615755710887,-0.33786804333230425,6.258853242073586,7.670359896273755,5.028866474315477,-0.665179176786388,6.696238976181175,-4.837358066627299,3.4570111604845724,-0.17175415125176316,0.6119682040851018,-4.021802978305602,-1.5076122010544566,3.298440210718025,-1.9339237637640905,1.4707778886780094,-4.075113430094224,-5.456118960922782,1.7490324026408706,-3.35054589286485,-0.611005886908504,-1.173214108506823,2.2532808444381036,-1.52064534867294,1.569875854281027,-0.8832700471051861,0.11439611939643834,0.8914729349494697,-1.0288723315108896,0.9210357177949161,-1.6058987349448695,-0.7881947464543294,-1.601694856247535,0.2790809550877491,1.5773286657821606,0.9616890783131679,1.1564663156275579,1.0270601546031644,-0.0626557254415665,0.07143915677559459,-0.8309517596883195,-0.4632368713949347,-0.5557714027085672,-0.2953402616825135,-1.8356832383175694,-1.4078583429009017,1.8449221392983632"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/r_215_100.jpg,Apple Braeburn,"-13.796967250426514,-6.674268139281959,-1.0767257980119662,2.1648309864542257,1.6549710557763277,5.210993109190275,6.494654861342329,3.2989970380962967,-0.9959000272479004,5.793062857114216,-5.802863810752708,0.970459143598263,1.45016095657958,0.30678361811532745,-5.767720747566913,-1.0041595756465007,3.4257755476533416,-1.0288693354772211,2.353764444044925,-1.028132578392423,-4.6126779436057,1.5615833550220992,-4.216091962354965,-0.15566076512310287,-0.6283369693671839,2.442429828417869,0.6684756432939063,1.0777015886346903,0.8049144563709524,-0.6549178496466963,0.3332860382871848,-0.1067704447411755,2.146576448084927,-2.3356123890253517,-1.577748141640804,-1.2213007483475633,1.253577892257151,0.5649426362254216,1.5710603370469207,0.5697010883862529,1.570877036132649,-0.4077262538333125,1.2766580698671581,-0.7625822890336162,-0.21261968362424233,0.1607023278637631,-0.7602808139898931,-2.5308187119505186,-1.1906941420551789,0.5927282058353157"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/4_100.jpg,Apple Crimson Snow,"-9.465776559171605,-4.923903606181294,-5.818873241579646,3.1422341697427605,1.3518125672403694,1.2852276026218608,10.683273052729234,0.32147908361639216,1.012444271935875,2.2314743704119757,-4.028981306659597,4.243652951215218,-1.2605936354066505,0.28034902603413686,-2.9527025966818923,-2.8894758659662116,3.689405143063244,-0.7159801641503637,2.7478640796751472,-0.9458086019103047,-4.182248617673926,1.3086986099923001,-5.506737209094522,-2.4364978726334274,0.7495164210223132,1.3378694335935586,-1.731171810696285,2.0825214219386017,-1.3084436138903957,-0.26114527371909296,0.2813095535792918,-1.3112968606656938,0.45037759880322503,-1.738502473351163,-1.6317379344725802,-0.44361713253986473,1.397688046101074,0.1534997983831158,0.7897022967809565,0.01277812593772428,0.3609556295270358,-1.3134066066900734,-0.33519317879633176,-1.0155292511738347,0.1211019453994476,-1.0238786980427426,-1.791388188056057,-1.2633493810998415,-1.0972979923972757,1.468404105252461"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 2/100_100.jpg,Apple Red 2,"-9.387119377479262,-7.488587118465131,-6.188124551089189,3.0453116970585317,6.727685429835053,6.831135756338577,6.462109231933045,6.391863141737694,0.34139854821160315,3.2617673158619076,-4.462602507677484,3.034219136437231,0.078626677742014,0.2992446110146954,-3.6336859087213793,-2.15299273041163,3.4116820370944376,0.7503750973211918,0.5979726098226364,-4.0542403162185545,-3.536144226783154,1.205954564529943,-5.637575047784061,-0.5181538635876025,-0.7602287944621702,3.061807896043456,-1.5942371919428606,1.4905271089342873,-2.9225398179606756,-0.12015417607398637,2.6732311978015386,-1.0888932779808316,0.22748965672743113,-0.5184773310932288,-0.2879136074868532,-1.3842568050995785,1.8862136390091555,1.186388735527468,1.5185717174129343,-0.5327303309709495,1.2224941724799907,0.19299495208396125,0.537649322028377,-0.6741228724345737,-0.2904285542110703,-1.4233328646755379,-2.3487577447537555,-1.8064488758195973,-1.1155453825903199,2.571986949679211"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/r2_254_100.jpg,Apple Red Yellow 2,"-0.6902773258027572,-6.090140187581612,5.076389898248445,1.458233268837727,7.12368017169464,1.8499698854356956,6.078273004584715,5.336200991999099,1.0150965008075963,4.62003767506,-4.304586076059888,2.127511861667664,-0.151741727530156,2.0806771383725153,-3.9121993547577096,-2.0627279473107896,1.4513354237631024,-2.3670052850863295,1.1598632634533093,-3.0069129517729083,-3.0596597611688097,1.1948032329495348,-6.119161676113887,1.186051961476286,1.2404372857051278,1.1266647218231827,-4.149547659677285,1.4367309753307163,-2.0713659861784572,-0.5762375530451296,0.6527886588563895,-3.488431851110379,0.3584395902596224,-2.756633517394337,-0.5835560675527561,-2.540392437943409,1.451254571922013,0.12773947971258276,0.4810917584689152,-0.20952105515578442,1.4076266712518755,-0.7337380453276993,-1.743455350078553,-0.6449231197273085,1.6206224810802814,0.924982819573642,-0.7399797396447061,-1.2505956694134441,-0.20473933252401313,1.1793141451396663"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/r2_61_100.jpg,Apple Red Yellow 2,"-2.656557295089874,-3.498455898949659,6.692593861431989,0.015966631469117806,10.161140877675898,2.0890666435165834,5.288008711919848,5.309340722508175,4.210123669136014,4.870106310438542,-7.472800390447699,-0.08673964861887563,1.015376119750197,1.9425643370686698,-4.234360830261237,0.46556595936600303,0.632362150189113,-2.199886174934066,2.043526423782093,1.0700311048853224,-3.6671667064644793,2.356477381669986,-5.256066274767002,-0.4040316786142278,-0.4728820983889329,2.7139830747936187,-3.1415608733385554,0.8292523548452514,-3.604600588188382,-3.751538214049642,-0.2889751789335227,-3.719944494266888,2.723882375723208,-2.2020334026207826,-1.3369171291152222,-2.753937990551747,-0.48563881463626274,0.9562181213609487,2.8535466407124144,-2.1706146845428425,1.0099293569142613,-1.4907330758513826,1.0423490031244482,-0.07213501982955127,-0.14763584283849812,-0.0025723384252959417,0.3846659231762271,-0.2551438525874928,-0.6443379042405243,0.9042616999429656"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/r_204_100.jpg,Apple Braeburn,"-14.631710434291833,-5.2850541928859025,-1.6694956847727578,2.66644852288031,1.2961502442341244,5.408371951438762,6.436287854747474,4.026063278162928,-1.0515763215064624,6.185560282211381,-6.904760893119056,0.8903394837387906,1.6592409134811663,0.37446931925555266,-5.645921926142289,-1.367765906175988,2.917963042336425,-1.3336141899812457,2.3465199705566935,-0.7749654594179903,-4.446415116222963,1.2334280302888907,-3.948253117377795,0.2065394618316805,-1.1656957630734481,1.308488186806991,0.5140537296393654,1.764580401564683,0.8342169698950939,-0.3281371980079713,-0.13705676959715182,-1.052747329125932,3.047167547972211,-2.434533913463911,-0.8440964445929487,-1.7992590559101036,1.0804716004098933,0.7416591194576759,1.6761850853750557,0.5699059189771251,1.9321265653460353,-0.20164177218338694,0.15052071324758037,-0.38201797399563664,-0.34425254449110604,0.07842095342427886,-0.8859131179810389,-1.7921725623828633,-1.6214965605917673,1.044553072648545"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Pink Lady/221_100.jpg,Apple Pink Lady,"-8.050544958431978,-4.333391838597856,-5.52993340723662,3.8849186177243693,7.55672272600754,2.676972508558548,4.469570974964984,4.465308749028049,2.805267811052161,1.438907517373888,-5.918391466610655,1.6868254265049658,0.916464843283183,-0.5675153838971633,-4.638939468430878,-2.8314755554949342,2.005085381130408,2.6922438423324233,1.911568302119364,-0.8972288227198765,-1.4886511525789534,0.6771310570269967,-5.505729579444248,-0.8304544777121645,-0.9980624685279855,2.9346084766215363,-0.6752906128440406,-0.07259757693847496,-1.72265995871303,-0.19780394661859838,2.4716082096914933,-1.79674994131563,0.645220737219709,-0.7079749650732985,-1.4679246370109613,-0.6660022730229939,0.4461335898687571,0.331777332001861,0.2623801521839812,1.143020883814436,1.9009136089139662,1.0095752519339563,-0.723359692207375,-0.5415778053740656,0.7546444653749342,-0.3150859928393359,-1.1973832535080373,-0.9376667371977776,-0.42677811014264494,0.4064815262531947"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 2/104_100.jpg,Apple Red 2,"-10.384228145080382,-8.129258014128752,-5.396845858613251,2.5334086272261818,6.145906227762338,7.236610068872382,7.548666326053512,5.485840067020049,-0.3037432825259775,4.311276946572543,-4.552459676763028,3.0068846133963167,0.5785112435741553,0.0246151893626884,-4.373647437081335,-1.9550458659813965,3.34863965058551,0.6779091908551724,0.9740410309015385,-3.8442034215790146,-3.3287255937573086,0.8631400012343081,-5.400981147701224,-0.5237774257826979,-0.6665265357569806,2.6832013398251315,-0.9594338966533703,1.0825628055684775,-2.2642591336802935,-0.7645729718075842,2.217676821438792,-1.0135939922537471,0.3704629756922281,-0.9331536373067515,-0.9819559133332912,-0.7022615979868666,2.039097728607827,0.7619750885413036,0.9510083006499478,-0.39603029550023533,1.5684007283326329,-0.1738013377252886,0.2317515205419079,-0.7474738415917456,-0.09439976654745322,-1.062995846172018,-1.629982985397345,-1.9184101041255384,-0.9958107856604654,1.7967923596148019"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/132_100.jpg,Apple Braeburn,"-14.039795323429757,-6.0759429053074685,-3.145239423084609,3.081497406911131,0.03196271325769383,5.576704193220475,4.211383350468965,4.485167329886697,-0.49938996016669973,5.461382989529647,-5.952235050881874,2.408055635582523,-0.16422858129978382,0.04213042791645287,-4.669642687080144,-0.9018154757638269,3.587286394080942,-1.4735891528322353,0.8455220538872152,-1.8950441264718758,-4.482905850047525,1.2698881613821769,-2.482270643896424,-0.103123710501479,-2.1509283145461975,1.917716553815929,-2.122035209923104,1.3810649191260227,-1.3767044600588398,-0.6632775723794611,0.8176704330872653,-2.1079779268305745,1.6858677307942467,-2.1379440620893457,-1.6388665958824504,-2.0704641882550794,0.4053715313670092,1.4441554285237923,0.21787802141945634,0.4428418902770097,1.5314058949060634,-0.3223243080347482,0.7931674516516704,-1.2753689477549435,0.7212583334841585,-1.2652754967449618,-0.4667323370000146,-1.6761994808703635,-0.841535113376374,1.2282628148665962"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/178_100.jpg,Apple Crimson Snow,"-12.820617108116434,-5.2950871196521465,-5.848954695423444,4.053023661329318,0.02289194760518841,1.683873356235487,6.092339954463618,0.824897688496437,0.3627680535190136,2.1736776039727355,-6.4058538959900675,4.03790609517934,-1.1360576617369385,0.5165437617079972,-4.12505431463714,-3.3000672729281217,3.0311583029064773,-0.4363786287396259,0.8083924005949951,-1.8868337440174752,-3.9168142212243504,1.3694093134584329,-3.4939727254363886,-1.7902386610455454,-1.0715868282595584,0.4755328111781686,-3.206972298079947,1.5883414283560737,-2.0519539937357116,0.1440547979076791,1.9473112377853563,-3.855108715438722,1.5415757053246955,-2.502027048946774,-1.3689105628771538,-2.837621141848811,1.0892828628701812,1.436655284435524,1.0518449624095247,1.201023083270908,1.5653348400798823,-0.6085799955097644,-0.2420924766358102,0.07398869499175591,0.25750424799258886,-0.767608220730341,-0.9645795748510925,-0.8397026393167755,-0.398356652434051,0.8507374514241995"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/r_218_100.jpg,Apple Crimson Snow,"-8.242672088866083,2.0962099869112083,-1.5125909584841395,6.638060539002796,1.3437332904385817,3.5042432216352957,9.164054546383035,-0.3590730520344168,0.7014002481047269,2.134086891574549,-4.31093632607943,-1.0457894979145383,-0.7817183000067328,0.8933466136216753,-2.150532212380426,-5.0164057436866605,1.452645964174585,-1.1021667101449029,1.381372323775508,-1.0302463368903545,-3.8321240287205423,1.9708503504396906,-5.036835848886926,-0.6217255417878457,-0.9929220335275827,2.394041644786814,-0.12380084505165541,2.231797722387629,-2.164910636836125,-0.2695278011815722,0.3162256428564375,-1.8758110785781015,0.49187075199821934,-0.4803207271380499,-2.7759973089486163,-1.4774982152727676,0.6762165133083645,0.8029209054249006,0.2774963332925278,-0.34674717673742317,1.393725450286571,0.37173925374241645,-0.3526377572300514,-0.5807898784031218,0.4972389219946303,-0.9875527436114205,0.5383960174285134,-1.457407268068928,-0.6801588913712332,1.5046182667042551"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Golden 3/r_171_100.jpg,Apple Golden 3,"4.960330471335958,3.710059089486112,-2.893127951883955,3.3273930460789884,3.194935443476101,8.78862126236238,5.409725960582427,2.147121183739286,0.15470603717243842,3.4429065804290055,-5.03688196937426,3.8373403476083388,-2.899928413678047,0.658335807264794,-4.586940176078212,-2.2602819748366563,5.388068676371588,1.6033466338342814,1.1071004985452673,-0.5523784232080398,-6.282152928474306,1.3902829890124784,-3.7197818622698504,-0.12205456849182447,-0.16022919588249687,2.1949120265130047,-1.6671893171893524,1.9314066362397089,-2.2887150486593484,-0.027293494908895755,-0.15198279181956764,-3.222977531778139,-1.394147882177273,-1.1828373465686435,-1.982404744802736,-1.776721545778615,0.3320959600789359,0.986504718038714,1.4629385045239416,-0.040506218039073574,1.212513920504522,-0.9046360418222922,-1.797395957653033,0.368010160265677,0.29849572720368034,0.06497184752047495,-1.0297261469438965,-1.2039127977084358,-0.30749164350199104,1.331507491115334"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 2/108_100.jpg,Apple Red 2,"-10.993259424650327,-7.607305251567699,-4.949741810798751,2.976504493278254,5.7289359641768245,6.1417272373896585,6.51780620122433,4.491475536185811,-1.1752780126653248,4.258592604514555,-5.149988909201135,2.2090695421561777,0.08568861992379798,-0.14311886487067316,-4.160510685670796,-1.7055120929586018,2.321607203670143,0.6347056736491515,1.1670868206082983,-3.396470594098895,-3.7328744880522158,0.843280740554673,-5.0996037989726375,-0.46990981540040544,-0.8476815596631263,2.3473761282972174,-1.0671152284578727,1.5895005868017662,-2.177588463575861,-0.6234588673144256,2.6010282790643657,-1.2942280896333171,0.8824443244036655,-1.3326762329193704,-1.0980975678207783,-1.2771042207777275,1.9783313640772144,1.0481751131338115,0.5743534724853694,-0.2723237728751363,1.4779394062457347,-0.06490034425692849,0.15150395956842913,-1.3128657904105079,0.2134223261787103,-1.5556470936284652,-1.620094328485162,-1.3829460156598001,-0.9178394277939071,1.8027635619734297"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 2/262_100.jpg,Apple Red 2,"-2.783816758341971,-2.5436663065627605,-5.666018658493064,-0.8927278404139564,7.233115632098251,5.850194644024665,8.722655639770483,2.7551332480724056,2.8826709521628464,2.353722621855795,-1.0996487783248186,2.732962285785217,-0.9059738919517586,-1.4182857633691497,-0.8407635171490498,0.9535920387383157,3.499347152817046,1.3231957490644293,2.2056668785343327,-2.7591996995782355,-6.26775376484407,1.611285471422089,-5.975233148230012,-0.22387344638960552,-1.2948480534445166,0.714719359151385,-2.185894480337717,0.6073028155536221,-0.06697081650111994,-1.034225564901001,0.7781726382570096,-2.034870901722001,1.2569868538052986,-1.3680901614534962,-1.3409848412601435,-1.558148492461844,0.2470270721352021,1.8767102477442184,1.867082094795953,-0.20758829603085072,1.1524848987006417,0.6624220838778083,0.026964682875689084,0.0072640004579618885,0.47838768892521055,-0.5498554606006149,-1.6312585916744253,-0.9650152335671,-0.7513203432964848,1.451149600290414"
