path,label,pca_features_string
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Pink Lady/r_25_100.jpg,Apple Pink Lady,"-4.094441862419007,4.330697408278542,-3.5099497884389983,6.114697867948511,3.6561851356565795,6.4854794448545325,7.6960049128936925,0.1250577193929288,-0.41660904291436207,5.081466673438778,-5.614596924223465,4.579877290778493,-1.8739168753849214,3.4770643361702214,-1.212614214349965,-2.6902104905163244,3.5668808619230865,0.5198711989291794,0.9790075084340583,0.3060383122304162,-2.2982214334097413,2.561321312198006,-3.929380026003994,-1.2003641433017354,0.34114184844047596,4.074082274850111,-1.2899301345518825,-1.6851148603252188,-0.6278596056365053,-1.1061495478865948,0.4066597764623834,-1.384010464042938,0.7460290598753446,-1.7226715777495576,-2.138186735336052,-0.43975905367639917,-0.11001131862726672,0.19582373711471301,-0.9615559625560143,-0.7627736594747476,0.867503367478338,0.5830112761385667,-0.4389795492040228,0.5231751221617116,0.8934898296363308,-2.5563483363890684,-0.8370587775023963,-0.19423874166024174,-2.019037008003457,0.6602010530666613"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 1/111_100.jpg,Apple Red 1,"-12.017087990497181,-0.40957674476032446,-3.2176856993249454,-0.5081542066880168,4.54711513352974,6.168130452377821,3.584394206632115,5.062289379967264,4.624326250525909,3.663353577412462,-4.4936012605295,4.659014640208326,-1.0570935728094504,1.6383923632741202,-2.2054850757780207,-2.8557647464140508,2.2477125595202243,0.09637778814271505,-0.07927426032704862,-2.7425709604486634,-5.0197091885638745,-0.6010135154110486,-4.121731498501329,0.6262227239462884,-0.622815159837178,3.410657909862637,-1.8692770553812774,2.562335606252816,-1.529272207917372,-0.013354291382276642,-0.8704783778366986,-1.219859463431002,2.6816150236193272,-0.6715862555058247,-1.2755092440537699,-1.8977840751792077,1.0618322247193295,0.28008492981294175,-0.1668982979856026,0.3875860060785146,2.115460605680244,0.30166057526215123,0.2870711571672973,-1.147724591486719,0.1325304050690721,-0.281355816715031,-1.1374680614862724,-1.9882443496017923,-1.1309050981658235,-0.05847607672739412"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 1/r_240_100.jpg,Apple Red 1,"-8.74685124525162,-0.11238807386055089,-0.14107335131884655,-4.410842011448701,-1.958711011233734,7.587546505798357,9.087232528110311,6.335222300378332,-0.43063853617273984,3.151254331170205,-7.233545749910255,0.0541202926971446,-2.7436418135315632,2.8688489572907225,-2.530826084464276,1.5390137463797668,2.105015945981818,-0.44089004565420514,1.497736736693368,-1.707452744121495,-4.529978165794519,2.322030949081341,-4.941451738150326,0.39119847603021574,-2.2003977924955835,2.540581083088835,-3.134078956524694,2.0364989011269126,-1.0709490184040296,-1.127206845896955,1.3841364129562925,-3.4107312672592456,-0.12910656585487718,-0.9134564387147898,-0.5594841969720603,-0.4700018196779453,0.5922654406110262,1.1837085275330508,-1.0569818325600833,0.02421366144798527,1.8755141887769577,-0.7385304341242361,-0.5543548766052658,-0.8499641282341365,-0.40216312896529116,-1.7632502477780008,-0.7093757385915458,-1.2833781466041383,-2.2137476151554845,1.716423251963795"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 3/r_196_100.jpg,Apple Red 3,"2.2891845341452353,8.202999045677704,-0.45949555444358603,5.125414586983948,6.549464154195176,11.332605901962246,4.066587814387389,-0.8782361805329874,-2.80081795397652,2.452323996912344,-5.010518128946453,7.467049845812597,-0.9408568520669566,1.1217621483751223,-5.94587627156915,-3.2985784278421404,3.4715531631415666,0.6633084423030938,2.7693298915527746,-0.047639220530537485,-5.375255601365505,1.6441298159313726,-3.509696173185016,1.4077380660823082,-3.3871788466209938,2.062584356977664,-2.8580977585181517,2.0888217082982634,-1.515914161345734,-1.793220894711803,1.9438500399013865,-0.6769911069543775,1.372104214615434,-2.0976543771191682,0.5247748304485138,-1.433357495113468,1.4445526809821696,1.2553190588310361,-0.023993797041470616,0.020935802413872315,2.6819704236546884,1.803265363367635,-0.30211935921220395,-0.034460121415885135,0.01333432235693555,-0.7470821927010299,-1.905260777692355,-1.4629144162528487,-1.5360087369297204,1.5392176095881502"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 3/r_239_100.jpg,Apple Red 3,"-3.1880789853796596,-1.1320868090311904,-5.7524610269035845,-3.355777118566283,7.891629547098707,7.5582201455522675,6.680628530604309,-0.652585843451197,-0.5418090131196679,3.7912648358566727,-4.646388705217465,0.4713413357113849,-1.499675069002168,0.7795036167978405,-2.8544619876007413,-1.5476983892791567,-0.08380687941793956,-1.0697490332733335,1.727686072098851,-2.5926144643119913,-2.6880750316139292,0.3566359605956591,-4.338020146232747,-0.6713832904509194,-0.5401987925094375,0.09057055743912086,-1.9647178780806098,2.464827191584947,-1.7793975680077196,-1.818959924457774,3.2543283237015683,-1.8019237000668153,1.7186689598704383,-2.8026763181596728,-1.3560384958978986,-1.1774340213199377,-0.9491323643083391,0.09825778558431868,-0.4249194369492746,-0.37160036670363294,0.8304983109717654,0.7120165075304548,0.3345072657256648,0.0654188403112843,-1.445433531550681,-0.39920081590947387,-1.9790532413446729,-1.8023867763254993,-1.9019342501160381,0.36253387443182544"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/r_186_100.jpg,Apple Braeburn,"-11.601515585519987,0.4393271772766423,2.2923953004629563,3.1016018142568225,0.5250471336792767,7.64353952795266,8.037117288026229,5.284309451941528,-2.500216156241584,5.779945381559695,-9.263145511826101,1.0813003682963975,3.262987494502731,2.226662559119636,-1.7014031985665983,-2.2989872075580946,3.7828288091088162,2.9330021856929376,0.9557026740676041,-1.3683731673990185,-6.18061408097442,0.7953084067097784,-5.790732107020602,-1.4764420811155083,2.4522390939253396,-0.024158259565033622,-0.10372812431484812,-0.1431228798023463,1.4303030942468735,-1.0391657098044333,0.7262447559434514,-1.8428145513375833,1.4117530884484617,-0.6964952358030424,0.7919825429794979,-2.286896118929894,1.5257708245376713,0.21864541036775761,1.3006589967358604,1.2489383842338917,1.3478443434316696,0.4615487849221576,0.6952313077612484,-0.7444328784433811,-1.0331835426117009,-0.07904766211290326,-1.0467326987201104,-1.3200449395750533,-2.160591533334105,0.7324230656840116"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 2/r_104_100.jpg,Apple Red 2,"-1.083425549761315,0.8438484365728404,-0.5092338486272933,5.392730722908218,3.2347229053927573,8.944306170502877,9.667865424819741,4.905787792192118,2.403292874770421,2.969786545821544,-1.6159582615672632,0.4186193972628323,-2.56407140869289,1.0444855509433166,-6.004830354735354,-5.0878962695477234,1.163495651164512,1.4569231552964295,2.7174331599770123,-4.286931597778519,-3.7062313368632567,2.191686295007611,-3.0839679191622134,-0.03164413283227446,0.6643796305447252,2.793171696601194,-1.5685921832261605,2.6416168769763377,-1.7173460071760809,0.9605388699306733,-0.4331459382523482,-2.066586619816673,1.8685680205470705,-2.1499579849933603,-2.0190792162662192,0.05236661852759523,-1.0731089617928389,-0.8863803713908025,1.5705793908517465,1.0183230512694073,0.9286003658493502,1.3815960913094139,-0.6545425374831895,-2.5099564952927524,-0.6153204296324621,-2.830102661697972,-2.3061751395629377,1.271129620569524,-2.0897260341112385,1.2320265934254162"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 3/r_172_100.jpg,Apple Red 3,"3.021558001484425,4.663169335730745,-0.18316503036117454,4.412065319745572,7.430697654009527,10.428241220052815,3.4078318127948513,-0.31286112014603956,-2.7530872454556072,1.4286530614604247,-3.050004135547311,4.4604106975632645,-1.06015877581651,-0.8595368366022595,-5.38726208929131,-2.2468957312580837,2.3872223285812693,2.3902492133329187,2.914758031604038,1.0769714215363906,-5.9623051942917185,1.3207119121055022,-3.042893274096339,1.7692288913755378,-2.7155330540779303,2.2625241256807698,-2.318322024117138,2.796085333756399,-2.683071429521614,-0.3431585156320294,1.0942770044324195,-1.8892578797426096,1.7796368649479695,-1.5213890323571893,-1.8861086490430183,-0.8664265889017987,0.8379592074422223,1.476955607111195,1.5111652068467434,0.9574166152609238,0.6837227958753489,-0.009684848406063477,0.17829765332013273,-0.03793217734369438,0.008871776366006057,-1.485006385142397,-0.2357538850559518,-1.0236158139914688,-1.892167759056487,-0.10056446372768447"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 1/254_100.jpg,Apple Red Yellow 1,"-10.706518808764153,1.8714659568645646,-1.9932151137002543,-2.2304294213215745,0.05086111997362245,3.5557657016298414,9.12297776888118,4.425738392138558,1.8850489759027602,0.6112497936130328,-5.516210573834225,1.1974397361502658,-0.8206291803886917,1.791164767111894,-1.854975984113315,-2.3269849674583973,3.218004350519736,2.047541291230845,-0.931614341161482,-0.27296420524000115,-6.48086164810691,0.5399769332631448,-6.996426157288074,1.9886450352391973,-0.648759616071679,2.1551038339426616,-3.125394626739549,3.9271089428640744,-1.522815260717949,0.09619946263647573,1.0401394412465164,-1.9338300090522176,0.7602898776252955,-2.493143447947199,-0.9398616299808132,-0.8453189272526269,1.0788249076147838,1.3933954156653654,0.5668360359599878,0.12238110865589644,-0.2616830533354903,2.1673492415626514,-0.050184494616290654,-1.3811308866335479,-0.45163297347770975,0.021886879203125223,0.08829017993439969,-0.3245229649896603,-0.32797377611782264,1.2383551423733201"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 1/315_100.jpg,Apple Red Yellow 1,"-14.096267642140575,-1.8452498744822587,-6.46916060357998,-0.08989931633103208,0.8974903284069694,1.6612281472153476,8.19214119993037,4.171302602479624,3.6612774147383824,-0.6334099279247517,-6.742201307109252,1.9881512458486397,-0.6736779766635158,3.9997567515310686,-5.101750659114714,-3.1780614583384637,4.672406112641032,0.3343239456070245,1.2196753428010867,-2.252418497305197,-3.5067948283388737,1.0623109524825496,-5.951459853387946,1.2604332371144722,-2.725203882162604,3.77361635263002,-1.8446669058164258,2.6220490495200806,1.8504728516697388,-0.6692334383260965,1.2183031175036583,-0.9269193570373206,0.24378110383431056,-2.6094095054329225,-2.2894660043638115,-2.711250745705549,0.6213410149544126,0.7803850641406558,2.246355946412866,-0.026149883049373483,1.3858090365679334,0.8948914661945376,-0.18837273346166064,1.2058940027119258,0.894926326018959,-1.085088308607091,-0.8379320096831379,-0.48433461344679873,-0.5321165501901846,0.09745919441346564"
