path,label,pca_features_string
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/r_232_100.jpg,Apple Braeburn,"-14.405259029045826,-8.599309388786452,-2.6732636959012304,3.7074220168832777,1.1095643339251549,5.528755845361064,5.285458832066515,3.784042554298384,-1.4781261581219785,5.956310950593997,-6.62651645918757,2.1977636568908445,1.4176879254330697,-0.19245347084069084,-6.907540205681498,-2.623509772911822,3.8122802593760214,-0.5355036356400912,2.3834737123253102,-0.9433781252171695,-3.7185086633643145,0.6714244474519158,-3.6708360974276677,0.2230553503909532,-1.15044110500969,1.3216894909226717,0.7116897765685938,0.8584924182423204,0.48709125948396514,0.4464862823812835,1.043159196347367,-1.7549541632890955,2.795572315821587,-1.7567048241811238,-1.9969796507691133,-2.3022567900001327,0.9752046655984751,1.187989349507872,1.320527807076273,0.6211990957976047,2.757468041397573,0.009995566713176874,0.8070859701874905,-0.32384383907054787,0.3243807877068341,-0.5628852455253467,-0.9021409623421368,-1.9502288924674043,-1.3675053995054987,0.7966404304677103"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Pink Lady/r_120_100.jpg,Apple Pink Lady,"-8.90024679879829,-0.8764584084834924,-4.133276605343664,3.9393235130964244,3.2699634328762475,3.423331558448889,9.750021128671554,-0.1316543024465931,3.282026788061752,1.0508898259524322,-3.9454995689518477,1.8736239737225635,-1.722777905123331,1.099464424755957,-2.0641085934353502,-3.460263449964966,2.8582798880327736,-0.3823128989984974,0.49384918084273416,-1.9898425578265981,-3.133469142273868,2.102858767986141,-5.263797872862727,-1.1851044605811225,-0.07237434620911504,0.9128267772285988,-1.4625043742493602,0.04616552135686172,-0.24053477543786625,-0.7033910444960149,0.8686662698465764,-1.2084157440028898,1.6145328997908464,-0.5554796846218026,-1.482316455210398,-1.6664416854253226,0.2597378226147253,1.833271529721551,2.038760801128451,1.262098341934821,2.088031465398741,0.7656497764662639,-0.2719390634605068,-0.44539419073434733,-0.9583992542792821,-0.11498239701366962,-0.9368474266721168,-2.294989591024599,-1.0623948387191255,0.387925885843028"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 2/166_100.jpg,Apple Red 2,"-11.736120508750357,-4.341455228878105,-3.2737430063993003,3.1354204157251604,5.303719574505771,6.374413481473512,4.761906758802052,4.757312154030744,-0.8321765452533922,4.755460358190658,-7.295436289566977,2.060558519154493,-2.461485154323058,-2.1103106572849213,-0.9606912963066649,-1.7899987197343936,1.7662190322294988,2.3264403700226355,-1.0770473412639636,-1.5983321898315113,-4.778544081224823,0.1892686804484632,-5.3978204359344435,-0.4227881293179881,-1.5812962112190732,1.1913925340866638,-1.452769908713187,2.3673223101588485,-3.5074445664813383,-0.1917910035970367,1.8582282979038804,-0.2956203342312963,0.7397403875391251,-1.6588223183643427,-2.0203738750044713,-3.1736749436835265,1.7460534808784824,0.6907172544614706,-0.2505635374495834,0.46241331719555423,2.017699438933308,0.12886453270579523,-0.6796065375870233,-2.1558542425404768,-0.02976091986073599,-1.081353491489696,-0.8792464295035433,-1.1242287311392005,-0.9246869935836302,0.7949730863166268"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 2/214_100.jpg,Apple Red 2,"-7.8686676079292805,-4.405633864776102,-6.049268729006228,1.365614721677449,7.6329267012247,6.655877467112296,7.41911510740071,5.195797643929821,1.1868393503422159,3.212198503782529,-4.592185813609004,1.8430790858701684,-2.4457704008629406,-1.4642975267852185,-0.6812096329010348,-0.5845456952433139,3.0195413942614104,2.7392129053416516,0.1216552656612427,-3.5740708853580383,-5.444813695277711,0.07027324338575515,-5.748374377840439,-0.01675149723727492,-0.46936163399734465,0.7075133354834259,-1.3499865568793008,2.2010817403910097,-3.3155542384532524,-0.5472321474004239,1.0223351001661154,-0.6328882828155156,0.47692317968467346,-0.4948194119517371,-2.3501986095468688,-2.1745322272932377,0.8999453111825279,1.103637467056722,1.0393192633930997,-0.3762349182552379,1.552664939454641,0.714182335706063,-0.029059221069757637,-0.7203473277753497,-0.1215361164257277,-0.6643120128838622,-2.3027241227875472,-0.840659804620768,-0.6674121020594542,0.7746587996666485"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 2/r_2_100.jpg,Apple Red 2,"-7.058307059226623,-3.334801479080336,-3.248630158410881,3.0908349139024702,2.913971511338762,7.924891708855292,11.707648007042023,5.001563272964749,-0.15992911931881693,7.88624282775263,-3.6974530466227358,2.227893406304283,-1.1645575575265608,1.6804470007940444,-3.8597095276058453,-0.515127677587414,-0.50583843079951,-1.1540549942186493,1.2563764153914332,-3.392139827871355,-3.8057251146768225,0.19057103438976256,-5.542773045297698,-1.0317920298623215,0.2703844538062972,0.4185414426878385,-1.8207449481834639,1.0436919844019619,-1.2047928865311237,0.039170272553282225,0.8041070020106798,-3.2028939785389214,0.6920778841516982,-0.6687637814966736,-0.513394164856148,-1.242235054234848,-0.4986788272828839,2.447640599333258,0.407237958955772,-0.21117020049113183,2.2819113899836503,-0.13659619034672252,-0.7811203124260582,-1.0398859751895992,0.39222080272004695,-0.8359856139662311,-0.784839377288791,-0.8100260493227706,-1.0958868110618143,1.013757349697552"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Delicious/r_252_100.jpg,Apple Red Delicious,"-7.772540195899024,-3.487767354476906,8.05139754417022,-4.705461109705278,-0.7555370200338164,9.602781514772582,7.176479245886249,0.8094601639389755,1.048304850342803,1.6202274450215501,-5.164122095416906,-0.8279777977844144,0.01393024017412367,-1.9563897125317007,-2.5461196584472323,-3.5755967794488,3.6404319650436077,1.3319122699524595,3.956003827048928,-1.7649181658929078,-2.3685549098690335,2.4883416700469647,-4.63809067324518,-3.5178915449636223,-1.9525616756420952,2.5134397782176006,-2.338693653756928,-0.23108526429210902,-3.453768164575284,0.689792214821068,-0.8391927541991707,-1.814974834432338,0.09590271875094297,-1.1685161324739088,0.5917504198258927,-1.465247502917808,0.8500730244313311,0.35021085220818027,1.1540738623850495,0.29205912844218895,3.3312481023260347,-0.8802843324313471,1.1100867011191866,-1.149786541244522,0.3507625911518505,-0.7355602876706278,-1.357597305650862,-3.235238464294204,-1.7455678677136615,1.2768784079353497"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/r2_118_100.jpg,Apple Red Yellow 2,"0.05329821277404154,-0.8584595223821122,5.899154333925388,1.5796710203799835,7.977797486511976,4.880241095642938,7.137521073930827,6.137658985837136,4.297966791932338,4.387525512719102,-2.848905930769473,0.2020772399855484,0.5427814569343983,0.9702360816353667,-5.200904057521528,-5.230012680952427,6.282075996554391,0.3595241910026584,-0.06343785187117292,-1.5171486742588438,-2.5584394348477923,1.340172677089314,-5.37973524929448,0.316922345119754,0.15781137253031213,0.20082594809403834,-1.2486241269371385,1.7515377031006,-1.2926097189041126,0.6162748201452114,2.1472722938052327,-3.620316643883278,1.7216182289797914,-2.8310854859000627,-2.2570615145520323,-0.9385587129261839,3.1048030568696183,1.6758319524808027,-0.9999282777401087,1.9762147779163775,1.8004984502384558,1.44996619420812,-1.145392283617036,-1.004011881446927,-0.7306182471228801,-0.2568836185481577,-0.1675727233734818,-0.4317378779676192,-1.5978139123117012,0.5027161060513272"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/r_132_100.jpg,Apple Red Yellow 2,"-5.463202536417873,-3.5414442385108282,8.415338349122669,-2.1748923482257236,8.855197604493535,0.537770834571493,7.606604867015137,3.276881470695954,2.039670436869183,1.988512265757263,-7.405503316043459,3.5516869231659376,1.4556331924171035,2.586870427135812,-6.885018429422861,-2.069138549877245,-1.950030031977592,-1.7191987676205922,1.8041023569036048,-3.447861370992624,-7.16656295090859,1.0326440765110514,-4.815996361036265,-3.573649488131588,-0.6086880494575951,2.835274261324663,-0.6191670888822782,1.1008126184324327,-3.7509268373484805,2.234382173533496,-0.4815309077125949,-1.3523335227207334,-1.3277128688401572,-4.436066078123303,-2.005141888497966,-2.694644301557279,0.14395311636709038,0.8168550830329491,0.3809102334203055,3.2902282467632946,2.0697831185094557,1.9654966000185061,0.017693459406256603,-0.4661034951923347,0.850695630708084,0.06079219089348644,-0.512900708651183,-3.3668425568406724,-1.9017209674853999,-0.16353884409675637"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Pink Lady/147_100.jpg,Apple Pink Lady,"-9.874952564188284,-3.0226252210970936,-4.880907509927752,3.8119800256428635,5.577354738114491,1.7221806447751198,4.211530088286244,3.937548431740061,3.0694916153686607,0.11891197632372577,-5.730499556822256,3.0163712929401933,-0.376852322518538,-0.2478518919016202,-4.178092329824117,-2.5109506692449575,1.3299114455037455,2.04849975258168,1.093147266017338,-1.3627372853225357,-2.1354380992493205,1.3496631390399163,-4.9218597366572405,-1.9833507857552806,-1.3131048669486252,2.4626209109735315,-1.8046674629239994,0.23562794858822106,-1.4514446130042156,0.44236861309659664,1.7758781431431867,-1.9119846166365562,1.0488392880096564,0.0694372344559223,-1.2448494714301257,-0.6888500844061405,1.4093511712969906,0.47844527130435455,0.5638622241942152,1.1850315824777646,0.9485396589712648,0.9277215396823466,-1.230867115143098,-1.4834096133949441,0.10342990308882621,0.001813966520395113,-2.093400235851524,-1.155790597136996,-1.360361906260746,1.2320085444096032"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/294_100.jpg,Apple Braeburn,"-10.854795428398887,-3.5893260456706275,-4.73204436640938,2.4579280660851945,1.91069804114076,5.318918166285386,8.341233868440698,5.956508570452807,2.501668796415322,5.685072444610684,-4.289154484846826,3.9948785724505647,1.0275384446112363,-0.8049967451037187,-1.9849971845512762,-0.8498758111560821,2.8974242310789036,-0.7104927366761016,1.3270254332558382,-3.4817180182195218,-3.702496437361541,1.6068514006525163,-4.962153809671936,-0.8637112146727784,0.4786037745434435,2.3185233157582794,-2.5439513912490574,1.2139770641185499,-0.3320363132839985,0.23885208904792682,0.4827287998448097,-0.6905156785913821,1.1357156161631496,-1.3648101720717476,-0.20165011239835925,-0.34336571263905225,1.6677798144894989,-0.09820095694958035,1.2415042777811185,0.7780216306758182,0.44083639532731755,-0.11711190273771094,0.7302923752146634,-0.35458635060930793,-0.005701629017807589,0.462849238436869,0.5210921118105483,-1.2373170754865876,-1.240087033271952,-0.1933558822149101"
