path,label,pca_features_string
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Pink Lady/193_100.jpg,Apple Pink Lady,"-9.170818085058574,-2.1759251745534147,-6.2060510050901145,3.9005793029337386,6.127332829356552,1.9525199863841707,4.2201388447407675,4.076056332746437,3.86946984043131,1.4592675328109312,-5.414245330195428,2.7105888165072227,0.009337735124507373,-0.8804166489367016,-4.013497509497036,-2.310679071652252,1.5176121203222845,2.9595109987660733,1.9378280691031338,-2.0093121568050485,-2.2738716795695417,0.02434725152493377,-4.882776317251235,-1.7206102836477202,-0.30284452147356117,3.3859306771330577,-2.182110530860609,-0.16074401039036998,-2.226902883434094,0.20288071605440677,1.7061868266914464,-2.350345519811798,0.9032599462458196,0.13641482173095337,-1.0794298160494098,-0.8657310679992768,0.47700398278137807,0.4994588448382956,0.579441622107251,1.267160664743551,0.8325395286156938,1.3278861302373393,-0.992065305069949,-0.49803944810477585,0.7684330457132118,-0.5553597602255483,-0.8445314165259963,-1.1618415933815414,-1.0843384310387023,0.42020994442209236"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red 2/r_145_100.jpg,Apple Red 2,"-1.8630094774106871,-4.771713517535007,-4.395875412343676,2.5498756960418723,5.658546331309014,8.774214007332539,12.079014076516808,4.64892318353496,3.3532053747063264,5.232037123045453,-3.1956589178337156,2.1500759095476667,-0.5509143230124195,-0.907899108646832,-3.6862982336651666,-2.3812993542958307,3.9217656762928788,0.17249269528377847,0.50789649947054,-1.5551219299292371,-1.7834520097490743,0.6820249831531606,-6.066641994750322,0.9392289068840812,-0.41367892993713573,1.2798164372741667,-1.7347169526812751,1.7660485147239835,-1.9495997797044815,-1.0279311363689227,0.13786592431919564,-1.8559211986036641,1.1660287313145412,-1.3733087628569522,-2.6692744941700233,-1.0414159120020157,0.0827820832407316,0.874512032872964,1.9912381277525006,0.3970074244182819,1.6571490429953166,0.5460535340832761,1.4486507308149097,-0.9473533324914567,0.18550460673399208,-1.455746446557341,-1.9555698162446138,-1.5492944556208768,0.01741140980053753,0.2985150737931153"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/r2_111_100.jpg,Apple Red Yellow 2,"1.2451111478049073,-2.99374641282116,6.221028861499544,1.3154393655291596,10.52594876590647,5.33385262246291,8.3953237541294,5.224406752500174,5.165809426798345,5.776861723740586,-2.9577763837602498,0.5470833891688972,-1.410271187018132,1.7992166041256135,-4.832134921068041,-4.480458033179909,4.668804939442952,0.3650841143963896,-2.494019007218855,-1.5756512935300135,-2.6708089866569336,1.3241619283232027,-5.557253982283382,-0.5585247000508085,-1.4901681514137246,0.28052970993405996,-3.287203337603597,0.2890065099856933,-1.9186639824120106,-0.47737207327400366,2.746775714293229,-2.8279069533227976,2.278046496273716,-3.462291147364664,-1.8869539645881306,-1.432975203372649,0.800902741122926,1.119569254010026,0.6956045731207595,1.4434392006120602,2.812331462673044,0.9520950955811291,0.03573000216901646,-0.8180618130739447,-1.645258803142043,-0.9231011402844779,-1.2808359341056994,-0.8794140911094772,-1.7216521178704183,1.4367497299493652"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/r2_285_100.jpg,Apple Red Yellow 2,"-3.6882564200465833,-3.7723075835878475,5.141913139967622,2.57238464136355,6.519658879397207,4.1765544782619095,5.767046416343112,4.1896198893761705,3.1429506091795782,4.334645592048689,-2.613173243006405,3.9970778383572303,1.021604731816307,0.9213458776062966,-3.4964077601068517,-3.2342661003547404,2.648056172516556,-0.12894529547229477,0.5557758133013647,-3.546284737059173,-1.9827629171907106,2.3594314457787657,-3.6616184762714292,-0.02952585327261129,0.8634387058816666,3.0929868676371557,-0.9482600937196006,0.6616127193484129,-1.8294550532642027,2.5000734261442794,2.227244253284493,-2.626196693769519,1.369408349150819,-2.907459925770181,-2.625907754462716,-1.4707032360120342,3.0874463295185683,-0.2503635768552233,0.6404830157147207,-0.12841145349035402,2.2867864981559176,-0.7848423028888701,-1.5737958280933193,-1.0801074880993453,0.2759191231000738,0.05408857376233951,-2.6069141367409747,-1.2697177856104112,-0.15806319583997122,2.070707451398095"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/286_100.jpg,Apple Braeburn,"-10.051523045448134,-3.0767043222755524,-6.895479653592628,1.7810876065699757,3.876745600054173,6.927424208056137,8.73848653120818,4.6477312609031545,2.128410449934213,5.33374866502889,-3.052726746575523,3.9090538931129997,-0.02130323438602418,-0.5411741130971708,-1.2482927311343766,-1.2291252703875675,3.9914729229930397,-0.9449905147343681,1.5140490324253804,-4.277107303412452,-4.716097386462011,0.8805919900450676,-4.639762895877881,-0.4167882071354622,0.324029193466354,2.482378705751927,-1.6035152569126754,0.8697718281315888,-0.7852816960085622,-0.1207946760947531,0.07778992590506453,-0.9097366252798949,1.9342686273724905,-1.2942957593361846,-0.9351005673244663,-0.813747385416726,1.060606205504322,0.3903562917774809,1.335792890769255,0.7154606293370185,-0.2707752411326854,0.2697077876688427,-0.38613869074386914,-0.3536626521281798,0.7956026811827166,-0.6619167280111601,0.36832282384924714,-1.256897362940313,-1.0198315737719459,1.3693392753378373"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/307_100.jpg,Apple Braeburn,"-12.663225422407837,-5.035367743121556,-3.3556104770494914,2.6916872262899063,0.4554633931583232,6.473823425827273,8.216122562285205,6.229736659027494,0.3446092085836757,7.486114253481531,-4.235625713584578,2.9371203352615014,0.3343851114296619,-0.31623078842393726,-3.3224724887098342,-0.8720836574482264,2.0762256787618765,-0.9140717761108487,1.5763488529479865,-3.431094162221981,-4.202555961125035,1.343501516450455,-3.5238296841023624,-0.5638553491613804,-0.21452773438116432,1.831017895421775,-0.6979930938226069,1.4210859822672746,-0.8339694554489011,-0.03568535907238313,0.6960677124149257,-1.1278737242746795,2.0157938771409425,-1.719363814196611,-0.9545180218247563,-0.09200391101392714,0.7562994144232235,0.7788900920924982,0.5034339083862863,0.8167387347089435,1.139935135847761,0.5437250033748094,-0.13793394470812007,-0.08932482647126329,-0.17296862988246192,0.7807467439788334,0.8081399688294933,-0.9910547275455521,-1.4656390203252068,0.7521277486891428"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Crimson Snow/29_100.jpg,Apple Crimson Snow,"-7.846333801628901,-4.293332083910596,-6.96512537070545,2.6720623440559255,2.8507118485837744,1.4130339306656408,7.120566932006387,-0.2648147953666001,1.2354654610047195,1.3528619122079117,-5.141791323593366,3.521330918041045,-1.24988955623616,-1.434244538825389,-2.4762291572935284,-0.6718942136931486,3.595049852060481,0.046180642819004566,2.133689429656942,-0.6459258509308993,-4.489001448101178,0.9377847098765604,-5.238741804905074,-4.026403991082455,-0.5915123900737894,1.0889074922341881,-3.575660117783891,1.5538820385234058,-1.8391365843672551,-0.9547110365269832,1.5784933771159684,-3.0796214123853933,0.501179074365934,-1.651950234209655,-1.2617822835206112,-0.9507230883858571,0.6712891428672235,2.2059032005091095,1.1946928108375552,0.5025314615905374,0.5539184474054862,-0.5232848257283271,-0.21519577737453807,-0.3164767144738852,1.3095298848326662,-1.0845068943074534,-1.9288244221860986,-1.2901903543961117,-2.089308600900137,1.0968709485943797"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 1/229_100.jpg,Apple Red Yellow 1,"-7.663496763448935,0.1795668801272985,-1.1821376523472835,-4.168162147276171,2.5373756244279453,2.47605761141672,11.155938034564713,3.9316765339947386,1.2515176402528214,1.0407916254962124,-3.923929489133941,3.017901294214312,-0.8312758253538398,2.274039416422349,-3.238942864645315,-1.9635444083872176,2.496664547791658,2.492481034656649,-1.2373586129604832,-1.5144278281044805,-4.959719139009074,-0.14293802312367396,-6.256281514854994,0.6433927253806789,-0.4296731132320964,3.9828884288368918,-1.0725847348261335,2.7986825935585284,-1.4380347809181717,0.598356488238992,1.2380797465517228,-0.9006028287195567,1.1643337449581783,-1.7153106822699022,-1.3397870321308334,-1.9180198496021552,0.03847414791874939,-0.6696759464748034,0.07051722942607296,0.046099329321573124,1.0307401152333706,0.17717691856573134,-0.026167766778842767,-1.5248412300450167,-0.12413072248569121,-0.08028261959874129,-2.0449269937134615,-1.5652913823691623,-1.0347127136447067,1.3645791591647498"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Red Yellow 2/r_143_100.jpg,Apple Red Yellow 2,"-5.997783047370994,-3.377314620378381,7.3336566551016995,-0.6322411135924618,10.018271346359965,1.316758415010973,8.88671940539191,5.0450645621736525,0.5364821045794729,2.39136185590708,-6.840003567280227,4.33027434454158,1.2169971359099474,5.155636109212637,-4.897631894848687,-1.9956911804250177,0.9496196498259709,-0.7203885893754868,1.8372419001319007,-3.9857596691627712,-6.7190797050461395,1.7723948396045897,-6.044087316749756,-3.8109979712902486,-0.811969296257996,3.934359086180511,0.4597528470672632,1.8890998044349503,-3.9477845496365345,2.740727542731506,-0.7809995157685075,-1.5534525485639576,-0.6080109696486005,-1.8064426421607087,-1.8643347270250523,-3.334006623735562,-0.1378312386978061,2.2953642200654016,-0.33231658188917595,1.5339208584200654,0.6313240985648976,0.7274728472308895,0.6889036446544767,0.5633198010721083,0.6413615609983392,-0.5808942413108112,-0.9564011152703553,-3.0742178893823784,-1.7500553921012005,0.5939023006094187"
s3://oc-p11-fruits-david-scanu/data/raw/Training/Apple Braeburn/160_100.jpg,Apple Braeburn,"-12.569700803482093,-3.242709015703897,-2.7463582482441344,2.2926602278652997,1.589494827748068,5.008451425829786,4.3717145472834,5.0761710326697305,1.6488679034742273,4.345125109712683,-6.014283721980274,3.230308414313752,0.26135868708048526,-0.2126919552214315,-2.985594330216472,-1.830523080036928,4.760486831224215,-0.6836755901596727,0.15651333942581772,-2.117803842828537,-4.009751412773357,2.0015085407413062,-3.9019988137210264,0.38019454063423685,-2.236458100168823,4.448848681146767,-2.7397499050554766,2.411986057314776,-2.2251564646086264,0.59214605044728,0.6757044085364281,-1.3400779963680896,0.9485475416227882,-0.6040507616134565,-1.589311480528065,-1.6170963078708276,0.7731728521535958,1.011613448849421,0.714272331837071,1.2925421736542968,-0.4352512240785083,-0.33600257106416676,0.6214787860580885,-2.3202777175473686,-0.3875079400122505,-1.545225581565681,-1.3319151431685277,-1.9816732819233394,-0.3038735697999369,1.2051039087574056"
